순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,34573
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,24539
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,19180
4,협재해수욕장,제주 제주시,자연경관(하천/해양),14203
5,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),12835
6,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),12201
7,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,8795
8,이호테우해변,제주 제주시,자연경관(하천/해양),8693
9,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8170
10,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,7094
11,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,6686
12,곽지해수욕장,제주 제주시,자연경관(하천/해양),6671
13,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),6256
14,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,6238
15,비자림,제주 제주시 비자숲길 55-0,자연공원,6156
16,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),6102
17,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),5948
18,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,5850
19,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,5734
20,새별오름,제주 제주시,자연경관(산),5466
21,신창풍차해안도로,제주 제주시,데이트코스,5412
22,월정리해변,제주 제주시,자연경관(하천/해양),5375
23,용두암,제주 제주시 용두암길 15-0,기타관광,5257
24,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,5228
25,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,5081
26,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,4837
27,금오름,제주 제주시,자연경관(산),4836
28,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,4763
29,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,4686
30,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,4515
31,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19,콘도미니엄,4369
32,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,4258
33,정방폭포,제주 서귀포시,자연경관(산),4235
34,성산항,제주 서귀포시,자연경관(하천/해양),4198
35,빛의벙커,제주 서귀포시,전시시설,4123
36,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,4091
37,안돌오름,제주 제주시,자연경관(산),4009
38,하귀애월해안도로,제주 제주시,데이트코스,3911
39,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,3756
40,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,3600
41,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),3550
42,표선해수욕장,제주 서귀포시,자연경관(하천/해양),3528
43,광치기해변,제주 서귀포시,자연경관(하천/해양),3450
44,9.81파크,제주 제주시 천덕로 880-24,테마공원,3388
45,이마트제주점,제주 제주시 탑동로 38-0,대형마트,3276
46,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,3264
47,용눈이오름,제주 제주시,자연경관(산),3258
48,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,3152
49,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,3063
50,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,2987
51,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양),2939
52,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,2926
53,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,2817
54,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,2795
55,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,2753
56,호텔리젠트마린,제주 제주시 서부두2길 20-0,호텔,2668
57,산굼부리,제주 제주시,복합관광시설,2653
58,도두동무지개해안도로,제주 제주시,데이트코스,2572
59,만장굴,제주 제주시 만장굴길 182-0,자연생태,2538
60,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,2534
60,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔,2534
62,롯데시티호텔제주,제주 제주시 도령로 83-0,호텔,2515
63,도두봉,제주 제주시 서해안로 0-0,자연경관(산),2452
64,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,2448
65,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),2364
66,신라스테이제주,제주 제주시 노연로 100-0,호텔,2336
67,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,2289
68,비밀의숲,제주 제주시,기타레저스포츠,2253
69,코업시티호텔하버뷰,제주 서귀포시 태위로 108-0,호텔,2113
70,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,2059
71,더큐브리조트제주,제주 서귀포시 솔오름로105번길 24-0,콘도미니엄,2029
72,제주항연안여객터미널,제주 제주시 임항로 111-0,교통시설,2027
73,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0,호텔,2020
73,호텔휘슬락,제주 제주시 서부두2길 26-0,호텔,2020
75,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,1972
76,베스트웨스턴제주호텔,제주 제주시 도령로 27-0,호텔,1926
77,더포그레이스호텔앤리조트,제주 서귀포시 해맞이해안로 2670-0,콘도미니엄,1901
78,송악산둘레길,제주 서귀포시,기타레저스포츠,1882
79,수목원길야시장,제주 제주시,시장,1866
80,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,1863
81,홈플러스서귀포점,제주 서귀포시 중앙로 180-0,대형마트,1846
82,스누피가든,제주 제주시 금백조로 930-0,기타관광,1815
83,산방산,제주 서귀포시 산방로 218-10,자연경관(산),1806
84,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,1795
85,중문관광단지,제주 서귀포시,복합관광시설,1777
86,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,1770
86,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,1770
88,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양),1760
89,뽀로로&타요테마파크제주,제주 서귀포시 병악로 269-0,테마공원,1721
90,플레이스캠프제주,제주 서귀포시 동류암로 20-0,호텔,1715
91,코델리아S호텔,제주 서귀포시 일주동로 4186-0,호텔,1712
91,황우지해안,제주 서귀포시,자연경관(하천/해양),1712
93,판포포구,제주 제주시,자연경관(하천/해양),1710
94,브라운스위트제주호텔앤리조트,제주 서귀포시 고성오조로 94-0,호텔,1708
95,군산오름,제주 서귀포시,자연경관(산),1697
96,골든데이지호텔제주서귀포오션,제주 서귀포시 동홍로 7-0,호텔,1640
97,엉또폭포,제주 서귀포시,자연경관(산),1632
98,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0,콘도미니엄,1629
99,골든튤립제주성산호텔,제주 서귀포시 일출로 31-0,호텔,1617
100,그라벨호텔제주,제주 제주시 일주서로 7316-0,호텔,1612
