순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,19052
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,12802
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,11275
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),8541
5,협재해수욕장,제주 제주시,자연경관(하천/해양),6518
6,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),5942
7,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,5295
8,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,5126
9,용두암,제주 제주시 용두암길 15-0,기타관광,4255
10,산방산유채꽃밭,제주 서귀포시,기타관광,3732
11,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,3712
12,이호테우해변,제주 제주시,자연경관(하천/해양),3683
13,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,3651
14,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),3628
15,빛의벙커,제주 서귀포시,전시시설,3613
16,새별오름,제주 제주시,자연경관(산),3512
17,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,3389
18,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,3297
19,비자림,제주 제주시 비자숲길 55-0,자연공원,3203
20,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,3032
21,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,2907
22,9.81파크,제주 제주시 천덕로 880-24,테마공원,2711
23,월정리해변,제주 제주시,자연경관(하천/해양),2699
24,하귀애월해안도로,제주 제주시,데이트코스,2621
25,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,2579
26,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,2555
27,정방폭포,제주 서귀포시,자연경관(산),2543
28,광치기해변,제주 서귀포시,자연경관(하천/해양),2509
29,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0,웰니스관광,2471
30,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,2345
31,곽지해수욕장,제주 제주시,자연경관(하천/해양),2319
32,산방산,제주 서귀포시 산방로 218-10,자연경관(산),1952
33,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,1946
33,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,1946
35,이마트제주점,제주 제주시 탑동로 38-0,대형마트,1943
