순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,57621
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,24244
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,23246
4,협재해수욕장,제주 제주시,자연경관(하천/해양),22255
5,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),19461
6,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),14061
7,곽지해수욕장,제주 제주시,자연경관(하천/해양),13490
8,이호테우해변,제주 제주시,자연경관(하천/해양),12955
9,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),11149
10,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,10762
11,아르떼뮤지엄제주,제주 제주시 어림비로 478-0,전시시설,10459
12,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,10409
13,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,10183
14,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,9228
15,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,8705
16,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),8684
17,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),8255
18,비자림,제주 제주시 비자숲길 55-0,자연공원,7852
19,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),7767
20,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,7629
21,표선해수욕장,제주 서귀포시,자연경관(하천/해양),6932
22,금오름,제주 제주시,자연경관(산),6686
23,월정리해변,제주 제주시,자연경관(하천/해양),6664
24,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,6648
25,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,6630
26,9.81파크,제주 제주시 천덕로 880-24,테마공원,6569
27,스누피가든,제주 제주시 금백조로 930-0,기타관광,6513
28,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,6490
29,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,6383
30,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,6295
31,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,6148
32,판포포구,제주 제주시,자연경관(하천/해양),6140
33,그랜드하얏트제주,제주 제주시 노연로 12-0,호텔,6088
34,용두암,제주 제주시 용두암길 15-0,기타관광,6037
35,신창풍차해안도로,제주 제주시,데이트코스,6008
36,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,5874
37,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,5657
38,만장굴,제주 제주시 만장굴길 182-0,자연생태,5494
39,정방폭포,제주 서귀포시,자연경관(산),5447
40,빛의벙커,제주 서귀포시,전시시설,5065
41,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,5042
42,하귀애월해안도로,제주 제주시,데이트코스,5014
43,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,4914
44,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,4893
45,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,4797
46,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19,콘도미니엄,4756
47,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,4745
48,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,4669
49,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,4646
50,사계해수욕장,제주 서귀포시,자연경관(하천/해양),4500
51,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양),4359
52,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,4335
53,도두동무지개해안도로,제주 제주시,데이트코스,4276
54,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,4160
55,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,4151
56,그랜드조선제주,제주 서귀포시 중문관광로72번길 60-0,호텔,4064
57,이마트제주점,제주 제주시 탑동로 38-0,대형마트,4046
57,성산항,제주 서귀포시,자연경관(하천/해양),4046
59,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,4020
60,광치기해변,제주 서귀포시,자연경관(하천/해양),4017
61,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,3979
62,황우지해안,제주 서귀포시,자연경관(하천/해양),3939
63,라마다프라자제주호텔,제주 제주시 탑동로 66-0,호텔,3888
64,제주항연안여객터미널,제주 제주시 임항로 111-0,교통시설,3860
65,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,3793
66,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,3663
67,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),3427
68,뽀로로&타요테마파크제주,제주 서귀포시 병악로 269-0,테마공원,3317
69,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,3311
70,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,3301
71,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,3287
72,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0,전시시설,3266
73,선녀탕,제주 서귀포시,기타관광,3130
74,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0,콘도미니엄,3021
75,새별오름,제주 제주시,자연경관(산),3009
76,비밀의숲,제주 제주시,기타레저스포츠,2948
77,신라스테이제주,제주 제주시 노연로 100-0,호텔,2921
78,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,2911
79,원앙폭포,제주 서귀포시,자연경관(산),2873
80,호텔리젠트마린,제주 제주시 서부두2길 20-0,호텔,2860
81,수목원길야시장,제주 제주시,시장,2760
82,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,2611
83,삼양해수욕장,제주 제주시,자연경관(하천/해양),2484
84,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0,호텔,2441
85,노형수퍼마?,제주 제주시 노형로 89-0,기타문화관광지,2428
86,산방산,제주 서귀포시 산방로 218-10,자연경관(산),2422
87,코업시티호텔하버뷰,제주 서귀포시 태위로 108-0,호텔,2421
88,호텔휘슬락,제주 제주시 서부두2길 26-0,호텔,2419
89,더포그레이스호텔앤리조트,제주 서귀포시 해맞이해안로 2670-0,콘도미니엄,2400
90,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔,2382
91,롯데시티호텔제주,제주 제주시 도령로 83-0,호텔,2336
92,홈플러스서귀포점,제주 서귀포시 중앙로 180-0,대형마트,2325
93,헬로키티아일랜드,제주 서귀포시 한창로 340-0,기타관광,2302
94,논짓물,제주 서귀포시,자연경관(하천/해양),2225
95,베스트웨스턴제주호텔,제주 제주시 도령로 27-0,호텔,2206
96,중문관광단지,제주 서귀포시,복합관광시설,2180
97,돈내코계곡,제주 서귀포시 돈내코로 137-0,자연경관(산),2169
98,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,2151
99,호텔난타,제주 제주시 선돌목동길 56-26,호텔,2148
100,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양),2050
