순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,34207
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,26512
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,23276
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),14430
5,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,12140
6,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,9150
7,협재해수욕장,제주 제주시,자연경관(하천/해양),9008
8,새별오름,제주 제주시,자연경관(산),8611
9,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),8360
10,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,8340
11,제주동백수목원,제주 서귀포시,기타관광,7974
12,빛의벙커,제주 서귀포시,전시시설,6996
13,용두암,제주 제주시 용두암길 15-0,기타관광,6948
14,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,6710
15,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),6006
16,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,5949
17,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,5698
18,이호테우해변,제주 제주시,자연경관(하천/해양),5372
19,위미동백나무군락,제주 서귀포시,역사유적지,5320
20,동백포레스트,제주 서귀포시 생기악로 53-38,농/산/어촌체험,5219
21,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,5210
22,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0,웰니스관광,4993
23,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,4927
24,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,4862
25,산굼부리,제주 제주시,복합관광시설,4763
26,바이나흐튼크리스마스박물관,제주 서귀포시 평화로 654-0,전시시설,4748
27,비자림,제주 제주시 비자숲길 55-0,자연공원,4607
28,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,4367
29,휴애리자연생활공원,제주 서귀포시 신례동로 256-0,도시공원,4264
30,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,4254
31,월정리해변,제주 제주시,자연경관(하천/해양),4207
32,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,4139
33,하귀애월해안도로,제주 제주시,데이트코스,4028
34,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,3865
35,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,3823
36,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,3786
37,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,3556
38,정방폭포,제주 서귀포시,자연경관(산),3516
39,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,3467
40,곽지해수욕장,제주 제주시,자연경관(하천/해양),3367
41,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,3283
42,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,3244
43,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,3205
44,광치기해변,제주 서귀포시,자연경관(하천/해양),3036
45,이마트제주점,제주 제주시 탑동로 38-0,대형마트,2994
46,뽀로로&타요테마파크제주,제주 서귀포시 병악로 269-0,테마공원,2897
47,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,2873
48,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,2845
49,신창풍차해안도로,제주 제주시,데이트코스,2816
50,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,2772
51,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,2771
52,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,2757
53,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,2733
54,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0,전시시설,2719
55,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양),2641
56,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,2630
57,용눈이오름,제주 제주시,자연경관(산),2544
58,성산항,제주 서귀포시,자연경관(하천/해양),2526
59,만장굴,제주 제주시 만장굴길 182-0,자연생태,2517
60,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,2428
61,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,2410
62,동문수산시장,제주 제주시 관덕로14길 20-0,시장,2398
63,라마다앙코르이스트서귀포호텔,제주 서귀포시 서호중로 65-0,호텔,2392
64,라마다프라자제주호텔,제주 제주시 탑동로 66-0,호텔,2339
65,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,2335
66,중문관광단지,제주 서귀포시,복합관광시설,2333
67,더쇼어호텔제주,제주 서귀포시 중문관광로72번길 114-0,호텔,2331
68,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),2123
69,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),2093
70,신라스테이제주,제주 제주시 노연로 100-0,호텔,2055
71,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0,호텔,2052
72,제주항연안여객터미널,제주 제주시 임항로 111-0,교통시설,2023
73,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0,전시시설,1963
74,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,1944
75,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19,콘도미니엄,1926
76,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,1908
77,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,1906
78,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0,콘도미니엄,1872
79,9.81파크,제주 제주시 천덕로 880-24,테마공원,1861
80,퍼시픽리솜,제주 서귀포시 중문관광로 154-17,복합관광시설,1854
81,유탑유블레스호텔제주,제주 제주시 조함해안로 502-0,호텔,1839
82,피규어뮤지엄제주,제주 서귀포시 한창로 243-0,전시시설,1828
83,수목원길야시장,제주 제주시,시장,1818
84,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),1799
85,더베스트제주성산,제주 서귀포시 동류암로 26-0,호텔,1783
86,신비의도로,제주 제주시 1100로 2894-63,기타관광,1778
87,아트스테이서귀포하버,제주 서귀포시 태평로 436-0,호텔,1765
88,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,1721
89,플레이스캠프제주,제주 서귀포시 동류암로 20-0,호텔,1700
90,베스트웨스턴제주호텔,제주 제주시 도령로 27-0,호텔,1698
90,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),1698
92,홈플러스서귀포점,제주 서귀포시 중앙로 180-0,대형마트,1695
