순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,28423
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,13323
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,12127
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),7835
5,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),6380
6,협재해수욕장,제주 제주시,자연경관(하천/해양),6255
7,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,5174
8,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,5156
9,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,4641
10,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,4625
11,아르떼뮤지엄제주,제주 제주시 어림비로 478-0,전시시설,4520
12,이호테우해변,제주 제주시,자연경관(하천/해양),4182
13,새별오름,제주 제주시,자연경관(산),3888
14,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,3853
15,용두암,제주 제주시 용두암길 15-0,기타관광,3499
16,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,3442
17,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,3405
18,비자림,제주 제주시 비자숲길 55-0,자연공원,3288
19,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,3284
20,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,3212
21,신창풍차해안도로,제주 제주시,데이트코스,3184
22,제주동백수목원,제주 서귀포시,기타관광,3065
23,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),2900
24,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,2807
25,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,2765
26,곽지해수욕장,제주 제주시,자연경관(하천/해양),2695
27,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,2624
28,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,2607
29,빛의벙커,제주 서귀포시,전시시설,2537
30,하귀애월해안도로,제주 제주시,데이트코스,2498
31,9.81파크,제주 제주시 천덕로 880-24,테마공원,2494
32,이마트제주점,제주 제주시 탑동로 38-0,대형마트,2386
33,동백포레스트,제주 서귀포시 생기악로 53-38,농/산/어촌체험,2381
34,광치기해변,제주 서귀포시,자연경관(하천/해양),2338
35,정방폭포,제주 서귀포시,자연경관(산),2220
36,용눈이오름,제주 제주시,자연경관(산),2194
37,월정리해변,제주 제주시,자연경관(하천/해양),2173
38,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,2091
39,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,2056
40,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔,2034
41,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,2018
