순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,30705
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,22166
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,17677
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),11905
5,협재해수욕장,제주 제주시,자연경관(하천/해양),11689
6,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),9841
7,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8561
8,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,8000
9,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),7235
10,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,7058
11,용두암,제주 제주시 용두암길 15-0,기타관광,6870
12,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,6718
13,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,6450
14,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,6272
15,이호테우해변,제주 제주시,자연경관(하천/해양),5997
16,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,5623
17,빛의벙커,제주 서귀포시,전시시설,5431
18,비자림,제주 제주시 비자숲길 55-0,자연공원,5277
19,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,4960
20,월정리해변,제주 제주시,자연경관(하천/해양),4831
21,곽지해수욕장,제주 제주시,자연경관(하천/해양),4814
22,새별오름,제주 제주시,자연경관(산),4569
23,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,4425
24,정방폭포,제주 서귀포시,자연경관(산),4182
25,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,4043
26,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,4027
27,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,3856
28,성산항,제주 서귀포시,자연경관(하천/해양),3742
29,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,3652
