순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,52026
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,21966
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,20219
4,협재해수욕장,제주 제주시,자연경관(하천/해양),16493
5,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),13614
6,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),13592
7,이호테우해변,제주 제주시,자연경관(하천/해양),10429
8,곽지해수욕장,제주 제주시,자연경관(하천/해양),9319
9,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,9062
10,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,8901
11,아르떼뮤지엄제주,제주 제주시 어림비로 478-0,전시시설,8872
12,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8337
13,비자림,제주 제주시 비자숲길 55-0,자연공원,8094
14,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,8080
15,스누피가든,제주 제주시 금백조로 930-0,기타관광,8052
16,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),7810
17,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,7693
18,그랜드하얏트제주,제주 제주시 노연로 12-0,호텔,7363
19,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,6340
20,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),6120
21,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,6118
22,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,5770
23,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),5576
24,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,5490
25,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,5479
26,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),5445
27,신창풍차해안도로,제주 제주시,데이트코스,5343
28,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,5329
29,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,5186
30,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,5101
31,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,5015
32,제주항연안여객터미널,제주 제주시 임항로 111-0,교통시설,4880
33,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,4793
34,용두암,제주 제주시 용두암길 15-0,기타관광,4783
35,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,4640
36,정방폭포,제주 서귀포시,자연경관(산),4610
37,표선해수욕장,제주 서귀포시,자연경관(하천/해양),4546
38,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,4437
39,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,4399
