순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,28282
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,17897
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,15301
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),12463
5,협재해수욕장,제주 제주시,자연경관(하천/해양),10254
6,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,8709
7,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8297
8,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),7974
9,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,7064
10,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),6991
11,용두암,제주 제주시 용두암길 15-0,기타관광,6801
12,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,5555
13,녹산로유채꽃도로,제주 서귀포시,데이트코스,5364
14,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,5162
15,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,5079
16,성산항,제주 서귀포시,자연경관(하천/해양),4995
17,이호테우해변,제주 제주시,자연경관(하천/해양),4950
18,월정리해변,제주 제주시,자연경관(하천/해양),4836
19,비자림,제주 제주시 비자숲길 55-0,자연공원,4738
20,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,4734
21,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,4385
22,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,4334
23,정방폭포,제주 서귀포시,자연경관(산),4005
24,빛의벙커,제주 서귀포시,전시시설,3986
25,산방산,제주 서귀포시 산방로 218-10,자연경관(산),3943
26,동문공설시장,제주 제주시 동문로 16-0,시장,3888
27,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,3879
28,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,3852
29,운진항,제주 서귀포시 최남단해안로 0-0,자연경관(하천/해양),3849
30,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,3562
31,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,3421
32,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,3330
33,한림공원,제주 제주시 한림로 300-0,도시공원,3281
34,휴애리자연생활공원,제주 서귀포시 신례동로 256-0,도시공원,3205
35,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,3159
36,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,3093
37,곽지해수욕장,제주 제주시,자연경관(하천/해양),3042
