순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,25432
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,19181
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,16416
4,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),13096
5,협재해수욕장,제주 제주시,자연경관(하천/해양),9307
6,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8287
7,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,7972
8,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),7134
9,용두암,제주 제주시 용두암길 15-0,기타관광,6574
10,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),6449
11,산방산,제주 서귀포시 산방로 218-10,자연경관(산),6401
12,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,5048
13,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,4954
14,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,4949
15,성산항,제주 서귀포시,자연경관(하천/해양),4743
16,이호테우해변,제주 제주시,자연경관(하천/해양),4717
17,빛의벙커,제주 서귀포시,전시시설,4671
18,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,4648
19,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,4645
20,월정리해변,제주 제주시,자연경관(하천/해양),4579
21,비자림,제주 제주시 비자숲길 55-0,자연공원,4515
22,산방산유채꽃밭,제주 서귀포시,기타관광,4284
23,새별오름,제주 제주시,자연경관(산),4234
24,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,4223
25,광치기해변,제주 서귀포시,자연경관(하천/해양),4152
26,정방폭포,제주 서귀포시,자연경관(산),4146
27,동문공설시장,제주 제주시 동문로 16-0,시장,4142
28,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,4017
29,신양섭지해수욕장,제주 서귀포시 섭지코지로 88-0,자연경관(하천/해양),3850
30,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,3823
31,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,3659
32,녹산로유채꽃도로,제주 서귀포시,데이트코스,3190
33,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,3155
34,동문수산시장,제주 제주시 관덕로14길 20-0,시장,3146
35,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,3114
36,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,3104
37,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0,웰니스관광,3035
38,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,2921
39,곽지해수욕장,제주 제주시,자연경관(하천/해양),2915
40,한림공원,제주 제주시 한림로 300-0,도시공원,2849
41,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,2698
42,휴애리자연생활공원,제주 서귀포시 신례동로 256-0,도시공원,2297
43,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),2197
44,하귀애월해안도로,제주 제주시,데이트코스,2187
45,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,2171
46,이마트제주점,제주 제주시 탑동로 38-0,대형마트,2169
47,중문관광단지,제주 서귀포시,복합관광시설,2132
48,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,2082
49,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,2059
50,켄싱턴제주호텔,제주 서귀포시 중문관광로72번길 60-0,호텔,2053
51,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,2043
52,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,2013
53,용눈이오름,제주 제주시,자연경관(산),2009
54,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양),1931
55,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),1914
56,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,1905
57,만장굴,제주 제주시 만장굴길 182-0,자연생태,1902
58,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,1900
59,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,1888
60,퍼시픽리솜,제주 서귀포시 중문관광로 154-17,복합관광시설,1879
61,신창풍차해안도로,제주 제주시,데이트코스,1873
62,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,1857
63,산굼부리,제주 제주시,복합관광시설,1848
64,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,1836
65,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,1803
66,호텔휘슬락,제주 제주시 서부두2길 26-0,호텔,1801
67,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,1787
67,송악산,제주 서귀포시,자연경관(산),1787
69,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,1786
70,신라스테이제주,제주 제주시 노연로 100-0,호텔,1708
71,제주러브랜드휴업중,제주 제주시 1100로 2894-72,기타관광,1671
72,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양),1627
73,제주민속촌,제주 서귀포시 민속해안로 631-34,역사유적지,1617
74,제주여미지식물원,제주 서귀포시 중문관광로 93-0,테마공원,1613
75,짱구네유채꽃밭,제주 서귀포시,기타관광,1594
76,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0,전시시설,1573
77,궷물오름,제주 제주시,자연경관(산),1569
78,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,1550
79,헬로키티아일랜드,제주 서귀포시 한창로 340-0,기타관광,1514
80,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),1511
81,더베스트제주성산,제주 서귀포시 동류암로 26-0,호텔,1495
82,라마다앙코르이스트서귀포호텔,제주 서귀포시 서호중로 65-0,호텔,1492
83,더쇼어호텔제주,제주 서귀포시 중문관광로72번길 114-0,호텔,1490
83,신비의도로,제주 제주시 1100로 2894-63,기타관광,1490
85,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0,콘도미니엄,1487
86,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,1467
87,애월항,제주 제주시 애월해안로 0-0,자연경관(하천/해양),1462
88,이중섭거리,제주 서귀포시,기타관광,1458
89,전농로왕벚꽃거리,제주 제주시,테마공원,1405
90,라마다프라자제주호텔,제주 제주시 탑동로 66-0,호텔,1390
91,백약이오름,제주 서귀포시,자연경관(산),1358
92,운진항,제주 서귀포시 최남단해안로 0-0,자연경관(하천/해양),1356
93,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0,호텔,1351
94,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,1349
95,선녀와나무꾼테마공원,제주 제주시 선교로 267-0,도시공원,1342
96,골든튤립제주성산호텔,제주 서귀포시 일출로 31-0,호텔,1337
97,표선해수욕장,제주 서귀포시,자연경관(하천/해양),1334
98,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,1303
99,외돌개,제주 서귀포시,기타관광,1298
100,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔,1297
