순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,57694
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,25598
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,23605
4,협재해수욕장,제주 제주시,자연경관(하천/해양),22042
5,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),19788
6,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),14620
7,곽지해수욕장,제주 제주시,자연경관(하천/해양),14100
8,이호테우해변,제주 제주시,자연경관(하천/해양),12262
9,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),11892
10,아르떼뮤지엄제주,제주 제주시 어림비로 478-0,전시시설,10822
11,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,10661
12,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,9801
13,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,9753
14,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,9594
15,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,9276
16,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),9128
17,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),9007
18,판포포구,제주 제주시,자연경관(하천/해양),8329
19,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,7944
20,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,7794
21,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),7575
22,스누피가든,제주 제주시 금백조로 930-0,기타관광,7165
23,표선해수욕장,제주 서귀포시,자연경관(하천/해양),7056
24,비자림,제주 제주시 비자숲길 55-0,자연공원,7015
25,월정리해변,제주 제주시,자연경관(하천/해양),6724
26,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,6703
27,신창풍차해안도로,제주 제주시,데이트코스,6540
28,금오름,제주 제주시,자연경관(산),6523
29,9.81파크,제주 제주시 천덕로 880-24,테마공원,6453
30,제주항연안여객터미널,제주 제주시 임항로 111-0,교통시설,6165
31,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,6164
32,정방폭포,제주 서귀포시,자연경관(산),6086
33,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,6082
34,만장굴,제주 제주시 만장굴길 182-0,자연생태,6046
35,용두암,제주 제주시 용두암길 15-0,기타관광,5714
36,그랜드하얏트제주,제주 제주시 노연로 12-0,호텔,5695
37,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,5661
38,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,5621
39,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,5539
40,하귀애월해안도로,제주 제주시,데이트코스,5213
41,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,5162
42,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,5086
43,빛의벙커,제주 서귀포시,전시시설,5032
44,사계해수욕장,제주 서귀포시,자연경관(하천/해양),4991
45,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,4903
46,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양),4867
47,성산항,제주 서귀포시,자연경관(하천/해양),4511
48,황우지해안,제주 서귀포시,자연경관(하천/해양),4456
49,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19,콘도미니엄,4400
50,도두동무지개해안도로,제주 제주시,데이트코스,4393
51,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,4388
52,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,4235
53,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,4166
54,광치기해변,제주 서귀포시,자연경관(하천/해양),4047
54,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0,전시시설,4047
56,이마트제주점,제주 제주시 탑동로 38-0,대형마트,4044
57,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,3953
58,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,3820
59,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,3771
60,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,3728
61,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,3700
62,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,3668
63,라마다프라자제주호텔,제주 제주시 탑동로 66-0,호텔,3638
64,노형수퍼마?,제주 제주시 노형로 89-0,기타문화관광지,3606
65,그랜드조선제주,제주 서귀포시 중문관광로72번길 60-0,호텔,3592
66,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),3554
67,새별오름,제주 제주시,자연경관(산),3424
68,선녀탕,제주 서귀포시,기타관광,3319
69,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,3306
70,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,3255
71,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,3242
72,호텔휘슬락,제주 제주시 서부두2길 26-0,호텔,3182
73,비밀의숲,제주 제주시,기타레저스포츠,3181
74,뽀로로&타요테마파크제주,제주 서귀포시 병악로 269-0,테마공원,3178
75,호텔리젠트마린,제주 제주시 서부두2길 20-0,호텔,3128
76,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,2998
77,베스트웨스턴제주호텔,제주 제주시 도령로 27-0,호텔,2919
78,원앙폭포,제주 서귀포시,자연경관(산),2799
79,제주항국제여객선터미널,제주 제주시 임항로 191-0,교통시설,2793
80,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0,호텔,2783
81,논짓물,제주 서귀포시,자연경관(하천/해양),2737
82,신라스테이제주,제주 제주시 노연로 100-0,호텔,2728
83,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,2707
84,삼양해수욕장,제주 제주시,자연경관(하천/해양),2679
85,수목원길야시장,제주 제주시,시장,2640
86,엉또폭포,제주 서귀포시,자연경관(산),2614
87,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,2613
88,산방산,제주 서귀포시 산방로 218-10,자연경관(산),2612
89,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,2575
90,헬로키티아일랜드,제주 서귀포시 한창로 340-0,기타관광,2544
91,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,2489
92,돈내코계곡,제주 서귀포시 돈내코로 137-0,자연경관(산),2487
93,호텔난타,제주 제주시 선돌목동길 56-26,호텔,2452
94,코업시티호텔하버뷰,제주 서귀포시 태위로 108-0,호텔,2436
95,제주항제6부두,제주 제주시 임항로 191-0,자연경관(하천/해양),2401
96,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔,2366
97,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,2360
98,홈플러스서귀포점,제주 서귀포시 중앙로 180-0,대형마트,2312
99,안돌오름,제주 제주시,자연경관(산),2273
100,롯데시티호텔제주,제주 제주시 도령로 83-0,호텔,2265
