순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,56871
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,28086
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,24379
4,협재해수욕장,제주 제주시,자연경관(하천/해양),20355
5,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),18402
6,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),15371
7,이호테우해변,제주 제주시,자연경관(하천/해양),12001
8,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,11617
9,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,11400
10,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,11234
11,곽지해수욕장,제주 제주시,자연경관(하천/해양),10934
12,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,10456
13,아르떼뮤지엄제주,제주 제주시 어림비로 478-0,전시시설,9818
14,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),9609
15,비자림,제주 제주시 비자숲길 55-0,자연공원,9280
16,금오름,제주 제주시,자연경관(산),9040
17,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,8634
18,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),7942
19,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,7736
20,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),7718
21,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,7454
22,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,7245
23,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,7214
24,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0,콘도미니엄,7186
25,그랜드하얏트제주,제주 제주시 노연로 12-0,호텔,7017
26,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,7015
27,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,6975
