순위,관광지명,주소,분류,외지인 검색 수
1,제주국제공항,제주 제주시 공항로 2-0,교통시설,25261
2,동문재래시장,제주 제주시 관덕로14길 20-0,시장,15258
3,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,시장,13809
4,협재해수욕장,제주 제주시,자연경관(하천/해양),10664
5,성산일출봉,제주 서귀포시 일출로 284-12,자연경관(산),10284
6,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,전시시설,8070
7,함덕해수욕장,제주 제주시 조함해안로 525-0,자연경관(하천/해양),8002
8,천지연폭포,제주 서귀포시 서문서로 1-1,자연경관(산),7300
9,에코랜드테마파크,제주 제주시 번영로 1278-169,테마공원,7114
10,용두암,제주 제주시 용두암길 15-0,기타관광,6123
11,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15,테마공원,5858
12,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,5854
13,이호테우해변,제주 제주시,자연경관(하천/해양),5571
14,비자림,제주 제주시 비자숲길 55-0,자연공원,5475
15,한라산둘레길사려니숲길,제주 제주시,기타레저스포츠,5247
16,월정리해변,제주 제주시,자연경관(하천/해양),5088
17,주상절리대,제주 서귀포시 이어도로 36-30,기타관광,5058
18,쇠소깍,제주 서귀포시 쇠소깍로 128-0,기타관광,4964
19,성산항,제주 서귀포시,자연경관(하천/해양),4932
20,이마트서귀포점,제주 서귀포시 일주동로 9209-0,대형마트,4551
21,새별오름,제주 제주시,자연경관(산),4034
22,곽지해수욕장,제주 제주시,자연경관(하천/해양),3939
23,동문공설시장,제주 제주시 동문로 16-0,시장,3854
24,정방폭포,제주 서귀포시,자연경관(산),3787
25,오라동메밀밭,제주 제주시,기타관광,3528
26,소노벨제주,제주 제주시 신북로 577-0,콘도미니엄,3486
27,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0,호텔,3476
28,이마트신제주점,제주 제주시 1100로 3348-0,대형마트,3363
29,소노캄제주,제주 서귀포시 일주동로 6347-17,콘도미니엄,3332
30,카멜리아힐,제주 서귀포시 병악로 166-0,테마공원,3202
31,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0,호텔,3178
32,만장굴,제주 제주시 만장굴길 182-0,자연생태,3074
33,김녕해수욕장,제주 제주시 해맞이해안로 7-6,자연경관(하천/해양),3039
34,퍼시픽리솜,제주 서귀포시 중문관광로 154-17,복합관광시설,3025
35,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원,2986
36,동문수산시장,제주 제주시 관덕로14길 20-0,시장,2960
36,산굼부리,제주 제주시,복합관광시설,2960
38,우도도항선선착장,제주 서귀포시 성산등용로 130-21,교통시설,2950
39,금호리조트제주,제주 서귀포시 태위로 522-12,콘도미니엄,2842
40,용머리해안,제주 서귀포시 사계남로216번길 24-32,기타관광,2749
41,제주신화월드,제주 서귀포시 신화역사로304번길 139-0,복합관광시설,2633
42,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0,웰니스관광,2614
43,한화리조트제주,제주 제주시 명림로 575-107,콘도미니엄,2514
44,용눈이오름,제주 제주시,자연경관(산),2465
45,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔,2443
46,금능해수욕장,제주 제주시 금능길 119-10,자연경관(하천/해양),2417
47,해비치호텔,제주 서귀포시 민속해안로 537-0,호텔,2352
48,신양섭지해수욕장,제주 서귀포시 섭지코지로 88-0,자연경관(하천/해양),2323
49,휘닉스제주,제주 서귀포시 섭지코지로 107-0,콘도미니엄,2300
50,이마트제주점,제주 제주시 탑동로 38-0,대형마트,2196
51,휴애리자연생활공원,제주 서귀포시 신례동로 256-0,도시공원,2139
52,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산),2118
53,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔,2110
54,중문색달해변,제주 서귀포시 중문관광로72번길 0-0,자연경관(하천/해양),2100
55,헬로키티아일랜드,제주 서귀포시 한창로 340-0,기타관광,2057
56,신창풍차해안도로,제주 제주시,데이트코스,2056
57,메종글래드제주호텔,제주 제주시 노연로 80-0,호텔,2035
58,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21,교통시설,2014
59,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양),1998
60,제주관광공사면세점,제주 서귀포시 중문관광로 224-0,면세점,1992
61,중문관광단지,제주 서귀포시,복합관광시설,1981
62,한림공원,제주 제주시 한림로 300-0,도시공원,1947
63,하귀애월해안도로,제주 제주시,데이트코스,1870
64,롯데마트제주점,제주 제주시 연북로 1-0,대형마트,1824
65,켄싱턴제주호텔,제주 서귀포시 중문관광로72번길 60-0,호텔,1811
66,표선해수욕장,제주 서귀포시,자연경관(하천/해양),1800
67,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양),1754
68,산방산,제주 서귀포시 산방로 218-10,자연경관(산),1746
69,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0,전시시설,1725
70,제주공룡랜드,제주 제주시 광령평화2길 1-0,테마공원,1724
71,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠,1720
72,신비의도로,제주 제주시 1100로 2894-63,기타관광,1637
73,백약이오름,제주 서귀포시,자연경관(산),1636
74,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0,전시시설,1633
75,송악산,제주 서귀포시,자연경관(산),1596
76,해비치리조트,제주 서귀포시 민속해안로 537-0,콘도미니엄,1587
77,세계자동차&피아노박물관,제주 서귀포시 중산간서로 1610-0,전시시설,1582
78,호텔더본제주,제주 서귀포시 색달로 18-0,호텔,1544
79,제주민속촌,제주 서귀포시 민속해안로 631-34,역사유적지,1513
80,피규어뮤지엄제주,제주 서귀포시 한창로 243-0,전시시설,1506
81,광치기해변,제주 서귀포시,자연경관(하천/해양),1492
82,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔,1490
83,브릭캠퍼스제주,제주 제주시 1100로 3047-0,전시시설,1475
84,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0,콘도미니엄,1464
85,골든튤립제주성산호텔,제주 서귀포시 일출로 31-0,호텔,1458
86,제주러브랜드휴업중,제주 제주시 1100로 2894-72,기타관광,1452
87,한라수목원,제주 제주시 수목원길 72-0,자연공원,1427
88,베스트웨스턴제주호텔,제주 제주시 도령로 27-0,호텔,1420
89,선녀와나무꾼테마공원,제주 제주시 선교로 267-0,도시공원,1413
90,신라스테이제주,제주 제주시 노연로 100-0,호텔,1402
90,애월항,제주 제주시 애월해안로 0-0,자연경관(하천/해양),1402
92,코델리아S호텔,제주 서귀포시 일주동로 4186-0,호텔,1380
