년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,연도,월,권역,분기
2018-04,제주시,연동,빵 및 과자류 소매업,12210,223520883,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,연동,서양식 음식점업,9168,401641698,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,연동,스포츠 및 레크레이션 용품 임대업,5609,877918955,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,연동,일식 음식점업,4509,390831740,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,연동,중식 음식점업,5641,192616430,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,연동,한식 음식점업,82707,4514506408,52209291.97,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,관광 민예품 및 선물용품 소매업,1405,123660660,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,기타 외국식 음식점업,167,3842000,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,비알콜 음료점업,2181,29035190,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,빵 및 과자류 소매업,950,21519800,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,서양식 음식점업,2004,44677672,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,스포츠 및 레크레이션 용품 임대업,636,135895100,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,일식 음식점업,125,23577800,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,중식 음식점업,123,2380500,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,오라동,한식 음식점업,21052,857805228,17742031.38,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,관광 민예품 및 선물용품 소매업,1,450000,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,기타 외국식 음식점업,1149,30797200,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,비알콜 음료점업,878,12403820,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,빵 및 과자류 소매업,4066,61135430,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,서양식 음식점업,2522,64236110,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,스포츠 및 레크레이션 용품 임대업,124,3366600,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,일식 음식점업,597,52180600,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,중식 음식점업,1293,32164700,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,외도동,한식 음식점업,15617,639609016,9634779.526,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,관광 민예품 및 선물용품 소매업,3,245000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,기타 수상오락 서비스업,2,427000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,기타 외국식 음식점업,24,2720000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,비알콜 음료점업,36,559000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,빵 및 과자류 소매업,504,15834300,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,서양식 음식점업,413,8804100,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,스포츠 및 레크레이션 용품 임대업,120,181568000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,일식 음식점업,342,65488000,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,중식 음식점업,403,11860500,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담일동,한식 음식점업,5687,332210168,7492333.022999999,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,관광 민예품 및 선물용품 소매업,13741,494548401,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,기타 외국식 음식점업,94,8799000,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,비알콜 음료점업,22738,218799010,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,빵 및 과자류 소매업,3715,53459740,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,서양식 음식점업,2626,80959756,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,스포츠 및 레크레이션 용품 임대업,137,13770100,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,일식 음식점업,2188,185793750,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,중식 음식점업,1009,51869500,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,용담이동,한식 음식점업,36347,1559620098,17913433.75,2018,4,제주시 동권역,2/4분기
2018-04,제주시,우도면,비알콜 음료점업,1365,29760400,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,빵 및 과자류 소매업,717,11375800,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,서양식 음식점업,1816,30293350,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,스포츠 및 레크레이션 용품 임대업,759,33994000,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,일식 음식점업,61,3712000,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,중식 음식점업,143,5235000,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,우도면,한식 음식점업,5440,191798000,1778445.281,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,이도일동,관광 민예품 및 선물용품 소매업,105,11858500,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,기타 수상오락 서비스업,16,775000,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,기타 외국식 음식점업,290,8409500,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,비알콜 음료점업,1375,16234750,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,빵 및 과자류 소매업,2825,49738110,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,서양식 음식점업,767,21108800,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,스포츠 및 레크레이션 용품 임대업,795,90616420,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,일식 음식점업,880,35053500,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,중식 음식점업,691,14721000,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도일동,한식 음식점업,10654,417243150,10782819.68,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,관광 민예품 및 선물용품 소매업,148,18316100,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,기타 외국식 음식점업,2125,96902300,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,비알콜 음료점업,16769,189572870,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,빵 및 과자류 소매업,13385,209738200,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,서양식 음식점업,10631,272595220,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,스포츠 및 레크레이션 용품 임대업,1352,217300430,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,일식 음식점업,6123,305196600,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,중식 음식점업,3197,99976022,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이도이동,한식 음식점업,83695,3534122544,56650019.36,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,관광 민예품 및 선물용품 소매업,229,6422500,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,기타 수상오락 서비스업,6,3652000,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,기타 외국식 음식점업,191,2494500,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,비알콜 음료점업,693,7795130,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,빵 및 과자류 소매업,422,4339770,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,서양식 음식점업,607,9647611,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,스포츠 및 레크레이션 용품 임대업,178,6060600,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,일식 음식점업,35,998000,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,중식 음식점업,441,11272000,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,이호동,한식 음식점업,2761,172907300,4665546.2360000005,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,관광 민예품 및 선물용품 소매업,217,9919800,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,기타 외국식 음식점업,330,8861500,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,비알콜 음료점업,2138,22912200,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,빵 및 과자류 소매업,1674,38633427,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,서양식 음식점업,1119,23118700,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,스포츠 및 레크레이션 용품 임대업,10475,1362527339,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,일식 음식점업,1156,44292500,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,중식 음식점업,561,17326000,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도일동,한식 음식점업,10194,337435567,3261895.474,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,관광 민예품 및 선물용품 소매업,4,815000,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,기타 외국식 음식점업,888,44067600,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,비알콜 음료점업,1664,21176660,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,빵 및 과자류 소매업,8000,133560960,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,서양식 음식점업,1918,30915200,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,스포츠 및 레크레이션 용품 임대업,864,75942600,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,일식 음식점업,1429,109845800,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,중식 음식점업,797,21402514,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,일도이동,한식 음식점업,28677,1209367390,27340972.11,2018,4,제주시 동권역,2/4분기
2018-04,제주시,조천읍,관광 민예품 및 선물용품 소매업,1593,87257500,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,기타 외국식 음식점업,489,16449000,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,비알콜 음료점업,1343,18237370,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,빵 및 과자류 소매업,4724,74043390,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,서양식 음식점업,4657,100451830,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,954,46246300,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,일식 음식점업,1349,132692700,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,중식 음식점업,1219,35727000,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,조천읍,한식 음식점업,32436,1494112934,22532935.04,2018,4,제주시 동부권역,2/4분기
2018-04,제주시,추자면,스포츠 및 레크레이션 용품 임대업,9,281000,2001860.03,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,추자면,중식 음식점업,80,3810000,2001860.03,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,추자면,한식 음식점업,745,48016122,2001860.03,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,관광 민예품 및 선물용품 소매업,68,2417500,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,기타 수상오락 서비스업,2,330000,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,비알콜 음료점업,90,2319300,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,빵 및 과자류 소매업,69,1149300,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,서양식 음식점업,1507,38968620,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,스포츠 및 레크레이션 용품 임대업,40,1628850,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,일식 음식점업,330,15966300,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,중식 음식점업,803,22709500,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한경면,한식 음식점업,7249,335635093,6857575.278,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,관광 민예품 및 선물용품 소매업,254,6052000,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,기타 외국식 음식점업,514,16632000,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,비알콜 음료점업,1851,22681370,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,빵 및 과자류 소매업,3287,53346561,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,서양식 음식점업,6280,143671350,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,383,21941543,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,일식 음식점업,1176,118077500,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,중식 음식점업,1658,62619700,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,한림읍,한식 음식점업,26092,1201499293,21975919.57,2018,4,제주시 서부권역,2/4분기
2018-04,제주시,화북동,관광 민예품 및 선물용품 소매업,9,1532500,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,기타 외국식 음식점업,1210,43656000,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,비알콜 음료점업,511,5743000,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,빵 및 과자류 소매업,4348,60235389,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,서양식 음식점업,708,14205000,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,스포츠 및 레크레이션 용품 임대업,261,16514800,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,일식 음식점업,135,9752000,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,중식 음식점업,1046,26836200,24324641.72,2018,4,제주시 동권역,2/4분기
2018-04,제주시,화북동,한식 음식점업,16580,619642162,24324641.72,2018,4,제주시 동권역,2/4분기
2018-05,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,158,4385600,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,기타 외국식 음식점업,128,3136000,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,비알콜 음료점업,573,8809700,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,빵 및 과자류 소매업,958,15526150,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,서양식 음식점업,2517,62281240,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,264,16010100,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,일식 음식점업,655,62026504,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,중식 음식점업,541,13617000,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,남원읍,한식 음식점업,9896,465032771,14435932.14,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,대륜동,기타 외국식 음식점업,992,50634000,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,비알콜 음료점업,1648,14544150,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,빵 및 과자류 소매업,2696,38048470,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,서양식 음식점업,3179,86186300,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,3,256000,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,일식 음식점업,1193,58690000,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,중식 음식점업,1301,37023660,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대륜동,한식 음식점업,14475,630426879,16147389.53,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,30,3854000,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,기타 외국식 음식점업,115,2152300,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,비알콜 음료점업,1766,30892860,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,빵 및 과자류 소매업,5620,77624540,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,서양식 음식점업,3539,90563670,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,589,39672300,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,일식 음식점업,1031,95325500,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,중식 음식점업,2422,76265500,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대정읍,한식 음식점업,21468,1039075729,17518511.84,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,대천동,관광 민예품 및 선물용품 소매업,4,316000,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,기타 외국식 음식점업,784,21582800,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,비알콜 음료점업,1341,10618100,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,빵 및 과자류 소매업,3923,56857160,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,서양식 음식점업,2048,57532610,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,53,11220400,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,일식 음식점업,1143,68585500,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,중식 음식점업,263,10124000,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,대천동,한식 음식점업,12712,494261770,8564818.4,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,201,14192300,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,기타 외국식 음식점업,905,37841500,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,비알콜 음료점업,2114,20247770,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,빵 및 과자류 소매업,2825,41724390,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,서양식 음식점업,1782,36209360,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,857,72022450,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,일식 음식점업,1850,133592200,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,중식 음식점업,757,26909500,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,동홍동,한식 음식점업,16406,845592388,17156380.01,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,117,6553000,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,기타 외국식 음식점업,673,14602300,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,비알콜 음료점업,1595,15899200,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,빵 및 과자류 소매업,1128,15273090,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,서양식 음식점업,1651,27003500,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,13,8467600,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,일식 음식점업,210,11934600,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,중식 음식점업,625,17509000,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,서홍동,한식 음식점업,6800,286819054,5966865.507,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,2358,51140500,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,기타 수상오락 서비스업,3,173800,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,기타 외국식 음식점업,355,33085190,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,비알콜 음료점업,3696,59929685,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,빵 및 과자류 소매업,4866,65487800,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,서양식 음식점업,3694,94192290,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,110,3412800,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,일식 음식점업,904,77910170,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,중식 음식점업,1204,37513100,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,성산읍,한식 음식점업,28188,1462636106,16472523.46,2018,5,서귀포시 동부권역,2/4분기
2018-05,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1631,77442960,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,기타 수상오락 서비스업,1,549000,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,기타 외국식 음식점업,1650,85171500,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,비알콜 음료점업,6610,74340530,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,빵 및 과자류 소매업,9906,169311670,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,서양식 음식점업,6666,165379640,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,4715,628586330,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,일식 음식점업,7302,659144270,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,중식 음식점업,3686,121880187,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,송산동,한식 음식점업,55641,2798318408,19801200.45,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,653,21486400,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,기타 수상오락 서비스업,11,424000,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,기타 외국식 음식점업,331,20348500,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,비알콜 음료점업,1843,29794460,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,빵 및 과자류 소매업,1221,21919780,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,서양식 음식점업,13631,399782716,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,416,30186950,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,일식 음식점업,358,25689500,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,중식 음식점업,874,29420450,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,안덕면,한식 음식점업,18655,1226488524,20044455.11,2018,5,서귀포시 서부권역,2/4분기
2018-05,서귀포시,영천동,관광 민예품 및 선물용품 소매업,4,2700000,6099006.025,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,영천동,서양식 음식점업,280,6086650,6099006.025,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,46,2091000,6099006.025,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,영천동,중식 음식점업,603,20489140,6099006.025,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,영천동,한식 음식점업,4783,315831326,6099006.025,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,관광 민예품 및 선물용품 소매업,313,8201400,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,기타 외국식 음식점업,133,4137000,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,비알콜 음료점업,2308,28651680,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,빵 및 과자류 소매업,622,9349930,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,서양식 음식점업,4933,170166175,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,649,66191290,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,일식 음식점업,219,34664750,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,중식 음식점업,500,14021400,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,예래동,한식 음식점업,14301,1142482276,9135207.348,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,정방동,관광 민예품 및 선물용품 소매업,1426,60550660,4796610.068,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,정방동,기타 수상오락 서비스업,1,549000,4796610.068,2018,5,서귀포시 동권역,2/4분기
2018-05,서귀포시,정방동,기타 외국식 음식점업,745,47330000,4796610.068,2018,5,서귀포시 동권역,2/4분기
