년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,연도,월,권역,분기
2018-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,147,5320500,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,기타 외국식 음식점업,173,4998000,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,비알콜 음료점업,432,5110800,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,빵 및 과자류 소매업,1003,13434780,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,서양식 음식점업,2660,48084140,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,219,7098300,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,일식 음식점업,645,64090500,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,중식 음식점업,547,16013500,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,남원읍,한식 음식점업,9949,467551076,15559582.61,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,대륜동,관광 민예품 및 선물용품 소매업,27,486800,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,기타 외국식 음식점업,1200,58721500,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,비알콜 음료점업,1850,16939897,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,빵 및 과자류 소매업,2050,35032540,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,서양식 음식점업,2510,62150250,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,일식 음식점업,827,37512000,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,중식 음식점업,1446,41868650,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대륜동,한식 음식점업,13823,606206727,15981159.24,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,4,1570000,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,기타 외국식 음식점업,181,3454100,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,비알콜 음료점업,1385,25147190,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,빵 및 과자류 소매업,4548,58289760,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,서양식 음식점업,2696,76166160,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,442,34155800,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,일식 음식점업,942,83462108,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,중식 음식점업,2163,68216423,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대정읍,한식 음식점업,18471,987337340,17485798.33,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,대천동,관광 민예품 및 선물용품 소매업,12,616500,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,기타 외국식 음식점업,1084,32066400,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,비알콜 음료점업,1022,7757280,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,빵 및 과자류 소매업,3650,53851897,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,서양식 음식점업,1809,56211670,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,36,11914900,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,일식 음식점업,864,55337000,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,중식 음식점업,308,12370000,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,대천동,한식 음식점업,13132,478965436,9229592.656,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,130,7995470,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,기타 외국식 음식점업,782,30625000,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,비알콜 음료점업,1814,20509190,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,빵 및 과자류 소매업,2735,34400900,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,서양식 음식점업,1662,36321160,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,974,60760500,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,일식 음식점업,1062,101977500,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,중식 음식점업,618,19976200,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,동홍동,한식 음식점업,14113,741625558,18264222.17,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,43,1983700,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,기타 외국식 음식점업,998,20431100,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,비알콜 음료점업,1234,11734850,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,빵 및 과자류 소매업,340,4452300,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,서양식 음식점업,1369,23887750,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,2,62000,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,일식 음식점업,41,2465800,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,중식 음식점업,701,18057000,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,서홍동,한식 음식점업,6733,258137400,6487279.695,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,2076,45536650,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,기타 외국식 음식점업,368,29230200,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,비알콜 음료점업,3193,44778313,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,빵 및 과자류 소매업,4164,56971720,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,서양식 음식점업,3459,88489770,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,64,2776000,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,일식 음식점업,815,66291416,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,중식 음식점업,949,30200200,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,성산읍,한식 음식점업,26318,1281939398,15980584.65,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1688,50717330,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,기타 외국식 음식점업,1610,80440000,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,비알콜 음료점업,5458,66226310,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,빵 및 과자류 소매업,10540,165537900,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,서양식 음식점업,6745,166496350,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,3895,582107350,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,일식 음식점업,6383,612314310,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,중식 음식점업,3872,127678000,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,송산동,한식 음식점업,52884,2775416580,21188818.56,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,597,19526300,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,기타 외국식 음식점업,322,19948500,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,비알콜 음료점업,1432,23480860,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,빵 및 과자류 소매업,985,18583000,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,서양식 음식점업,12848,366320225,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,416,21969700,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,일식 음식점업,210,15541000,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,중식 음식점업,782,22124810,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,안덕면,한식 음식점업,15769,938410355,18587691.57,2018,1,서귀포시 서부권역,1/4분기
2018-01,서귀포시,영천동,서양식 음식점업,270,6404400,6073651.207,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,24,4318500,6073651.207,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,영천동,중식 음식점업,633,21810000,6073651.207,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,영천동,한식 음식점업,4572,305742000,6073651.207,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,관광 민예품 및 선물용품 소매업,225,7717100,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,비알콜 음료점업,2415,35564300,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,빵 및 과자류 소매업,385,5941290,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,서양식 음식점업,3618,116257540,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,316,33318400,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,일식 음식점업,125,15881000,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,중식 음식점업,410,12577000,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,예래동,한식 음식점업,11652,885521110,8508221.576,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,관광 민예품 및 선물용품 소매업,1558,42721860,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,기타 외국식 음식점업,828,49815000,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,비알콜 음료점업,3644,45717120,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,빵 및 과자류 소매업,7805,131137000,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,서양식 음식점업,4822,124076790,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,스포츠 및 레크레이션 용품 임대업,2899,520808350,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,일식 음식점업,5321,510336810,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,중식 음식점업,2621,85891800,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,정방동,한식 음식점업,34835,1758896522,5340965.659,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,관광 민예품 및 선물용품 소매업,147,5800100,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,기타 외국식 음식점업,639,31943500,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,비알콜 음료점업,401,2857250,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,빵 및 과자류 소매업,2638,44313280,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,서양식 음식점업,3354,168259540,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,344,13984800,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,일식 음식점업,623,107548500,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,중식 음식점업,1441,50022000,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중문동,한식 음식점업,16315,850743827,9311094.464,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,관광 민예품 및 선물용품 소매업,1558,42721860,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,기타 외국식 음식점업,828,49815000,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,비알콜 음료점업,3644,45717120,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,빵 및 과자류 소매업,7805,131137000,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,서양식 음식점업,4822,124076790,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,스포츠 및 레크레이션 용품 임대업,2899,520808350,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,일식 음식점업,5321,510336810,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,중식 음식점업,2621,85891800,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,중앙동,한식 음식점업,34835,1758896522,5178366.488,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,관광 민예품 및 선물용품 소매업,1601,44705560,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,기타 외국식 음식점업,1826,70246100,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,비알콜 음료점업,4878,57451970,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,빵 및 과자류 소매업,8145,135589300,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,서양식 음식점업,6191,147964540,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,스포츠 및 레크레이션 용품 임대업,2901,520870350,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,일식 음식점업,5362,512802610,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,중식 음식점업,3322,103948800,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,천지동,한식 음식점업,41568,2017033922,8824750.432,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,표선면,관광 민예품 및 선물용품 소매업,339,58650500,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,기타 외국식 음식점업,67,3621000,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,비알콜 음료점업,1017,12130000,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,빵 및 과자류 소매업,1263,20068600,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,서양식 음식점업,1067,24247910,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,스포츠 및 레크레이션 용품 임대업,816,28734250,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,일식 음식점업,857,112896500,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,중식 음식점업,643,18147600,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,표선면,한식 음식점업,10962,588111870,11046152.56,2018,1,서귀포시 동부권역,1/4분기
2018-01,서귀포시,효돈동,비알콜 음료점업,231,3312530,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,빵 및 과자류 소매업,605,7606500,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,서양식 음식점업,1813,35663700,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,스포츠 및 레크레이션 용품 임대업,5,217000,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,일식 음식점업,29,2977000,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,중식 음식점업,899,23184500,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,서귀포시,효돈동,한식 음식점업,2495,136402600,4123773.745,2018,1,서귀포시 동권역,1/4분기
2018-01,제주시,건입동,관광 민예품 및 선물용품 소매업,148,3803050,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,기타 외국식 음식점업,261,9036400,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,비알콜 음료점업,642,8264020,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,빵 및 과자류 소매업,2222,47032690,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,서양식 음식점업,3641,66781910,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,스포츠 및 레크레이션 용품 임대업,440,33196100,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,일식 음식점업,882,86571700,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,중식 음식점업,398,10550000,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,건입동,한식 음식점업,11873,607239038,10891053.62,2018,1,제주시 동권역,1/4분기
2018-01,제주시,구좌읍,관광 민예품 및 선물용품 소매업,694,18306490,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,기타 외국식 음식점업,30,1022000,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,비알콜 음료점업,2287,45749350,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,빵 및 과자류 소매업,218,2880650,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,서양식 음식점업,7787,156232410,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,스포츠 및 레크레이션 용품 임대업,54,2606700,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,일식 음식점업,685,32874000,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,중식 음식점업,497,15229036,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,구좌읍,한식 음식점업,18858,719303790,14287903.32,2018,1,제주시 동부권역,1/4분기
2018-01,제주시,노형동,관광 민예품 및 선물용품 소매업,440,37633500,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,기타 외국식 음식점업,4212,124692500,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,비알콜 음료점업,12248,118739710,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,빵 및 과자류 소매업,14157,204136256,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,서양식 음식점업,12342,367671528,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,스포츠 및 레크레이션 용품 임대업,737,219472200,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,일식 음식점업,5056,355483530,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,중식 음식점업,4103,147718200,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,노형동,한식 음식점업,77931,3693525629,57307567.03,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,기타 수상오락 서비스업,2,530000,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,기타 외국식 음식점업,7,139000,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,비알콜 음료점업,968,12454150,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,빵 및 과자류 소매업,61,656000,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,서양식 음식점업,819,21475390,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,스포츠 및 레크레이션 용품 임대업,311,12946000,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,일식 음식점업,1156,138514500,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,중식 음식점업,122,2791500,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,도두동,한식 음식점업,6957,436646758,3909025.986,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,기타 외국식 음식점업,468,12211000,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,비알콜 음료점업,408,4017200,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,빵 및 과자류 소매업,298,3222300,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,서양식 음식점업,224,6122000,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,스포츠 및 레크레이션 용품 임대업,25,832000,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,중식 음식점업,317,8348000,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,봉개동,한식 음식점업,2824,100545900,5530947.296,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,관광 민예품 및 선물용품 소매업,45,11415000,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,기타 외국식 음식점업,321,5021000,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,비알콜 음료점업,183,2217100,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,빵 및 과자류 소매업,1960,29234690,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,서양식 음식점업,999,14161380,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,스포츠 및 레크레이션 용품 임대업,237,56557460,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,일식 음식점업,549,39741500,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,중식 음식점업,795,21638500,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도일동,한식 음식점업,9818,359860181,11922468.38,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,관광 민예품 및 선물용품 소매업,95,6109100,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,기타 외국식 음식점업,425,26348100,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,비알콜 음료점업,68,544500,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,빵 및 과자류 소매업,1552,17468340,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,서양식 음식점업,1293,26978365,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,스포츠 및 레크레이션 용품 임대업,209,28291600,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,일식 음식점업,68,6610000,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,중식 음식점업,1028,30774000,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼도이동,한식 음식점업,15340,647203514,7661265.906,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,기타 외국식 음식점업,751,16620800,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,비알콜 음료점업,2791,23847100,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,빵 및 과자류 소매업,3207,43248390,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,서양식 음식점업,1256,30001230,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,418,18269610,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,일식 음식점업,425,26295500,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,중식 음식점업,1821,56278700,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,삼양동,한식 음식점업,11943,532720433,18073463.18,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,관광 민예품 및 선물용품 소매업,13,389470,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,기타 외국식 음식점업,1685,51100000,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,비알콜 음료점업,5165,53007950,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,빵 및 과자류 소매업,7339,112950550,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,서양식 음식점업,8016,207613830,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,스포츠 및 레크레이션 용품 임대업,131,29050200,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,일식 음식점업,2281,120707800,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,중식 음식점업,2352,76434700,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,아라동,한식 음식점업,32757,1417456721,34700908.53,2018,1,제주시 동권역,1/4분기
2018-01,제주시,애월읍,관광 민예품 및 선물용품 소매업,393,12827400,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,기타 외국식 음식점업,610,23552900,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,비알콜 음료점업,4154,62263370,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,빵 및 과자류 소매업,1944,30429490,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,서양식 음식점업,10626,257935700,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,475,16703600,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,일식 음식점업,860,80746400,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,중식 음식점업,1388,41932500,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,애월읍,한식 음식점업,28406,1227267757,40822918.85,2018,1,제주시 서부권역,1/4분기
2018-01,제주시,연동,관광 민예품 및 선물용품 소매업,1870,66521460,55595923.86,2018,1,제주시 동권역,1/4분기
2018-01,제주시,연동,기타 외국식 음식점업,2957,149932850,55595923.86,2018,1,제주시 동권역,1/4분기
2018-01,제주시,연동,비알콜 음료점업,7395,100730485,55595923.86,2018,1,제주시 동권역,1/4분기
