년,월,순위,외지인 검색 수,분류,관광지명,주소
2020,11,3,21728,시장,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0
2020,11,4,15000,자연경관(산),성산일출봉,제주 서귀포시 일출로 284-12
2020,11,5,9413,테마공원,카멜리아힐,제주 서귀포시 병악로 166-0
2020,11,6,8985,전시시설,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0
2020,11,7,8765,자연경관(하천/해양),협재해수욕장,제주 제주시
2020,11,8,8122,기타관광,섭지코지,제주 서귀포시 섭지코지로 107-0
2020,11,9,7958,자연경관(하천/해양),함덕해수욕장,제주 제주시 조함해안로 525-0
2020,11,10,7953,전시시설,빛의벙커,제주 서귀포시
2020,11,11,7706,기타관광,제주동백수목원,제주 서귀포시
2020,11,12,7073,기타관광,용두암,제주 제주시 용두암길 15-0
2020,11,13,6348,대형마트,이마트서귀포점,제주 서귀포시 일주동로 9209-0
2020,11,14,6277,자연경관(산),천지연폭포,제주 서귀포시 서문서로 1-1
2020,11,15,6214,자연경관(산),새별오름,제주 제주시
2020,11,16,6047,농/산/어촌체험,동백포레스트,제주 서귀포시 생기악로 53-38
2020,11,17,6016,기타레저스포츠,한라산둘레길사려니숲길,제주 제주시
2020,11,18,5952,테마공원,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15
2020,11,19,5485,자연경관(하천/해양),이호테우해변,제주 제주시
2020,11,20,5345,기타관광,주상절리대,제주 서귀포시 이어도로 36-30
2020,11,21,5141,기타관광,쇠소깍,제주 서귀포시 쇠소깍로 128-0
2020,11,22,5032,웰니스관광,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0
2020,11,23,4907,호텔,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0
2020,11,24,4483,자연공원,비자림,제주 제주시 비자숲길 55-0
2020,11,25,4309,기타관광,용머리해안,제주 서귀포시 사계남로216번길 24-32
2020,11,26,4131,대형마트,이마트신제주점,제주 제주시 1100로 3348-0
2020,11,27,4058,자연경관(하천/해양),월정리해변,제주 제주시
2020,11,28,4057,자연경관(하천/해양),광치기해변,제주 서귀포시
2020,11,29,4045,호텔,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0
2020,11,30,4033,호텔,호텔더본제주,제주 서귀포시 색달로 18-0
2020,11,31,3732,데이트코스,하귀애월해안도로,제주 제주시
2020,11,32,3723,자연경관(산),정방폭포,제주 서귀포시
2020,11,33,3572,역사유적지,위미동백나무군락,제주 서귀포시
2020,11,34,3530,도시공원,휴애리자연생활공원,제주 서귀포시 신례동로 256-0
2020,11,35,3525,호텔,해비치호텔,제주 서귀포시 민속해안로 537-0
2020,11,36,3326,콘도미니엄,소노캄제주,제주 서귀포시 일주동로 6347-17
2020,11,37,3287,콘도미니엄,소노벨제주,제주 제주시 신북로 577-0
2020,11,38,3235,테마공원,뽀로로&타요테마파크제주,제주 서귀포시 병악로 269-0
2020,11,39,3154,복합관광시설,산굼부리,제주 제주시
2020,11,40,3127,콘도미니엄,휘닉스제주,제주 서귀포시 섭지코지로 107-0
2020,11,41,3126,자연경관(하천/해양),곽지해수욕장,제주 제주시
2020,11,42,3103,테마공원,에코랜드테마파크,제주 제주시 번영로 1278-169
2020,11,43,3040,콘도미니엄,한화리조트제주,제주 제주시 명림로 575-107
2020,11,44,2958,대형마트,이마트제주점,제주 제주시 탑동로 38-0
2020,11,45,2953,교통시설,우도도항선선착장,제주 서귀포시 성산등용로 130-21
2020,11,46,2874,콘도미니엄,금호리조트제주,제주 서귀포시 태위로 522-12
2020,11,47,2755,호텔,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0
2020,11,47,2755,전시시설,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0
2020,11,49,2752,호텔,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0
2020,11,50,2660,데이트코스,신창풍차해안도로,제주 제주시
2020,11,51,2588,전시시설,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0
2020,11,52,2570,복합관광시설,중문관광단지,제주 서귀포시
2020,11,53,2558,자연경관(하천/해양),성산항,제주 서귀포시
2020,11,54,2557,콘도미니엄,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0
2020,11,55,2477,자연생태,만장굴,제주 제주시 만장굴길 182-0
2020,11,56,2419,호텔,라마다앙코르이스트서귀포호텔,제주 서귀포시 서호중로 65-0
2020,11,57,2408,복합관광시설,제주신화월드,제주 서귀포시 신화역사로304번길 139-0
2020,11,58,2378,면세점,제주관광공사면세점,제주 서귀포시 중문관광로 224-0
2020,11,59,2320,호텔,라마다프라자제주호텔,제주 제주시 탑동로 66-0
2020,11,60,2317,호텔,서귀포칼호텔,제주 서귀포시 칠십리로 242-0
2020,11,61,2309,교통시설,제주항연안여객터미널,제주 제주시 임항로 111-0
2020,11,62,2306,자연경관(하천/해양),모슬포항,제주 서귀포시 하모항구로 30-0
2020,11,63,2237,자연경관(산),용눈이오름,제주 제주시
2020,11,64,2210,시장,동문수산시장,제주 제주시 관덕로14길 20-0
2020,11,65,2177,교통시설,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21
2020,11,66,2132,콘도미니엄,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0
2020,11,67,2090,자연경관(산),천제연폭포,제주 서귀포시 천제연로 132-0
2020,11,68,2065,자연경관(하천/해양),김녕해수욕장,제주 제주시 해맞이해안로 7-6
2020,11,69,2030,자연경관(산),산방산,제주 서귀포시 산방로 218-10
2020,11,70,2017,기타관광,신비의도로,제주 제주시 1100로 2894-63
2020,11,71,2002,콘도미니엄,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0
2020,11,72,1989,대형마트,롯데마트제주점,제주 제주시 연북로 1-0
2020,11,73,1983,호텔,더쇼어호텔제주,제주 서귀포시 중문관광로72번길 114-0
2020,11,74,1974,호텔,메종글래드제주호텔,제주 제주시 노연로 80-0
2020,11,75,1951,자연경관(하천/해양),중문색달해변,제주 서귀포시 중문관광로72번길 0-0
2020,11,76,1942,자연공원,제주절물자연휴양림,제주 제주시 명림로 584-0
2020,11,77,1895,도시공원,한림공원,제주 제주시 한림로 300-0
2020,11,78,1890,전시시설,피규어뮤지엄제주,제주 서귀포시 한창로 243-0
2020,11,79,1851,테마공원,9.81파크,제주 제주시 천덕로 880-24
2020,11,80,1806,콘도미니엄,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19
2020,11,81,1799,자연경관(하천/해양),표선해수욕장,제주 서귀포시
2020,11,82,1782,호텔,신라스테이제주,제주 제주시 노연로 100-0
2020,11,83,1781,복합관광시설,퍼시픽리솜,제주 서귀포시 중문관광로 154-17
2020,11,84,1780,기타관광,짱구네유채꽃밭,제주 서귀포시
2020,11,85,1759,호텔,제주오션팰리스호텔,제주 서귀포시 중앙로 14-0
2020,11,86,1751,호텔,브라운스위트제주호텔앤리조트,제주 서귀포시 고성오조로 94-0
2020,11,87,1748,기타레저스포츠,한담해안산책로,제주 제주시 애월로 0-0
2020,11,88,1726,테마공원,제주여미지식물원,제주 서귀포시 중문관광로 93-0
2020,11,89,1709,호텔,코업시티호텔하버뷰,제주 서귀포시 태위로 108-0
2020,11,90,1707,호텔,더베스트제주성산,제주 서귀포시 동류암로 26-0
2020,11,91,1697,역사유적지,제주민속촌,제주 서귀포시 민속해안로 631-34
2020,11,92,1696,대형마트,홈플러스서귀포점,제주 서귀포시 중앙로 180-0
2020,11,93,1660,호텔,베스트웨스턴제주호텔,제주 제주시 도령로 27-0
2020,11,94,1654,데이트코스,1100고지 코스,제주 서귀포시
2020,11,95,1650,기타관광,헬로키티아일랜드,제주 서귀포시 한창로 340-0
2020,11,96,1638,호텔,호텔난타,제주 제주시 선돌목동길 56-26
2020,11,97,1636,호텔,아트스테이서귀포하버,제주 서귀포시 태평로 436-0
2020,11,98,1626,자연경관(하천/해양),세화해수욕장,제주 제주시 충렬로 141-1
2020,11,99,1614,전시시설,이중섭미술관,제주 서귀포시 이중섭로 27-3
2020,11,100,1605,자연경관(산),송악산,제주 서귀포시
2020,12,1,30530,교통시설,제주국제공항,제주 제주시 공항로 2-0
2020,12,2,16628,시장,동문재래시장,제주 제주시 관덕로14길 20-0
2020,12,3,15603,시장,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0
2020,12,4,12478,자연경관(하천/해양),협재해수욕장,제주 제주시
2020,12,5,12318,자연경관(산),성산일출봉,제주 서귀포시 일출로 284-12
2020,12,6,10042,자연경관(하천/해양),함덕해수욕장,제주 제주시 조함해안로 525-0
2020,12,7,9363,기타관광,섭지코지,제주 서귀포시 섭지코지로 107-0
2020,12,8,9335,전시시설,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0
2020,12,9,7968,테마공원,에코랜드테마파크,제주 제주시 번영로 1278-169
2020,12,10,7665,자연경관(산),천지연폭포,제주 서귀포시 서문서로 1-1
2020,12,11,7382,기타관광,용두암,제주 제주시 용두암길 15-0
2020,12,12,7296,테마공원,카멜리아힐,제주 서귀포시 병악로 166-0
2020,12,13,6756,기타관광,쇠소깍,제주 서귀포시 쇠소깍로 128-0
2020,12,14,6045,자연경관(하천/해양),이호테우해변,제주 제주시
2020,12,15,5845,자연공원,비자림,제주 제주시 비자숲길 55-0
2020,12,16,5838,자연경관(하천/해양),월정리해변,제주 제주시
2020,12,17,5524,기타레저스포츠,한라산둘레길사려니숲길,제주 제주시
2020,12,18,5095,기타관광,주상절리대,제주 서귀포시 이어도로 36-30
2020,12,19,5069,테마공원,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15
2020,12,20,5055,대형마트,이마트서귀포점,제주 서귀포시 일주동로 9209-0
2020,12,21,4773,자연경관(하천/해양),성산항,제주 서귀포시
2020,12,22,4491,호텔,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0
2020,12,23,4405,도시공원,휴애리자연생활공원,제주 서귀포시 신례동로 256-0
2020,12,24,4342,자연경관(하천/해양),곽지해수욕장,제주 제주시
2020,12,25,4266,자연경관(산),정방폭포,제주 서귀포시
2020,12,26,3956,전시시설,빛의벙커,제주 서귀포시
2020,12,27,3911,시장,동문공설시장,제주 제주시 동문로 16-0
2020,12,28,3842,기타관광,용머리해안,제주 서귀포시 사계남로216번길 24-32
2020,12,29,3836,시장,동문수산시장,제주 제주시 관덕로14길 20-0
2020,12,30,3768,콘도미니엄,소노벨제주,제주 제주시 신북로 577-0
2020,12,31,3660,교통시설,우도도항선선착장,제주 서귀포시 성산등용로 130-21
2020,12,32,3612,콘도미니엄,소노캄제주,제주 서귀포시 일주동로 6347-17
2020,12,33,3511,호텔,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0
2020,12,34,3427,대형마트,이마트신제주점,제주 제주시 1100로 3348-0
2020,12,35,3379,자연공원,제주절물자연휴양림,제주 제주시 명림로 584-0
2020,12,36,3363,자연경관(하천/해양),운진항,제주 서귀포시 최남단해안로 0-0
2020,12,37,3287,콘도미니엄,한화리조트제주,제주 제주시 명림로 575-107
2020,12,38,3097,기타관광,보롬왓,제주 서귀포시 번영로 2350-104
2020,12,39,3024,자연경관(하천/해양),김녕해수욕장,제주 제주시 해맞이해안로 7-6
2020,12,40,2949,자연경관(산),새별오름,제주 제주시
2020,12,41,2912,자연생태,만장굴,제주 제주시 만장굴길 182-0
2020,12,42,2906,호텔,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0
2020,12,43,2853,콘도미니엄,금호리조트제주,제주 서귀포시 태위로 522-12
2020,12,44,2713,콘도미니엄,휘닉스제주,제주 서귀포시 섭지코지로 107-0
2020,12,45,2630,콘도미니엄,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0
2020,12,46,2615,호텔,해비치호텔,제주 서귀포시 민속해안로 537-0
2020,12,47,2600,복합관광시설,퍼시픽리솜,제주 서귀포시 중문관광로 154-17
2020,12,48,2577,자연경관(하천/해양),금능해수욕장,제주 제주시 금능길 119-10
2020,12,49,2562,호텔,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0
2020,12,50,2546,자연경관(하천/해양),중문색달해변,제주 서귀포시 중문관광로72번길 0-0
2020,12,51,2527,웰니스관광,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0
2020,12,52,2497,대형마트,이마트제주점,제주 제주시 탑동로 38-0
2020,12,52,2497,자연경관(산),산방산,제주 서귀포시 산방로 218-10
2020,12,54,2496,도시공원,한림공원,제주 제주시 한림로 300-0
2020,12,55,2428,복합관광시설,제주신화월드,제주 서귀포시 신화역사로304번길 139-0
2020,12,56,2369,자연경관(하천/해양),광치기해변,제주 서귀포시
2020,12,57,2295,복합관광시설,중문관광단지,제주 서귀포시
2020,12,58,2292,자연경관(산),천제연폭포,제주 서귀포시 천제연로 132-0
2020,12,59,2285,데이트코스,하귀애월해안도로,제주 제주시
2020,12,60,2258,자연경관(하천/해양),표선해수욕장,제주 서귀포시
2020,12,61,2253,콘도미니엄,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0
2020,12,62,2241,교통시설,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21
2020,12,63,2238,자연경관(산),백약이오름,제주 서귀포시
2020,12,64,2207,자연경관(산),용눈이오름,제주 제주시
2020,12,65,2139,기타관광,헬로키티아일랜드,제주 서귀포시 한창로 340-0
2020,12,66,2137,기타레저스포츠,한담해안산책로,제주 제주시 애월로 0-0
2020,12,67,2127,데이트코스,신창풍차해안도로,제주 제주시
2020,12,68,2080,전시시설,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0
2020,12,69,2065,호텔,호텔더본제주,제주 서귀포시 색달로 18-0
2020,12,70,2060,대형마트,롯데마트제주점,제주 제주시 연북로 1-0
2020,12,71,2058,호텔,메종글래드제주호텔,제주 제주시 노연로 80-0
2020,12,72,2046,자연경관(하천/해양),모슬포항,제주 서귀포시 하모항구로 30-0
2020,12,73,1992,호텔,라마다프라자제주호텔,제주 제주시 탑동로 66-0
2020,12,74,1988,자연경관(하천/해양),세화해수욕장,제주 제주시 충렬로 141-1
2020,12,75,1957,콘도미니엄,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0
2020,12,76,1879,호텔,서귀포칼호텔,제주 서귀포시 칠십리로 242-0
2020,12,77,1866,기타문화관광지,휴애리수국축제,제주 서귀포시 신례동로 256-0
2020,12,78,1864,면세점,제주관광공사면세점,제주 서귀포시 중문관광로 224-0
2020,12,79,1860,호텔,신라스테이제주,제주 제주시 노연로 100-0
2020,12,80,1854,호텔,켄싱턴제주호텔,제주 서귀포시 중문관광로72번길 60-0
2020,12,81,1835,복합관광시설,산굼부리,제주 제주시
2020,12,82,1809,기타관광,오라동메밀밭,제주 제주시
2020,12,83,1779,기타관광,신비의도로,제주 제주시 1100로 2894-63
2020,12,84,1707,자연경관(산),송악산,제주 서귀포시
2020,12,85,1693,콘도미니엄,해비치리조트,제주 서귀포시 민속해안로 537-0
2020,12,86,1683,역사유적지,제주민속촌,제주 서귀포시 민속해안로 631-34
2020,12,87,1682,자연경관(하천/해양),애월항,제주 제주시 애월해안로 0-0
2020,12,88,1654,호텔,라마다제주시티홀호텔,제주 제주시 중앙로 304-0
2020,12,89,1642,교통시설,제주항연안여객터미널,제주 제주시 임항로 111-0
2020,12,90,1633,호텔,더쇼어호텔제주,제주 서귀포시 중문관광로72번길 114-0
2020,12,91,1609,호텔,골든튤립제주성산호텔,제주 서귀포시 일출로 31-0
2020,12,92,1600,전시시설,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0
2020,12,93,1597,테마공원,제주공룡랜드,제주 제주시 광령평화2길 1-0
2020,12,94,1567,도시공원,김녕미로공원,제주 제주시 만장굴길 122-0
2020,12,95,1539,테마공원,제주여미지식물원,제주 서귀포시 중문관광로 93-0
2020,12,96,1531,전시시설,피규어뮤지엄제주,제주 서귀포시 한창로 243-0
2020,12,97,1522,자연공원,한라수목원,제주 제주시 수목원길 72-0
2020,12,98,1520,호텔,호텔휘슬락,제주 제주시 서부두2길 26-0
2020,12,99,1501,기타레저스포츠,송악산둘레길,제주 서귀포시
2020,12,100,1494,기타관광,외돌개,제주 서귀포시
2021,1,1,36746,교통시설,제주국제공항,제주 제주시 공항로 2-0
2021,1,2,24920,시장,동문재래시장,제주 제주시 관덕로14길 20-0
2021,1,3,20433,시장,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0
2021,1,4,14817,자연경관(산),성산일출봉,제주 서귀포시 일출로 284-12
2021,1,5,13792,자연경관(산),새별오름,제주 제주시
2021,1,6,12313,자연경관(하천/해양),협재해수욕장,제주 제주시
2021,1,7,10758,자연경관(하천/해양),함덕해수욕장,제주 제주시 조함해안로 525-0
2021,1,8,10635,테마공원,에코랜드테마파크,제주 제주시 번영로 1278-169
2021,1,9,10162,복합관광시설,산굼부리,제주 제주시
2021,1,10,9785,기타관광,섭지코지,제주 서귀포시 섭지코지로 107-0
2021,1,11,9480,전시시설,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0
2021,1,12,8553,자연경관(산),천지연폭포,제주 서귀포시 서문서로 1-1
2021,1,13,8215,기타관광,쇠소깍,제주 서귀포시 쇠소깍로 128-0
2021,1,14,8197,기타관광,용두암,제주 제주시 용두암길 15-0
2021,1,15,7818,기타레저스포츠,한라산둘레길사려니숲길,제주 제주시
2021,1,16,6625,자연경관(하천/해양),이호테우해변,제주 제주시
2021,1,17,6538,자연공원,비자림,제주 제주시 비자숲길 55-0
2021,1,18,6376,기타관광,주상절리대,제주 서귀포시 이어도로 36-30
2021,1,19,6147,테마공원,카멜리아힐,제주 서귀포시 병악로 166-0
2021,1,20,5748,전시시설,빛의벙커,제주 서귀포시
2021,1,21,5738,대형마트,이마트서귀포점,제주 서귀포시 일주동로 9209-0
2021,1,22,5569,테마공원,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15
2021,1,23,5260,교통시설,우도도항선선착장,제주 서귀포시 성산등용로 130-21
2021,1,24,5143,자연경관(하천/해양),월정리해변,제주 제주시
2021,1,25,4907,자연경관(산),정방폭포,제주 서귀포시
2021,1,26,4876,호텔,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0
2021,1,27,4800,기타관광,용머리해안,제주 서귀포시 사계남로216번길 24-32
2021,1,28,4712,자연경관(하천/해양),곽지해수욕장,제주 제주시
2021,1,29,4590,자연경관(하천/해양),성산항,제주 서귀포시
2021,1,30,4193,데이트코스,하귀애월해안도로,제주 제주시
2021,1,31,4143,호텔,해비치호텔,제주 서귀포시 민속해안로 537-0
2021,1,32,4132,콘도미니엄,소노캄제주,제주 서귀포시 일주동로 6347-17
2021,1,33,4106,교통시설,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21
2021,1,34,4009,대형마트,이마트신제주점,제주 제주시 1100로 3348-0
2021,1,35,3801,호텔,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0
2021,1,36,3785,콘도미니엄,휘닉스제주,제주 서귀포시 섭지코지로 107-0
2021,1,37,3726,콘도미니엄,한화리조트제주,제주 제주시 명림로 575-107
2021,1,38,3649,도시공원,휴애리자연생활공원,제주 서귀포시 신례동로 256-0
2021,1,39,3641,콘도미니엄,소노벨제주,제주 제주시 신북로 577-0
2021,1,40,3575,자연경관(산),용눈이오름,제주 제주시
2021,1,41,3536,웰니스관광,산방산탄산온천,제주 서귀포시 사계북로41번길 192-0
2021,1,42,3439,자연공원,제주절물자연휴양림,제주 제주시 명림로 584-0
2021,1,43,3436,콘도미니엄,금호리조트제주,제주 서귀포시 태위로 522-12
2021,1,44,3404,자연경관(하천/해양),김녕해수욕장,제주 제주시 해맞이해안로 7-6
2021,1,45,3366,데이트코스,신창풍차해안도로,제주 제주시
2021,1,46,3058,대형마트,이마트제주점,제주 제주시 탑동로 38-0
2021,1,47,3050,자연경관(하천/해양),금능해수욕장,제주 제주시 금능길 119-10
2021,1,48,3005,호텔,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0
2021,1,49,2929,콘도미니엄,제주신화월드서머셋,제주 서귀포시 신화역사로304번길 89-0
2021,1,50,2864,자연생태,만장굴,제주 제주시 만장굴길 182-0
2021,1,51,2837,호텔,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0
2021,1,52,2825,자연경관(산),천제연폭포,제주 서귀포시 천제연로 132-0
2021,1,53,2772,자연경관(하천/해양),광치기해변,제주 서귀포시
2021,1,54,2771,콘도미니엄,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0
2021,1,55,2694,복합관광시설,제주신화월드,제주 서귀포시 신화역사로304번길 139-0
2021,1,56,2646,전시시설,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0
2021,1,57,2590,복합관광시설,퍼시픽리솜,제주 서귀포시 중문관광로 154-17
2021,1,58,2528,기타레저스포츠,한담해안산책로,제주 제주시 애월로 0-0
2021,1,59,2483,교통시설,제주항연안여객터미널,제주 제주시 임항로 111-0
2021,1,60,2445,테마공원,9.81파크,제주 제주시 천덕로 880-24
2021,1,61,2404,자연경관(하천/해양),중문색달해변,제주 서귀포시 중문관광로72번길 0-0
2021,1,62,2357,복합관광시설,중문관광단지,제주 서귀포시
2021,1,63,2184,도시공원,한림공원,제주 제주시 한림로 300-0
2021,1,64,2183,호텔,메종글래드제주호텔,제주 제주시 노연로 80-0
2021,1,65,2179,자연경관(하천/해양),표선해수욕장,제주 서귀포시
2021,1,66,2171,콘도미니엄,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19
2021,1,67,2139,자연경관(하천/해양),세화해수욕장,제주 제주시 충렬로 141-1
2021,1,68,2128,시장,수목원길야시장,제주 제주시
2021,1,69,2127,면세점,제주관광공사면세점,제주 서귀포시 중문관광로 224-0
2021,1,70,2073,역사유적지,제주민속촌,제주 서귀포시 민속해안로 631-34
2021,1,71,2039,호텔,더쇼어호텔제주,제주 서귀포시 중문관광로72번길 114-0
2021,1,72,2007,콘도미니엄,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0
2021,1,73,1999,호텔,신라스테이제주,제주 제주시 노연로 100-0
2021,1,74,1982,테마공원,제주허브동산,제주 서귀포시 돈오름로 170-0
2021,1,75,1979,호텔,호텔더본제주,제주 서귀포시 색달로 18-0
2021,1,75,1979,시장,동문수산시장,제주 제주시 관덕로14길 20-0
2021,1,77,1949,자연경관(하천/해양),모슬포항,제주 서귀포시 하모항구로 30-0
2021,1,78,1928,대형마트,롯데마트제주점,제주 제주시 연북로 1-0
2021,1,79,1927,호텔,더베스트제주성산,제주 서귀포시 동류암로 26-0
2021,1,80,1926,호텔,서귀포칼호텔,제주 서귀포시 칠십리로 242-0
2021,1,81,1913,호텔,라마다프라자제주호텔,제주 제주시 탑동로 66-0
2021,1,82,1907,기타관광,신비의도로,제주 제주시 1100로 2894-63
2021,1,83,1896,교통시설,마라도가는여객선,제주 서귀포시 송악관광로 424-0
2021,1,84,1872,전시시설,박물관은살아있다제주중문점,제주 서귀포시 중문관광로 42-0
2021,1,85,1858,자연경관(산),산방산,제주 서귀포시 산방로 218-10
2021,1,86,1836,콘도미니엄,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0
2021,1,87,1817,자연경관(산),송악산,제주 서귀포시
2021,1,88,1809,자연경관(산),백약이오름,제주 서귀포시
2021,1,89,1789,도시공원,김녕미로공원,제주 제주시 만장굴길 122-0
2021,1,90,1756,육상레저스포츠,나인브릿지CC,제주 서귀포시 광평로 34-156
2021,1,91,1732,기타레저스포츠,송악산둘레길,제주 서귀포시
2021,1,92,1723,호텔,라마다앙코르이스트서귀포호텔,제주 서귀포시 서호중로 65-0
2021,1,93,1701,호텔,엠스테이호텔제주,제주 서귀포시 태평로353번길 14-0
2021,1,94,1698,기타문화관광지,휴애리핑크뮬리축제,제주 서귀포시 신례동로 256-0
2021,1,95,1686,기타관광,헬로키티아일랜드,제주 서귀포시 한창로 340-0
2021,1,96,1671,육상레저스포츠,더마파크,제주 제주시 월림7길 155-0
2021,1,97,1616,호텔,브라운스위트제주호텔앤리조트,제주 서귀포시 고성오조로 94-0
2021,1,98,1587,기타관광,외돌개,제주 서귀포시
2021,1,99,1554,기타관광,제주러브랜드휴업중,제주 제주시 1100로 2894-72
2021,1,100,1543,자연공원,한라수목원,제주 제주시 수목원길 72-0
2021,2,1,60027,교통시설,제주국제공항,제주 제주시 공항로 2-0
2021,2,2,26834,시장,동문재래시장,제주 제주시 관덕로14길 20-0
2021,2,3,25090,시장,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0
2021,2,4,17083,자연경관(산),성산일출봉,제주 서귀포시 일출로 284-12
2021,2,5,15964,자연경관(산),새별오름,제주 제주시
2021,2,6,13687,자연경관(하천/해양),협재해수욕장,제주 제주시
2021,2,7,13069,자연경관(하천/해양),함덕해수욕장,제주 제주시 조함해안로 525-0
2021,2,8,11491,기타관광,섭지코지,제주 서귀포시 섭지코지로 107-0
2021,2,9,10699,전시시설,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0
2021,2,10,9687,테마공원,카멜리아힐,제주 서귀포시 병악로 166-0
2021,2,11,9649,기타레저스포츠,한라산둘레길사려니숲길,제주 제주시
2021,2,12,9111,전시시설,아르떼뮤지엄제주,제주 제주시 어림비로 478-0
2021,2,13,8830,복합관광시설,산굼부리,제주 제주시
2021,2,14,8631,자연경관(하천/해양),이호테우해변,제주 제주시
2021,2,15,7926,기타관광,주상절리대,제주 서귀포시 이어도로 36-30
2021,2,16,7710,자연공원,비자림,제주 제주시 비자숲길 55-0
2021,2,17,7368,교통시설,성산포종합여객터미널,제주 서귀포시 성산등용로 130-21
2021,2,18,7132,테마공원,아쿠아플라넷제주,제주 서귀포시 섭지코지로 93-15
2021,2,19,7131,호텔,그랜드하얏트제주,제주 제주시 노연로 12-0
2021,2,20,7115,기타관광,용머리해안,제주 서귀포시 사계남로216번길 24-32
2021,2,21,6823,자연경관(산),금오름,제주 제주시
2021,2,22,6739,콘도미니엄,제주신화월드랜딩리조트관,제주 서귀포시 신화역사로304번길 38-0
2021,2,23,6737,자연경관(하천/해양),곽지해수욕장,제주 제주시
2021,2,24,6693,데이트코스,신창풍차해안도로,제주 제주시
2021,2,25,6406,기타관광,쇠소깍,제주 서귀포시 쇠소깍로 128-0
2021,2,26,6262,자연경관(산),천지연폭포,제주 서귀포시 서문서로 1-1
2021,2,27,6202,기타관광,용두암,제주 제주시 용두암길 15-0
2021,2,28,6154,기타관광,스누피가든,제주 제주시 금백조로 930-0
2021,2,29,6123,대형마트,이마트서귀포점,제주 서귀포시 일주동로 9209-0
2021,2,30,5920,호텔,신라호텔제주,제주 서귀포시 중문관광로72번길 75-0
2021,2,31,5661,콘도미니엄,제주신화월드메리어트리조트관,제주 서귀포시 신화역사로304번길 38-0
2021,2,32,5464,콘도미니엄,소노캄제주,제주 서귀포시 일주동로 6347-17
2021,2,33,5405,자연경관(산),정방폭포,제주 서귀포시
2021,2,34,5315,테마공원,에코랜드테마파크,제주 제주시 번영로 1278-169
2021,2,35,5270,콘도미니엄,휘닉스제주,제주 서귀포시 섭지코지로 107-0
2021,2,36,5153,테마공원,9.81파크,제주 제주시 천덕로 880-24
2021,2,37,5121,면세점,제주관광공사면세점,제주 서귀포시 중문관광로 224-0
2021,2,38,4989,호텔,해비치호텔,제주 서귀포시 민속해안로 537-0
2021,2,39,4971,콘도미니엄,제주신화월드신화리조트관,제주 서귀포시 서광동로34번길 14-19
2021,2,40,4661,콘도미니엄,소노벨제주,제주 제주시 신북로 577-0
2021,2,41,4653,호텔,롯데호텔제주점,제주 서귀포시 중문관광로72번길 35-0
2021,2,42,4589,데이트코스,하귀애월해안도로,제주 제주시
2021,2,43,4529,자연경관(하천/해양),성산항,제주 서귀포시
