TRRSRT_NM,TRRSRT_AREA_NM,TRRSRT_ADRES,TRRSRT_LA_XCRD,TRRSRT_LO_YCRD,TRRSRT_TY_NM,TRRSRT_AMOUNT,USER_AGRDE_CODE,USER_SEXDSTN_CODE,USER_BRTC_CODE,CONECT_DEVICE_NM,PURCHS_DT,ADULT_NMPR_CO,CHILD_NMPR_CO,INFNT_NMPR_CO,USE_DT,SETLE_MN_NM,TOT_AMOUNT
헬로키티아일랜드 입장권,서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,전시/박물관,,,3,,,2021-06-20 오후 1:55:00,1,1,0,2021-06-20 오후 2:32:01,카드,22000
자유이용권(그시절 추억의 테마공원 선녀와나무꾼),동부권,제주특별자치도 제주시 조천읍 선교로 267 그시절 추억의 테마공원 선녀와나무꾼,0,0,,,,3,,,2021-06-18 오후 1:26:00,8,0,0,2021-06-20 오후 2:41:21,빌링(LG),249400
자유이용권(일출랜드),동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,,,,3,,,2021-06-19 오후 12:49:00,2,1,0,2021-06-20 오후 2:42:09,빌링(LG),19000
박물관은살아있다&얼라이브카트,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-06-20 오후 2:05:00,1,1,0,2021-06-20 오후 2:50:52,카드,17000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-19 오후 5:02:00,2,0,0,2021-06-20 오후 3:04:54,빌링(LG),13000
소인국테마파크 입장권,서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,테마파크,,,3,,,2021-06-19 오후 9:53:00,2,2,0,2021-06-20 오후 3:22:48,채널결제,22000
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-06-20 오후 3:21:00,2,0,0,2021-06-20 오후 3:23:59,카드,50000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-05-27 오후 4:55:00,4,0,0,2021-06-20 오후 3:58:03,빌링(LG),26000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-17 오후 1:32:00,1,0,0,2021-06-20 오후 4:14:56,채널결제,6500
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-06-12 오전 10:10:00,3,0,0,2021-06-20 오후 4:27:01,빌링(LG),27750
제주해양레저타운-제트보트,제주시내권,제주특별자치도 제주시 이호일동 375-43,0,0,레저/체험/액티비티,,,3,,,2021-06-20 오후 3:12:00,3,0,0,2021-06-20 오후 4:30:37,채널결제,44700
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-06-19 오전 11:31:00,4,0,0,2021-06-20 오후 5:13:10,빌링(LG),34200
목장카페드르쿰다-승마(중거리코스) 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,레저/체험/액티비티,,,3,,,2021-06-19 오후 1:35:00,1,1,0,2021-06-20 오후 5:26:12,채널결제,32000
제주불빛정원 - 인생사진관(야간),제주시내권,제주특별자치도 제주시 애월읍 평화로 2346 (주)제주불빛정원,0,0,테마파크,,,3,,,2021-06-20 오후 3:35:00,1,2,0,2021-06-20 오후 9:01:13,채널결제,22100
자유이용권(석부작박물관),중문/서귀포,제주특별자치도 서귀포시 일주동로 8941 서귀포귤림성(석부작박물관),0,0,,,,3,,,2021-05-27 오후 4:55:00,4,0,0,2021-06-21 오전 9:51:25,빌링(LG),47600
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-20 오전 7:53:00,2,0,0,2021-06-21 오전 10:09:37,빌링(LG),31600
자유이용권(석부작박물관),중문/서귀포,제주특별자치도 서귀포시 일주동로 8941 서귀포귤림성(석부작박물관),0,0,,,,3,,,2021-06-20 오후 2:47:00,6,0,0,2021-06-21 오전 10:38:00,빌링(LG),150000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-19 오후 3:58:00,1,0,0,2021-06-21 오전 11:05:47,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-19 오후 3:41:00,1,0,0,2021-06-21 오전 11:06:02,채널결제,6500
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-06-21 오전 11:05:00,2,0,0,2021-06-21 오전 11:23:58,카드,23400
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-06-20 오전 7:53:00,2,0,0,2021-06-21 오전 11:39:17,빌링(LG),31600
자유이용권(산방산유람선),서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,,,,3,,,2021-06-20 오후 2:47:00,6,0,0,2021-06-21 오후 12:20:51,빌링(LG),150000
(주)제주제트 - 제주제트보트,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-21 오후 12:02:00,1,1,0,2021-06-21 오후 12:35:31,카드,26000
자유이용권((주)고흐의정원),동부권,제주특별자치도 서귀포시 성산읍 삼달신풍로 132 (주)고흐의정원,0,0,,,,3,,,2021-06-17 오전 8:39:00,2,3,0,2021-06-21 오후 12:39:05,빌링(LG),94000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-19 오전 11:18:00,3,0,0,2021-06-21 오후 12:54:02,빌링(LG),49200
산방산유람선,서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,잠수함/유람선/제트보트,,,3,,,2021-05-21 오후 12:26:00,3,0,0,2021-06-21 오후 1:21:53,채널결제,30000
제주제트-파라세일링,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-19 오전 3:24:00,2,0,0,2021-06-21 오후 1:42:38,채널결제,108000
세리월드㈜-세리카트 이용권,중문/서귀포,제주특별자치도 서귀포시 법환상로2번길 97-13 세리월드㈜,0,0,레저/체험/액티비티,,,3,,,2021-06-21 오후 1:22:00,1,0,0,2021-06-21 오후 1:47:09,카드,25000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-06-21 오후 2:00:00,2,0,0,2021-06-21 오후 2:01:18,카드,13000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-17 오전 7:15:00,2,0,0,2021-06-21 오후 2:03:32,빌링(LG),13000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-06-21 오후 2:16:00,3,0,0,2021-06-21 오후 2:22:15,카드,19500
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-06-20 오전 12:20:00,2,0,0,2021-06-21 오후 2:35:39,빌링(LG),53600
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-06-02 오후 12:39:00,3,0,0,2021-06-21 오후 2:53:07,빌링(LG),19000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-21 오후 4:42:00,2,0,0,2021-06-21 오후 3:19:50,채널결제,13000
제이엠그랑블루요트-럭셔리투어,중문/서귀포,제주특별자치도 서귀포시 대포로 172-7 주식회사 제이엠그랑블루요트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-20 오전 10:25:00,1,0,0,2021-06-21 오후 3:26:34,채널결제,48000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-06-21 오전 10:42:00,3,0,0,2021-06-21 오후 3:32:49,빌링(LG),35100
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-20 오전 12:20:00,2,0,0,2021-06-21 오후 3:33:46,빌링(LG),53600
자유이용권(제주돌마을공원(수석박물관)),서부권,제주특별자치도 제주시 한림읍 금능남로 421 제주돌마을공원(수석박물관),0,0,,,,3,,,2021-06-20 오후 2:47:00,6,0,0,2021-06-21 오후 3:36:30,빌링(LG),150000
얼라이브카트 탑승권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,레저/체험/액티비티,,,3,,,2021-06-21 오후 2:28:00,3,0,0,2021-06-21 오후 4:05:05,채널결제,45000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-06-21 오전 7:15:00,2,0,0,2021-06-21 오후 4:14:22,빌링(LG),23400
제주라프 힐링족욕,동부권,제주특별자치도 제주시 조천읍 선교로 115-1,0,0,테라피/온천/스파,,,3,,,2021-06-21 오후 3:19:00,4,0,0,2021-06-21 오후 4:19:52,카드,32000
아쿠아플라넷-오후4시 이후 입장 AQ권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-21 오후 3:05:00,2,0,0,2021-06-21 오후 4:32:01,채널결제,43000
자유이용권(점보빌리지),서부권,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11 ㈜백상(점보빌리지),0,0,,,,3,,,2021-06-20 오전 12:20:00,2,0,0,2021-06-21 오후 4:49:14,빌링(LG),53600
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-06-21 오후 4:39:00,3,0,0,2021-06-21 오후 4:51:27,빌링(LG),27900
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-05-21 오후 12:26:00,3,0,0,2021-06-22 오전 9:33:13,채널결제,86700
㈜상효원 관람권,중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,테마파크,,,3,,,2021-06-22 오전 9:35:00,4,0,0,2021-06-22 오전 9:40:50,카드,32000
서프라이즈테마파크,동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,테마파크,,,3,,,2021-06-22 오전 8:15:00,1,2,0,2021-06-22 오전 10:12:46,채널결제,26000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-17 오전 8:39:00,2,3,0,2021-06-22 오전 10:12:57,빌링(LG),119600
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-06-22 오전 10:22:00,3,0,0,2021-06-22 오전 10:23:07,카드,19500
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-06-22 오후 12:25:00,2,0,0,2021-06-22 오후 12:45:50,채널결제,13000
박물관은살아있다&얼라이브카트,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-06-22 오전 11:14:00,3,0,0,2021-06-22 오후 1:40:41,채널결제,27900
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-06-20 오전 7:53:00,2,0,0,2021-06-22 오후 2:35:09,빌링(LG),44600
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-22 오전 8:13:00,4,0,0,2021-06-22 오후 2:36:46,빌링(LG),26000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-17 오후 4:26:00,3,0,0,2021-06-22 오후 2:49:38,빌링(LG),19500
자유이용권(산방산유람선),서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,,,,3,,,2021-06-22 오전 9:11:00,2,0,0,2021-06-22 오후 2:53:32,빌링(LG),42000
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-22 오전 12:51:00,2,0,0,2021-06-22 오후 2:53:42,채널결제,57800
일출랜드 입장권,동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,테마파크,,,3,,,2021-06-22 오후 2:53:00,2,0,0,2021-06-22 오후 2:56:24,카드,15000
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-06-22 오전 11:25:00,3,0,0,2021-06-22 오후 3:13:46,채널결제,75000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-06-22 오전 1:14:00,2,0,0,2021-06-22 오후 3:36:07,빌링(LG),22800
자유이용권(방림원),서부권,제주특별자치도 제주시 한경면 용금로 864 방림원,0,0,,,,3,,,2021-06-02 오후 9:58:00,2,0,0,2021-06-22 오후 4:15:23,빌링(LG),37000
메이즈랜드 입장권,동부권,제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,0,0,테마파크,,,3,,,2021-06-22 오후 4:28:00,2,0,0,2021-06-22 오후 4:30:42,카드,19800
제주제트-파라세일링,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-21 오전 10:00:00,2,0,0,2021-06-22 오후 4:43:41,채널결제,108000
자유이용권(수목원테마파크),제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,,,,3,,,2021-06-02 오후 12:39:00,3,0,0,2021-06-22 오후 5:12:22,빌링(LG),58000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-06-20 오전 12:20:00,2,0,0,2021-06-22 오후 8:01:09,빌링(LG),73400
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-10 오후 1:01:00,2,0,0,2021-06-23 오전 9:06:30,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-18 오후 9:29:00,1,0,0,2021-06-23 오전 9:40:01,채널결제,6500
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-06-21 오후 5:29:00,2,1,0,2021-06-23 오전 10:00:02,빌링(LG),26300
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-06-22 오전 8:13:00,4,0,0,2021-06-23 오전 10:44:20,빌링(LG),72800
제주 스카이워터쇼 (워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,쇼/공연/상영관,,,3,,,2021-06-21 오후 6:07:00,3,0,0,2021-06-23 오전 11:09:00,채널결제,36000
(주)제주제트 - 제주제트보트,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-14 오후 7:10:00,2,0,0,2021-06-23 오전 11:10:36,채널결제,28000
목장카페드르쿰다-승마(중거리코스) 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,레저/체험/액티비티,,,3,,,2021-06-23 오전 9:08:00,0,2,0,2021-06-23 오전 11:40:48,채널결제,32000
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-06-20 오전 12:20:00,2,0,0,2021-06-23 오전 11:45:02,빌링(LG),92400
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-06-23 오전 9:23:00,3,0,0,2021-06-23 오전 11:59:49,채널결제,75000
자유이용권(그리스신화/트릭아이 박물관),서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,,,,3,,,2021-06-17 오전 10:13:00,4,2,0,2021-06-23 오후 12:25:30,빌링(LG),37000
자유이용권(메이즈랜드),동부권,제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,0,0,,,,3,,,2021-06-23 오전 8:16:00,2,0,0,2021-06-23 오후 12:30:28,빌링(LG),19800
차귀도 배낚시 (차귀횟집),서부권,제주특별자치도 제주시 한경면 고산리 3612 차귀횟집(차귀도배낚시),0,0,레저/체험/액티비티,,,3,,,2021-06-22 오후 3:42:00,2,0,0,2021-06-23 오후 1:12:00,채널결제,24000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-06-21 오후 3:39:00,4,0,0,2021-06-23 오후 1:17:06,빌링(LG),35100
자유이용권(세계자동차&피아노박물관),중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,,,,3,,,2021-06-22 오후 6:55:00,3,3,0,2021-06-23 오후 2:01:03,빌링(LG),66000
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-23 오전 11:14:00,4,0,0,2021-06-23 오후 2:01:34,채널결제,115600
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-23 오전 11:24:00,5,0,0,2021-06-23 오후 2:01:55,채널결제,144500
김녕요트투어,동부권,제주특별자치도 제주시 구좌읍 구좌해안로 229-16 김녕요트투어,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-14 오후 6:09:00,2,0,0,2021-06-23 오후 2:34:46,채널결제,96000
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-06-22 오후 1:25:00,4,0,0,2021-06-23 오후 3:02:31,빌링(LG),21600
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-10 오후 12:50:00,1,0,0,2021-06-23 오후 3:25:40,채널결제,6500
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-06-23 오후 3:28:00,1,0,0,2021-06-23 오후 3:29:01,빌링(LG),25000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-23 오전 7:17:00,2,0,0,2021-06-23 오후 4:09:38,빌링(LG),13000
제주제트-파라세일링,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-06-23 오전 10:21:00,1,0,0,2021-06-23 오후 4:16:50,카드,54000
헬로키티아일랜드 입장권,서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,전시/박물관,,,3,,,2021-06-15 오전 11:00:00,1,1,0,2021-06-23 오후 4:34:42,채널결제,22000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-06-23 오전 8:11:00,2,0,0,2021-06-23 오후 5:24:59,빌링(LG),22800
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-06-22 오후 12:26:00,4,0,0,2021-06-24 오전 8:29:09,빌링(LG),26000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-12 오전 8:07:00,1,0,0,2021-06-24 오전 9:19:26,채널결제,6500
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-06-24 오전 11:09:00,1,1,0,2021-06-24 오전 11:10:50,카드,81000
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-06-24 오전 10:14:00,6,3,0,2021-06-24 오전 11:11:33,채널결제,97200
아쿠아플라넷-풀패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-24 오전 9:28:00,4,0,0,2021-06-24 오전 11:14:32,채널결제,124000
여미지식물원 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,테마파크,,,3,,,2021-06-24 오전 11:22:00,4,0,0,2021-06-24 오전 11:25:43,채널결제,37000
자유이용권(제주센트럴파크),동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,,,,3,,,2021-06-23 오후 5:54:00,3,0,0,2021-06-24 오후 12:09:55,빌링(LG),102200
자유이용권(번개과학관),중문/서귀포,제주특별자치도 서귀포시 516로 415-36 에스케이엘이씨(주) (번개체험과학관),0,0,,,,3,,,2021-06-23 오전 10:04:00,2,0,0,2021-06-24 오후 12:12:14,빌링(LG),42000
자유이용권(서프라이즈테마파크),동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,,,,3,,,2021-06-24 오후 12:48:00,2,0,0,2021-06-24 오후 1:26:43,빌링(LG),20000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-06-24 오전 9:26:00,2,0,0,2021-06-24 오후 1:36:08,카드,13000
자유이용권(제주워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,,,,3,,,2021-06-23 오후 5:54:00,3,0,0,2021-06-24 오후 1:36:21,빌링(LG),102200
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-06-23 오후 8:57:00,4,0,0,2021-06-24 오후 1:47:36,채널결제,100000
조안베어뮤지엄 입장권,중문/서귀포,제주특별자치도 서귀포시 대포로 113 조안베어뮤지엄,0,0,전시/박물관,,,3,,,2021-06-24 오후 1:56:00,5,0,0,2021-06-24 오후 2:04:29,채널결제,17500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-20 오후 5:20:00,1,0,0,2021-06-24 오후 2:25:35,채널결제,6500
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-06-24 오전 10:40:00,2,0,0,2021-06-24 오후 2:30:42,카드,96000
제주레일파크㈜-레일바이크(2인승) 이용권,동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,레저/체험/액티비티,,,3,,,2021-06-24 오후 1:48:00,1,0,0,2021-06-24 오후 2:48:17,카드,23000
헬로키티아일랜드 입장권,서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,전시/박물관,,,3,,,2021-06-24 오후 2:46:00,2,2,0,2021-06-24 오후 2:51:00,카드,44000
자유이용권((주)이레),동부권,제주특별자치도 서귀포시 표선면 번영로 2564-21 쇼월드,0,0,,,,3,,,2021-06-23 오후 5:54:00,3,0,0,2021-06-24 오후 3:51:41,빌링(LG),102200
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-12 오후 8:49:00,3,0,0,2021-06-24 오후 4:05:03,채널결제,19500
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-06-23 오전 11:22:00,4,0,0,2021-06-24 오후 4:11:30,빌링(LG),46800
자유이용권(번개과학관),중문/서귀포,제주특별자치도 서귀포시 516로 415-36 에스케이엘이씨(주) (번개체험과학관),0,0,,,,3,,,2021-06-23 오후 4:44:00,2,0,0,2021-06-24 오후 4:24:17,빌링(LG),42000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-06-23 오후 5:54:00,3,0,0,2021-06-24 오후 4:49:54,빌링(LG),102200
아쿠아플라넷-풀패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-06-15 오전 9:05:00,2,0,0,2021-06-24 오후 4:50:44,채널결제,62000
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-06-21 오전 7:30:00,2,2,0,2021-06-24 오후 4:52:34,빌링(LG),31500
자유이용권(서귀포잠수함),중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,,,,3,,,2021-06-23 오후 4:58:00,4,0,0,2021-06-25 오전 9:39:47,빌링(LG),192000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-06-24 오후 1:47:00,2,0,0,2021-06-25 오전 10:10:23,빌링(LG),22800
자유이용권(서귀포잠수함),중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,,,,3,,,2021-06-22 오전 8:49:00,2,0,0,2021-06-25 오전 10:40:59,빌링(LG),96000
목장카페드르쿰다-승마(오름코스) 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,레저/체험/액티비티,,,3,,,2021-06-24 오후 10:58:00,0,2,0,2021-06-25 오전 10:47:51,채널결제,64000
