년월,읍면동명,업종명,이용금액
2018-01,대정읍,한식 음식점업,987337340
2018-01,대포동,기타 외국식 음식점업,0
2018-01,대포동,비알콜 음료점업,0
2018-01,대포동,빵 및 과자류 소매업,0
2018-01,대포동,서양식 음식점업,43936400
2018-01,대포동,일식 음식점업,71854500
2018-01,대포동,중식 음식점업,31125500
2018-01,대포동,한식 음식점업,148247100
2018-01,도남동,기타 외국식 음식점업,26177514
2018-01,도남동,비알콜 음료점업,22599800
2018-01,도남동,빵 및 과자류 소매업,67399720
2018-01,도남동,서양식 음식점업,37504330
2018-01,도남동,일식 음식점업,41444000
2018-01,도남동,중식 음식점업,35612000
2018-01,도남동,한식 음식점업,860622914
2018-01,도두이동,기타 외국식 음식점업,0
2018-01,도두이동,비알콜 음료점업,0
2018-01,도두이동,빵 및 과자류 소매업,0
2018-01,도두이동,서양식 음식점업,7720000
2018-01,도두이동,일식 음식점업,20415000
2018-01,도두이동,중식 음식점업,1909000
2018-01,도두이동,한식 음식점업,85093950
2018-01,도두일동,기타 외국식 음식점업,139000
2018-01,도두일동,비알콜 음료점업,12454150
2018-01,도두일동,빵 및 과자류 소매업,656000
2018-01,도두일동,서양식 음식점업,13755390
2018-01,도두일동,일식 음식점업,118099500
2018-01,도두일동,중식 음식점업,882500
2018-01,도두일동,한식 음식점업,351552808
2018-01,도련이동,기타 외국식 음식점업,0
2018-01,도련이동,비알콜 음료점업,98500
2018-01,도련이동,빵 및 과자류 소매업,11818540
2018-01,도련이동,서양식 음식점업,0
2018-01,도련이동,일식 음식점업,0
2018-01,도련이동,중식 음식점업,7940500
2018-01,도련이동,한식 음식점업,19591537
2018-01,도련일동,기타 외국식 음식점업,9557800
2018-01,도련일동,비알콜 음료점업,12659800
2018-01,도련일동,빵 및 과자류 소매업,19261410
2018-01,도련일동,서양식 음식점업,7282430
2018-01,도련일동,일식 음식점업,0
2018-01,도련일동,중식 음식점업,30921200
2018-01,도련일동,한식 음식점업,185567845
2018-01,도순동,기타 외국식 음식점업,0
2018-01,도순동,비알콜 음료점업,0
2018-01,도순동,빵 및 과자류 소매업,0
2018-01,도순동,서양식 음식점업,0
2018-01,도순동,일식 음식점업,0
2018-01,도순동,중식 음식점업,2936000
2018-01,도순동,한식 음식점업,15396500
2018-01,도평동,기타 외국식 음식점업,0
2018-01,도평동,비알콜 음료점업,200000
2018-01,도평동,빵 및 과자류 소매업,0
2018-01,도평동,서양식 음식점업,5859100
2018-01,도평동,일식 음식점업,0
2018-01,도평동,중식 음식점업,0
2018-01,도평동,한식 음식점업,342100
2018-01,동홍동,기타 외국식 음식점업,30625000
2018-01,동홍동,비알콜 음료점업,20509190
2018-01,동홍동,빵 및 과자류 소매업,34400900
2018-01,동홍동,서양식 음식점업,35250260
2018-01,동홍동,일식 음식점업,98639500
2018-01,동홍동,중식 음식점업,17850500
2018-01,동홍동,한식 음식점업,723540558
2018-01,법환동,기타 외국식 음식점업,38900000
2018-01,법환동,비알콜 음료점업,10462900
2018-01,법환동,빵 및 과자류 소매업,20563740
2018-01,법환동,서양식 음식점업,38576250
2018-01,법환동,일식 음식점업,32355000
2018-01,법환동,중식 음식점업,17983650
2018-01,법환동,한식 음식점업,263870858
2018-01,보목동,기타 외국식 음식점업,0
2018-01,보목동,비알콜 음료점업,0
2018-01,보목동,빵 및 과자류 소매업,0
2018-01,보목동,서양식 음식점업,1070900
2018-01,보목동,일식 음식점업,3338000
2018-01,보목동,중식 음식점업,2125700
2018-01,보목동,한식 음식점업,18085000
2018-01,봉개동,기타 외국식 음식점업,12211000
2018-01,봉개동,비알콜 음료점업,4017200
2018-01,봉개동,빵 및 과자류 소매업,3222300
2018-01,봉개동,서양식 음식점업,1709000
2018-01,봉개동,일식 음식점업,0
2018-01,봉개동,중식 음식점업,8348000
2018-01,봉개동,한식 음식점업,100545900
2018-01,삼도이동,기타 외국식 음식점업,26348100
2018-01,삼도이동,비알콜 음료점업,544500
2018-01,삼도이동,빵 및 과자류 소매업,17468340
2018-01,삼도이동,서양식 음식점업,26978365
2018-01,삼도이동,일식 음식점업,6610000
2018-01,삼도이동,중식 음식점업,30774000
2018-01,삼도이동,한식 음식점업,647203514
2018-01,삼도일동,기타 외국식 음식점업,5021000
2018-01,삼도일동,비알콜 음료점업,2217100
2018-01,삼도일동,빵 및 과자류 소매업,29234690
2018-01,삼도일동,서양식 음식점업,14161380
2018-01,삼도일동,일식 음식점업,39741500
2018-01,삼도일동,중식 음식점업,21638500
2018-01,삼도일동,한식 음식점업,359860181
2018-01,삼양삼동,기타 외국식 음식점업,0
2018-01,삼양삼동,비알콜 음료점업,248500
2018-01,삼양삼동,빵 및 과자류 소매업,0
2018-01,삼양삼동,서양식 음식점업,169500
2018-01,삼양삼동,일식 음식점업,0
2018-01,삼양삼동,중식 음식점업,0
2018-01,삼양삼동,한식 음식점업,35278500
2018-01,삼양이동,기타 외국식 음식점업,7063000
2018-01,삼양이동,비알콜 음료점업,6970500
2018-01,삼양이동,빵 및 과자류 소매업,12168440
2018-01,삼양이동,서양식 음식점업,15295800
2018-01,삼양이동,일식 음식점업,10523000
2018-01,삼양이동,중식 음식점업,17417000
2018-01,삼양이동,한식 음식점업,209217251
2018-01,삼양일동,기타 외국식 음식점업,0
2018-01,삼양일동,비알콜 음료점업,3869800
2018-01,삼양일동,빵 및 과자류 소매업,0
2018-01,삼양일동,서양식 음식점업,7253500
2018-01,삼양일동,일식 음식점업,15772500
2018-01,삼양일동,중식 음식점업,0
2018-01,삼양일동,한식 음식점업,83065300
2018-01,상예동,기타 외국식 음식점업,0
2018-01,상예동,비알콜 음료점업,0
2018-01,상예동,빵 및 과자류 소매업,0
2018-01,상예동,서양식 음식점업,4969700
2018-01,상예동,일식 음식점업,0
2018-01,상예동,중식 음식점업,0
2018-01,상예동,한식 음식점업,92382100
2018-01,상효동,기타 외국식 음식점업,0
2018-01,상효동,비알콜 음료점업,0
2018-01,상효동,빵 및 과자류 소매업,0
2018-01,상효동,서양식 음식점업,306000
2018-01,상효동,일식 음식점업,0
2018-01,상효동,중식 음식점업,0
2018-01,상효동,한식 음식점업,30847500
2018-01,색달동,기타 외국식 음식점업,0
2018-01,색달동,비알콜 음료점업,29240400
2018-01,색달동,빵 및 과자류 소매업,5941290
2018-01,색달동,서양식 음식점업,85826930
2018-01,색달동,일식 음식점업,13431000
2018-01,색달동,중식 음식점업,9818000
2018-01,색달동,한식 음식점업,749732510
2018-01,서귀동,기타 외국식 음식점업,49815000
2018-01,서귀동,비알콜 음료점업,45717120
2018-01,서귀동,빵 및 과자류 소매업,131137000
2018-01,서귀동,서양식 음식점업,124076790
2018-01,서귀동,일식 음식점업,510336810
2018-01,서귀동,중식 음식점업,85891800
2018-01,서귀동,한식 음식점업,1758896522
2018-01,서호동,기타 외국식 음식점업,19821500
2018-01,서호동,비알콜 음료점업,3355997
2018-01,서호동,빵 및 과자류 소매업,14468800
2018-01,서호동,서양식 음식점업,15551600
2018-01,서호동,일식 음식점업,4825000
2018-01,서호동,중식 음식점업,23885000
2018-01,서호동,한식 음식점업,298949269
2018-01,서홍동,기타 외국식 음식점업,20431100
2018-01,서홍동,비알콜 음료점업,11734850
2018-01,서홍동,빵 및 과자류 소매업,4452300
2018-01,서홍동,서양식 음식점업,23887750
2018-01,서홍동,일식 음식점업,2465800
2018-01,서홍동,중식 음식점업,18057000
2018-01,서홍동,한식 음식점업,258137400
2018-01,성산읍,기타 외국식 음식점업,29230200
2018-01,성산읍,비알콜 음료점업,44778313
2018-01,성산읍,빵 및 과자류 소매업,56971720
2018-01,성산읍,서양식 음식점업,88489770
2018-01,성산읍,일식 음식점업,66291416
2018-01,성산읍,중식 음식점업,30200200
2018-01,성산읍,한식 음식점업,1281939398
2018-01,신효동,기타 외국식 음식점업,0
2018-01,신효동,비알콜 음료점업,0
2018-01,신효동,빵 및 과자류 소매업,0
2018-01,신효동,서양식 음식점업,198500
2018-01,신효동,일식 음식점업,0
2018-01,신효동,중식 음식점업,0
2018-01,신효동,한식 음식점업,34689700
2018-01,아라이동,기타 외국식 음식점업,20557900
2018-01,아라이동,비알콜 음료점업,24782000
2018-01,아라이동,빵 및 과자류 소매업,47815790
2018-01,아라이동,서양식 음식점업,103590730
2018-01,아라이동,일식 음식점업,77691000
2018-01,아라이동,중식 음식점업,32732000
2018-01,아라이동,한식 음식점업,569325609
2018-01,아라일동,기타 외국식 음식점업,30542100
2018-01,아라일동,비알콜 음료점업,24758150
2018-01,아라일동,빵 및 과자류 소매업,61691980
2018-01,아라일동,서양식 음식점업,96892040
2018-01,아라일동,일식 음식점업,29347800
2018-01,아라일동,중식 음식점업,43702700
2018-01,아라일동,한식 음식점업,767299080
2018-01,안덕면,기타 외국식 음식점업,19948500
2018-01,안덕면,비알콜 음료점업,23480860
2018-01,안덕면,빵 및 과자류 소매업,18583000
2018-01,안덕면,서양식 음식점업,366320225
2018-01,안덕면,일식 음식점업,15541000
2018-01,안덕면,중식 음식점업,22124810
2018-01,안덕면,한식 음식점업,938410355
2018-01,애월읍,기타 외국식 음식점업,23552900
2018-01,애월읍,비알콜 음료점업,62263370
2018-01,애월읍,빵 및 과자류 소매업,30429490
2018-01,애월읍,서양식 음식점업,257935700
2018-01,애월읍,일식 음식점업,80746400
2018-01,애월읍,중식 음식점업,41932500
2018-01,애월읍,한식 음식점업,1227267757
2018-01,연동,기타 외국식 음식점업,149932850
2018-01,연동,비알콜 음료점업,100730485
2018-01,연동,빵 및 과자류 소매업,216533400
2018-01,연동,서양식 음식점업,445791790
2018-01,연동,일식 음식점업,368670630
2018-01,연동,중식 음식점업,196660620
2018-01,연동,한식 음식점업,4197577626
2018-01,영남동,기타 외국식 음식점업,0
2018-01,영남동,비알콜 음료점업,0
2018-01,영남동,빵 및 과자류 소매업,0
2018-01,영남동,서양식 음식점업,0
2018-01,영남동,일식 음식점업,0
2018-01,영남동,중식 음식점업,0
2018-01,영남동,한식 음식점업,0
2018-01,영평동,기타 외국식 음식점업,0
2018-01,영평동,비알콜 음료점업,1321300
2018-01,영평동,빵 및 과자류 소매업,3442780
2018-01,영평동,서양식 음식점업,5065760
2018-01,영평동,일식 음식점업,13669000
2018-01,영평동,중식 음식점업,0
2018-01,영평동,한식 음식점업,14423000
2018-01,오등동,기타 외국식 음식점업,0
2018-01,오등동,비알콜 음료점업,0
2018-01,오등동,빵 및 과자류 소매업,0
2018-01,오등동,서양식 음식점업,2065300
2018-01,오등동,일식 음식점업,0
2018-01,오등동,중식 음식점업,0
2018-01,오등동,한식 음식점업,47579500
2018-01,오라삼동,기타 외국식 음식점업,0
2018-01,오라삼동,비알콜 음료점업,5294300
2018-01,오라삼동,빵 및 과자류 소매업,0
2018-01,오라삼동,서양식 음식점업,2414000
2018-01,오라삼동,일식 음식점업,0
2018-01,오라삼동,중식 음식점업,10261000
2018-01,오라삼동,한식 음식점업,138147400
2018-01,오라이동,기타 외국식 음식점업,0
2018-01,오라이동,비알콜 음료점업,17339580
2018-01,오라이동,빵 및 과자류 소매업,10207800
2018-01,오라이동,서양식 음식점업,13295920
2018-01,오라이동,일식 음식점업,17007000
2018-01,오라이동,중식 음식점업,0
2018-01,오라이동,한식 음식점업,255507910
2018-01,오라일동,기타 외국식 음식점업,2536000
2018-01,오라일동,비알콜 음료점업,31755810
2018-01,오라일동,빵 및 과자류 소매업,16776420
2018-01,오라일동,서양식 음식점업,4845000
2018-01,오라일동,일식 음식점업,6175000
2018-01,오라일동,중식 음식점업,2246000
2018-01,오라일동,한식 음식점업,495202029
2018-01,외도이동,기타 외국식 음식점업,0
2018-01,외도이동,비알콜 음료점업,1353900
2018-01,외도이동,빵 및 과자류 소매업,1810500
2018-01,외도이동,서양식 음식점업,13133000
2018-01,외도이동,일식 음식점업,23839000
2018-01,외도이동,중식 음식점업,545000
2018-01,외도이동,한식 음식점업,40186100
2018-01,외도일동,기타 외국식 음식점업,28764000
2018-01,외도일동,비알콜 음료점업,7786500
2018-01,외도일동,빵 및 과자류 소매업,49141973
2018-01,외도일동,서양식 음식점업,49949820
2018-01,외도일동,일식 음식점업,16164000
2018-01,외도일동,중식 음식점업,27108000
2018-01,외도일동,한식 음식점업,558469715
2018-01,용담삼동,기타 외국식 음식점업,6344000
2018-01,용담삼동,비알콜 음료점업,34869610
2018-01,용담삼동,빵 및 과자류 소매업,8936600
2018-01,용담삼동,서양식 음식점업,50232880
2018-01,용담삼동,일식 음식점업,106394240
2018-01,용담삼동,중식 음식점업,0
2018-01,용담삼동,한식 음식점업,473726865
2018-01,용담이동,기타 외국식 음식점업,64500
2018-01,용담이동,비알콜 음료점업,169596610
2018-01,용담이동,빵 및 과자류 소매업,51781730
2018-01,용담이동,서양식 음식점업,17746500
2018-01,용담이동,일식 음식점업,27185000
2018-01,용담이동,중식 음식점업,29567170
2018-01,용담이동,한식 음식점업,788733220
2018-01,용담일동,기타 외국식 음식점업,4042000
2018-01,용담일동,비알콜 음료점업,499500
2018-01,용담일동,빵 및 과자류 소매업,10143920
2018-01,용담일동,서양식 음식점업,7357500
2018-01,용담일동,일식 음식점업,42098000
2018-01,용담일동,중식 음식점업,13230500
2018-01,용담일동,한식 음식점업,302966484
2018-01,우도면,기타 외국식 음식점업,0
2018-01,우도면,비알콜 음료점업,12440700
2018-01,우도면,빵 및 과자류 소매업,7649800
2018-01,우도면,서양식 음식점업,19538000
2018-01,우도면,일식 음식점업,2991000
2018-01,우도면,중식 음식점업,5425600
2018-01,우도면,한식 음식점업,111338350
2018-01,월평동,기타 외국식 음식점업,0
2018-01,월평동,비알콜 음료점업,2620900
2018-01,월평동,빵 및 과자류 소매업,0
2018-01,월평동,서양식 음식점업,2251500
2018-01,월평동,일식 음식점업,0
2018-01,월평동,중식 음식점업,0
2018-01,월평동,한식 음식점업,24363532
2018-01,이도이동,기타 외국식 음식점업,48761920
2018-01,이도이동,비알콜 음료점업,154111512
2018-01,이도이동,빵 및 과자류 소매업,130038284
2018-01,이도이동,서양식 음식점업,180464349
2018-01,이도이동,일식 음식점업,221588050
2018-01,이도이동,중식 음식점업,68825000
2018-01,이도이동,한식 음식점업,2561720339
2018-01,이도일동,기타 외국식 음식점업,10110000
2018-01,이도일동,비알콜 음료점업,14618490
2018-01,이도일동,빵 및 과자류 소매업,48251828
2018-01,이도일동,서양식 음식점업,18233420
2018-01,이도일동,일식 음식점업,32160000
2018-01,이도일동,중식 음식점업,18299000
2018-01,이도일동,한식 음식점업,415041401
2018-01,이호이동,기타 외국식 음식점업,3615000
2018-01,이호이동,비알콜 음료점업,5257070
2018-01,이호이동,빵 및 과자류 소매업,3040160
2018-01,이호이동,서양식 음식점업,0
2018-01,이호이동,일식 음식점업,679000
2018-01,이호이동,중식 음식점업,13591500
2018-01,이호이동,한식 음식점업,94966000
2018-01,이호일동,기타 외국식 음식점업,0
2018-01,이호일동,비알콜 음료점업,2958990
2018-01,이호일동,빵 및 과자류 소매업,1628000
2018-01,이호일동,서양식 음식점업,8338660
2018-01,이호일동,일식 음식점업,0
2018-01,이호일동,중식 음식점업,0
2018-01,이호일동,한식 음식점업,45367384
2018-01,일도이동,기타 외국식 음식점업,55272400
2018-01,일도이동,비알콜 음료점업,24483330
2018-01,일도이동,빵 및 과자류 소매업,122554639
2018-01,일도이동,서양식 음식점업,36664800
2018-01,일도이동,일식 음식점업,117259200
2018-01,일도이동,중식 음식점업,21004100
2018-01,일도이동,한식 음식점업,1221273978
2018-01,일도일동,기타 외국식 음식점업,11096500
2018-01,일도일동,비알콜 음료점업,17447570
2018-01,일도일동,빵 및 과자류 소매업,34873200
2018-01,일도일동,서양식 음식점업,21880250
2018-01,일도일동,일식 음식점업,40568500
2018-01,일도일동,중식 음식점업,18382500
2018-01,일도일동,한식 음식점업,319854553
2018-01,조천읍,기타 외국식 음식점업,17643500
2018-01,조천읍,비알콜 음료점업,11594160
2018-01,조천읍,빵 및 과자류 소매업,61479244
2018-01,조천읍,서양식 음식점업,80982390
2018-01,조천읍,일식 음식점업,96683512
2018-01,조천읍,중식 음식점업,37479750
2018-01,조천읍,한식 음식점업,1074695838
2018-01,중문동,기타 외국식 음식점업,30309000
2018-01,중문동,비알콜 음료점업,2857250
2018-01,중문동,빵 및 과자류 소매업,44313280
2018-01,중문동,서양식 음식점업,116255480
2018-01,중문동,일식 음식점업,35694000
2018-01,중문동,중식 음식점업,18896500
2018-01,중문동,한식 음식점업,605661727
2018-01,추자면,기타 외국식 음식점업,0
2018-01,추자면,비알콜 음료점업,0
2018-01,추자면,빵 및 과자류 소매업,0
2018-01,추자면,서양식 음식점업,0
2018-01,추자면,일식 음식점업,0
2018-01,추자면,중식 음식점업,3542000
2018-01,추자면,한식 음식점업,47152500
2018-01,토평동,기타 외국식 음식점업,0
2018-01,토평동,비알콜 음료점업,0
2018-01,토평동,빵 및 과자류 소매업,0
2018-01,토평동,서양식 음식점업,6098400
2018-01,토평동,일식 음식점업,0
2018-01,토평동,중식 음식점업,21810000
2018-01,토평동,한식 음식점업,274894500
2018-01,표선면,기타 외국식 음식점업,3621000
2018-01,표선면,비알콜 음료점업,12130000
2018-01,표선면,빵 및 과자류 소매업,20068600
2018-01,표선면,서양식 음식점업,24247910
2018-01,표선면,일식 음식점업,112896500
2018-01,표선면,중식 음식점업,18147600
2018-01,표선면,한식 음식점업,588111870
2018-01,하예동,기타 외국식 음식점업,0
2018-01,하예동,비알콜 음료점업,6323900
2018-01,하예동,빵 및 과자류 소매업,0
2018-01,하예동,서양식 음식점업,25460910
2018-01,하예동,일식 음식점업,2450000
2018-01,하예동,중식 음식점업,2759000
2018-01,하예동,한식 음식점업,43406500
2018-01,하원동,기타 외국식 음식점업,0
2018-01,하원동,비알콜 음료점업,0
2018-01,하원동,빵 및 과자류 소매업,0
2018-01,하원동,서양식 음식점업,1110160
2018-01,하원동,일식 음식점업,0
2018-01,하원동,중식 음식점업,0
2018-01,하원동,한식 음식점업,50588500
2018-01,하효동,기타 외국식 음식점업,0
2018-01,하효동,비알콜 음료점업,3312530
2018-01,하효동,빵 및 과자류 소매업,7606500
2018-01,하효동,서양식 음식점업,35465200
2018-01,하효동,일식 음식점업,2977000
2018-01,하효동,중식 음식점업,23184500
2018-01,하효동,한식 음식점업,101712900
2018-01,한경면,기타 외국식 음식점업,0
2018-01,한경면,비알콜 음료점업,2127400
2018-01,한경면,빵 및 과자류 소매업,502500
2018-01,한경면,서양식 음식점업,30568800
2018-01,한경면,일식 음식점업,11169100
2018-01,한경면,중식 음식점업,18934500
2018-01,한경면,한식 음식점업,258442400
2018-01,한림읍,기타 외국식 음식점업,19024500
2018-01,한림읍,비알콜 음료점업,15417750
2018-01,한림읍,빵 및 과자류 소매업,50329506
2018-01,한림읍,서양식 음식점업,134929750
2018-01,한림읍,일식 음식점업,76489054
2018-01,한림읍,중식 음식점업,60650700
2018-01,한림읍,한식 음식점업,1077945231
2018-01,해안동,기타 외국식 음식점업,0
2018-01,해안동,비알콜 음료점업,0
2018-01,해안동,빵 및 과자류 소매업,252500
2018-01,해안동,서양식 음식점업,3737700
2018-01,해안동,일식 음식점업,0
2018-01,해안동,중식 음식점업,0
2018-01,해안동,한식 음식점업,40762200
2018-01,호근동,기타 외국식 음식점업,0
2018-01,호근동,비알콜 음료점업,3121000
2018-01,호근동,빵 및 과자류 소매업,0
2018-01,호근동,서양식 음식점업,8022400
2018-01,호근동,일식 음식점업,332000
2018-01,호근동,중식 음식점업,0
2018-01,호근동,한식 음식점업,43386600
2018-01,화북이동,기타 외국식 음식점업,0
2018-01,화북이동,비알콜 음료점업,0
2018-01,화북이동,빵 및 과자류 소매업,1319800
2018-01,화북이동,서양식 음식점업,0
2018-01,화북이동,일식 음식점업,0
2018-01,화북이동,중식 음식점업,6673900
2018-01,화북이동,한식 음식점업,77950400
2018-01,화북일동,기타 외국식 음식점업,51527100
2018-01,화북일동,비알콜 음료점업,3871500
2018-01,화북일동,빵 및 과자류 소매업,62488382
2018-01,화북일동,서양식 음식점업,16526200
2018-01,화북일동,일식 음식점업,5378000
2018-01,화북일동,중식 음식점업,18977500
2018-01,화북일동,한식 음식점업,570839753
2018-01,회수동,기타 외국식 음식점업,1634500
2018-01,회수동,비알콜 음료점업,0
2018-01,회수동,빵 및 과자류 소매업,0
2018-01,회수동,서양식 음식점업,6957500
2018-01,회수동,일식 음식점업,0
2018-01,회수동,중식 음식점업,0
2018-01,회수동,한식 음식점업,46246500
2018-01,회천동,기타 외국식 음식점업,0
2018-01,회천동,비알콜 음료점업,0
2018-01,회천동,빵 및 과자류 소매업,0
2018-01,회천동,서양식 음식점업,4413000
2018-01,회천동,일식 음식점업,0
2018-01,회천동,중식 음식점업,0
2018-01,회천동,한식 음식점업,0
2018-02,강정동,기타 외국식 음식점업,22436255
2018-02,강정동,비알콜 음료점업,6499940
2018-02,강정동,빵 및 과자류 소매업,46271860
2018-02,강정동,서양식 음식점업,48149440
2018-02,강정동,일식 음식점업,52004508
2018-02,강정동,중식 음식점업,7546000
2018-02,강정동,한식 음식점업,371163605
2018-02,건입동,기타 외국식 음식점업,7911060
2018-02,건입동,비알콜 음료점업,6578640
2018-02,건입동,빵 및 과자류 소매업,43104240
2018-02,건입동,서양식 음식점업,59392307
2018-02,건입동,일식 음식점업,88905100
2018-02,건입동,중식 음식점업,9899000
2018-02,건입동,한식 음식점업,528045072
2018-02,구좌읍,기타 외국식 음식점업,650000
2018-02,구좌읍,비알콜 음료점업,35834950
2018-02,구좌읍,빵 및 과자류 소매업,5329250
2018-02,구좌읍,서양식 음식점업,140976290
2018-02,구좌읍,일식 음식점업,28531000
2018-02,구좌읍,중식 음식점업,12125500
2018-02,구좌읍,한식 음식점업,576534101
2018-02,남원읍,기타 외국식 음식점업,2981000
2018-02,남원읍,비알콜 음료점업,4513400
2018-02,남원읍,빵 및 과자류 소매업,13764460
2018-02,남원읍,서양식 음식점업,41035330
2018-02,남원읍,일식 음식점업,45349500
2018-02,남원읍,중식 음식점업,13211000
2018-02,남원읍,한식 음식점업,367457658
2018-02,내도동,기타 외국식 음식점업,0
2018-02,내도동,비알콜 음료점업,2432300
2018-02,내도동,빵 및 과자류 소매업,5300000
2018-02,내도동,서양식 음식점업,278300
2018-02,내도동,일식 음식점업,1738500
2018-02,내도동,중식 음식점업,4806000
2018-02,내도동,한식 음식점업,7206500
2018-02,노형동,기타 외국식 음식점업,99548610
2018-02,노형동,비알콜 음료점업,104461840
2018-02,노형동,빵 및 과자류 소매업,207305304
2018-02,노형동,서양식 음식점업,305903866
2018-02,노형동,일식 음식점업,336867540
2018-02,노형동,중식 음식점업,121025700
2018-02,노형동,한식 음식점업,3016902043
2018-02,대정읍,기타 외국식 음식점업,2457100
2018-02,대정읍,비알콜 음료점업,23038680
2018-02,대정읍,빵 및 과자류 소매업,58399790
2018-02,대정읍,서양식 음식점업,58894050
2018-02,대정읍,일식 음식점업,78800000
2018-02,대정읍,중식 음식점업,51780463
2018-02,대정읍,한식 음식점업,785519330
2018-02,대포동,기타 외국식 음식점업,0
2018-02,대포동,비알콜 음료점업,0
2018-02,대포동,빵 및 과자류 소매업,0
2018-02,대포동,서양식 음식점업,36427400
2018-02,대포동,일식 음식점업,64777400
2018-02,대포동,중식 음식점업,23544000
2018-02,대포동,한식 음식점업,141329200
2018-02,도남동,기타 외국식 음식점업,22246000
2018-02,도남동,비알콜 음료점업,20886330
2018-02,도남동,빵 및 과자류 소매업,71705610
2018-02,도남동,서양식 음식점업,22834600
2018-02,도남동,일식 음식점업,38457000
2018-02,도남동,중식 음식점업,29607000
2018-02,도남동,한식 음식점업,735036963
2018-02,도두이동,기타 외국식 음식점업,0
2018-02,도두이동,비알콜 음료점업,0
2018-02,도두이동,빵 및 과자류 소매업,0
2018-02,도두이동,서양식 음식점업,7043400
2018-02,도두이동,일식 음식점업,21577000
2018-02,도두이동,중식 음식점업,1656000
2018-02,도두이동,한식 음식점업,56265200
2018-02,도두일동,기타 외국식 음식점업,51000
2018-02,도두일동,비알콜 음료점업,11272960
2018-02,도두일동,빵 및 과자류 소매업,568700
2018-02,도두일동,서양식 음식점업,12439290
2018-02,도두일동,일식 음식점업,95038500
2018-02,도두일동,중식 음식점업,906500
2018-02,도두일동,한식 음식점업,259824475
2018-02,도련이동,기타 외국식 음식점업,0
2018-02,도련이동,비알콜 음료점업,212500
2018-02,도련이동,빵 및 과자류 소매업,11906460
2018-02,도련이동,서양식 음식점업,0
2018-02,도련이동,일식 음식점업,0
2018-02,도련이동,중식 음식점업,6301000
2018-02,도련이동,한식 음식점업,15937000
2018-02,도련일동,기타 외국식 음식점업,6372600
2018-02,도련일동,비알콜 음료점업,11619510
2018-02,도련일동,빵 및 과자류 소매업,17809030
2018-02,도련일동,서양식 음식점업,7522500
2018-02,도련일동,일식 음식점업,0
2018-02,도련일동,중식 음식점업,26871500
2018-02,도련일동,한식 음식점업,151756041
2018-02,도순동,기타 외국식 음식점업,0
2018-02,도순동,비알콜 음료점업,0
2018-02,도순동,빵 및 과자류 소매업,0
2018-02,도순동,서양식 음식점업,0
2018-02,도순동,일식 음식점업,0
2018-02,도순동,중식 음식점업,1972000
2018-02,도순동,한식 음식점업,11416000
2018-02,도평동,기타 외국식 음식점업,0
2018-02,도평동,비알콜 음료점업,36300
2018-02,도평동,빵 및 과자류 소매업,0
2018-02,도평동,서양식 음식점업,8441900
2018-02,도평동,일식 음식점업,0
2018-02,도평동,중식 음식점업,0
2018-02,도평동,한식 음식점업,211100
2018-02,동홍동,기타 외국식 음식점업,28216000
2018-02,동홍동,비알콜 음료점업,18970050
2018-02,동홍동,빵 및 과자류 소매업,44210150
2018-02,동홍동,서양식 음식점업,32800420
2018-02,동홍동,일식 음식점업,84098500
2018-02,동홍동,중식 음식점업,19240500
2018-02,동홍동,한식 음식점업,639070380
2018-02,법환동,기타 외국식 음식점업,31955700
2018-02,법환동,비알콜 음료점업,8262000
2018-02,법환동,빵 및 과자류 소매업,14469510
2018-02,법환동,서양식 음식점업,34765484
2018-02,법환동,일식 음식점업,31504000
2018-02,법환동,중식 음식점업,15955900
2018-02,법환동,한식 음식점업,226688742
2018-02,보목동,기타 외국식 음식점업,0
2018-02,보목동,비알콜 음료점업,0
2018-02,보목동,빵 및 과자류 소매업,0
2018-02,보목동,서양식 음식점업,1502800
2018-02,보목동,일식 음식점업,2750000
2018-02,보목동,중식 음식점업,6707700
2018-02,보목동,한식 음식점업,14271000
2018-02,봉개동,기타 외국식 음식점업,10489600
2018-02,봉개동,비알콜 음료점업,3630300
2018-02,봉개동,빵 및 과자류 소매업,2917800
2018-02,봉개동,서양식 음식점업,1404400
2018-02,봉개동,일식 음식점업,0
2018-02,봉개동,중식 음식점업,6320000
2018-02,봉개동,한식 음식점업,84868600
2018-02,삼도이동,기타 외국식 음식점업,18014000
2018-02,삼도이동,비알콜 음료점업,1028400
2018-02,삼도이동,빵 및 과자류 소매업,16581403
2018-02,삼도이동,서양식 음식점업,27273110
2018-02,삼도이동,일식 음식점업,14957000
2018-02,삼도이동,중식 음식점업,23057000
2018-02,삼도이동,한식 음식점업,555172078
2018-02,삼도일동,기타 외국식 음식점업,5004500
2018-02,삼도일동,비알콜 음료점업,2136000
2018-02,삼도일동,빵 및 과자류 소매업,33777030
2018-02,삼도일동,서양식 음식점업,9934660
2018-02,삼도일동,일식 음식점업,33486500
2018-02,삼도일동,중식 음식점업,18019000
2018-02,삼도일동,한식 음식점업,313340236
2018-02,삼양삼동,기타 외국식 음식점업,0
2018-02,삼양삼동,비알콜 음료점업,194500
2018-02,삼양삼동,빵 및 과자류 소매업,0
2018-02,삼양삼동,서양식 음식점업,146000
2018-02,삼양삼동,일식 음식점업,0
2018-02,삼양삼동,중식 음식점업,0
2018-02,삼양삼동,한식 음식점업,30255515
