년월,읍면동명,업종명,이용금액
2019-05,남원읍,빵 및 과자류 소매업,14949548
2019-05,남원읍,서양식 음식점업,84781210
2019-05,남원읍,일식 음식점업,80365000
2019-05,남원읍,중식 음식점업,18780000
2019-05,남원읍,한식 음식점업,511663101
2019-05,내도동,기타 외국식 음식점업,0
2019-05,내도동,비알콜 음료점업,3120750
2019-05,내도동,빵 및 과자류 소매업,4190600
2019-05,내도동,서양식 음식점업,12000
2019-05,내도동,일식 음식점업,2890000
2019-05,내도동,중식 음식점업,7432500
2019-05,내도동,한식 음식점업,13773050
2019-05,노형동,기타 외국식 음식점업,81230000
2019-05,노형동,비알콜 음료점업,151364320
2019-05,노형동,빵 및 과자류 소매업,205946266
2019-05,노형동,서양식 음식점업,341609066
2019-05,노형동,일식 음식점업,373993610
2019-05,노형동,중식 음식점업,177748900
2019-05,노형동,한식 음식점업,3924496990
2019-05,대정읍,기타 외국식 음식점업,3512695
2019-05,대정읍,비알콜 음료점업,29775360
2019-05,대정읍,빵 및 과자류 소매업,104281190
2019-05,대정읍,서양식 음식점업,117448865
2019-05,대정읍,일식 음식점업,94408150
2019-05,대정읍,중식 음식점업,98428494
2019-05,대정읍,한식 음식점업,1164126305
2019-05,대포동,기타 외국식 음식점업,0
2019-05,대포동,비알콜 음료점업,0
2019-05,대포동,빵 및 과자류 소매업,0
2019-05,대포동,서양식 음식점업,75682500
2019-05,대포동,일식 음식점업,117984500
2019-05,대포동,중식 음식점업,21218000
2019-05,대포동,한식 음식점업,178031700
2019-05,도남동,기타 외국식 음식점업,30530250
2019-05,도남동,비알콜 음료점업,34226030
2019-05,도남동,빵 및 과자류 소매업,80525315
2019-05,도남동,서양식 음식점업,33610300
2019-05,도남동,일식 음식점업,40831000
2019-05,도남동,중식 음식점업,24062036
2019-05,도남동,한식 음식점업,911538363
2019-05,도두이동,기타 외국식 음식점업,0
2019-05,도두이동,비알콜 음료점업,0
2019-05,도두이동,빵 및 과자류 소매업,0
2019-05,도두이동,서양식 음식점업,5114100
2019-05,도두이동,일식 음식점업,54391000
2019-05,도두이동,중식 음식점업,0
2019-05,도두이동,한식 음식점업,95584700
2019-05,도두일동,기타 외국식 음식점업,179000
2019-05,도두일동,비알콜 음료점업,12212220
2019-05,도두일동,빵 및 과자류 소매업,359700
2019-05,도두일동,서양식 음식점업,11189200
2019-05,도두일동,일식 음식점업,176417426
2019-05,도두일동,중식 음식점업,5140500
2019-05,도두일동,한식 음식점업,390813306
2019-05,도련이동,기타 외국식 음식점업,7344000
2019-05,도련이동,비알콜 음료점업,0
2019-05,도련이동,빵 및 과자류 소매업,10531070
2019-05,도련이동,서양식 음식점업,0
2019-05,도련이동,일식 음식점업,4857000
2019-05,도련이동,중식 음식점업,10081000
2019-05,도련이동,한식 음식점업,30714525
2019-05,도련일동,기타 외국식 음식점업,8532250
2019-05,도련일동,비알콜 음료점업,27296400
2019-05,도련일동,빵 및 과자류 소매업,25559680
2019-05,도련일동,서양식 음식점업,18543700
2019-05,도련일동,일식 음식점업,13823700
2019-05,도련일동,중식 음식점업,24681000
2019-05,도련일동,한식 음식점업,215107971
2019-05,도순동,기타 외국식 음식점업,0
2019-05,도순동,비알콜 음료점업,0
2019-05,도순동,빵 및 과자류 소매업,0
2019-05,도순동,서양식 음식점업,0
2019-05,도순동,일식 음식점업,0
2019-05,도순동,중식 음식점업,2587000
2019-05,도순동,한식 음식점업,11459033
2019-05,도평동,기타 외국식 음식점업,0
2019-05,도평동,비알콜 음료점업,0
2019-05,도평동,빵 및 과자류 소매업,0
2019-05,도평동,서양식 음식점업,5871020
2019-05,도평동,일식 음식점업,0
2019-05,도평동,중식 음식점업,0
2019-05,도평동,한식 음식점업,1586600
2019-05,동홍동,기타 외국식 음식점업,66285200
2019-05,동홍동,비알콜 음료점업,27974950
2019-05,동홍동,빵 및 과자류 소매업,37678820
2019-05,동홍동,서양식 음식점업,30167020
2019-05,동홍동,일식 음식점업,103206000
2019-05,동홍동,중식 음식점업,13966500
2019-05,동홍동,한식 음식점업,788868300
2019-05,법환동,기타 외국식 음식점업,37687800
2019-05,법환동,비알콜 음료점업,15848010
2019-05,법환동,빵 및 과자류 소매업,18731690
2019-05,법환동,서양식 음식점업,55238350
2019-05,법환동,일식 음식점업,47216000
2019-05,법환동,중식 음식점업,12164100
2019-05,법환동,한식 음식점업,307758150
2019-05,보목동,기타 외국식 음식점업,0
2019-05,보목동,비알콜 음료점업,452000
2019-05,보목동,빵 및 과자류 소매업,0
2019-05,보목동,서양식 음식점업,943300
2019-05,보목동,일식 음식점업,36095000
2019-05,보목동,중식 음식점업,8658500
2019-05,보목동,한식 음식점업,91596800
2019-05,봉개동,기타 외국식 음식점업,15655800
2019-05,봉개동,비알콜 음료점업,6795100
2019-05,봉개동,빵 및 과자류 소매업,5742800
2019-05,봉개동,서양식 음식점업,1683900
2019-05,봉개동,일식 음식점업,0
2019-05,봉개동,중식 음식점업,6959000
2019-05,봉개동,한식 음식점업,136446689
2019-05,삼도이동,기타 외국식 음식점업,23899335
2019-05,삼도이동,비알콜 음료점업,1397500
2019-05,삼도이동,빵 및 과자류 소매업,12531000
2019-05,삼도이동,서양식 음식점업,37599440
2019-05,삼도이동,일식 음식점업,13099500
2019-05,삼도이동,중식 음식점업,28134000
2019-05,삼도이동,한식 음식점업,731893882
2019-05,삼도일동,기타 외국식 음식점업,6192700
2019-05,삼도일동,비알콜 음료점업,6589700
2019-05,삼도일동,빵 및 과자류 소매업,28633260
2019-05,삼도일동,서양식 음식점업,15585540
2019-05,삼도일동,일식 음식점업,26203500
2019-05,삼도일동,중식 음식점업,31275000
2019-05,삼도일동,한식 음식점업,350439415
2019-05,삼양삼동,기타 외국식 음식점업,0
2019-05,삼양삼동,비알콜 음료점업,267270
2019-05,삼양삼동,빵 및 과자류 소매업,0
2019-05,삼양삼동,서양식 음식점업,127300
2019-05,삼양삼동,일식 음식점업,0
2019-05,삼양삼동,중식 음식점업,0
2019-05,삼양삼동,한식 음식점업,29569500
2019-05,삼양이동,기타 외국식 음식점업,6501000
2019-05,삼양이동,비알콜 음료점업,13640480
2019-05,삼양이동,빵 및 과자류 소매업,17709910
2019-05,삼양이동,서양식 음식점업,16652000
2019-05,삼양이동,일식 음식점업,5505000
2019-05,삼양이동,중식 음식점업,25329300
2019-05,삼양이동,한식 음식점업,289108545
2019-05,삼양일동,기타 외국식 음식점업,0
2019-05,삼양일동,비알콜 음료점업,3409100
2019-05,삼양일동,빵 및 과자류 소매업,50000
2019-05,삼양일동,서양식 음식점업,13923800
2019-05,삼양일동,일식 음식점업,8731000
2019-05,삼양일동,중식 음식점업,0
2019-05,삼양일동,한식 음식점업,94984000
2019-05,상예동,기타 외국식 음식점업,0
2019-05,상예동,비알콜 음료점업,0
2019-05,상예동,빵 및 과자류 소매업,0
2019-05,상예동,서양식 음식점업,3883000
2019-05,상예동,일식 음식점업,0
2019-05,상예동,중식 음식점업,0
2019-05,상예동,한식 음식점업,149341700
2019-05,상효동,기타 외국식 음식점업,0
2019-05,상효동,비알콜 음료점업,0
2019-05,상효동,빵 및 과자류 소매업,0
2019-05,상효동,서양식 음식점업,534500
2019-05,상효동,일식 음식점업,0
2019-05,상효동,중식 음식점업,0
2019-05,상효동,한식 음식점업,41054000
2019-05,색달동,기타 외국식 음식점업,0
2019-05,색달동,비알콜 음료점업,10059600
2019-05,색달동,빵 및 과자류 소매업,10719650
2019-05,색달동,서양식 음식점업,215479150
2019-05,색달동,일식 음식점업,30139200
2019-05,색달동,중식 음식점업,12362150
2019-05,색달동,한식 음식점업,894851760
2019-05,서귀동,기타 외국식 음식점업,38756500
2019-05,서귀동,비알콜 음료점업,65187200
2019-05,서귀동,빵 및 과자류 소매업,117877790
2019-05,서귀동,서양식 음식점업,158163871
2019-05,서귀동,일식 음식점업,476096200
2019-05,서귀동,중식 음식점업,74572300
2019-05,서귀동,한식 음식점업,1607476874
2019-05,서호동,기타 외국식 음식점업,13795000
2019-05,서호동,비알콜 음료점업,16078930
2019-05,서호동,빵 및 과자류 소매업,24528770
2019-05,서호동,서양식 음식점업,27191600
2019-05,서호동,일식 음식점업,13370000
2019-05,서호동,중식 음식점업,19158001
2019-05,서호동,한식 음식점업,341378638
2019-05,서홍동,기타 외국식 음식점업,13456000
2019-05,서홍동,비알콜 음료점업,19290400
2019-05,서홍동,빵 및 과자류 소매업,10485320
2019-05,서홍동,서양식 음식점업,35725050
2019-05,서홍동,일식 음식점업,6869700
2019-05,서홍동,중식 음식점업,18099000
2019-05,서홍동,한식 음식점업,264243800
2019-05,성산읍,기타 외국식 음식점업,31464016
2019-05,성산읍,비알콜 음료점업,43911106
2019-05,성산읍,빵 및 과자류 소매업,57220080
2019-05,성산읍,서양식 음식점업,89370030
2019-05,성산읍,일식 음식점업,72515400
2019-05,성산읍,중식 음식점업,50059220
2019-05,성산읍,한식 음식점업,1436373143
2019-05,신효동,기타 외국식 음식점업,0
2019-05,신효동,비알콜 음료점업,0
2019-05,신효동,빵 및 과자류 소매업,0
2019-05,신효동,서양식 음식점업,1124000
2019-05,신효동,일식 음식점업,3532900
2019-05,신효동,중식 음식점업,0
2019-05,신효동,한식 음식점업,27595900
2019-05,아라이동,기타 외국식 음식점업,22048600
2019-05,아라이동,비알콜 음료점업,34549280
2019-05,아라이동,빵 및 과자류 소매업,37016000
2019-05,아라이동,서양식 음식점업,151205950
2019-05,아라이동,일식 음식점업,96871380
2019-05,아라이동,중식 음식점업,27875000
2019-05,아라이동,한식 음식점업,572159400
2019-05,아라일동,기타 외국식 음식점업,20528300
2019-05,아라일동,비알콜 음료점업,43539110
2019-05,아라일동,빵 및 과자류 소매업,90601490
2019-05,아라일동,서양식 음식점업,146002533
2019-05,아라일동,일식 음식점업,66408000
2019-05,아라일동,중식 음식점업,83702600
2019-05,아라일동,한식 음식점업,1048961446
2019-05,안덕면,기타 외국식 음식점업,20952000
2019-05,안덕면,비알콜 음료점업,27474540
2019-05,안덕면,빵 및 과자류 소매업,17196700
2019-05,안덕면,서양식 음식점업,386896050
2019-05,안덕면,일식 음식점업,23938500
2019-05,안덕면,중식 음식점업,28498400
2019-05,안덕면,한식 음식점업,1095426550
2019-05,애월읍,기타 외국식 음식점업,36021316
2019-05,애월읍,비알콜 음료점업,68386750
2019-05,애월읍,빵 및 과자류 소매업,51270240
2019-05,애월읍,서양식 음식점업,386896270
2019-05,애월읍,일식 음식점업,90125110
2019-05,애월읍,중식 음식점업,60643500
2019-05,애월읍,한식 음식점업,1742397751
2019-05,연동,기타 외국식 음식점업,127525800
2019-05,연동,비알콜 음료점업,156461000
2019-05,연동,빵 및 과자류 소매업,181974300
2019-05,연동,서양식 음식점업,415199000
2019-05,연동,일식 음식점업,360996036
2019-05,연동,중식 음식점업,224230608
2019-05,연동,한식 음식점업,4485432722
2019-05,영남동,기타 외국식 음식점업,0
2019-05,영남동,비알콜 음료점업,0
2019-05,영남동,빵 및 과자류 소매업,0
2019-05,영남동,서양식 음식점업,0
2019-05,영남동,일식 음식점업,0
2019-05,영남동,중식 음식점업,0
2019-05,영남동,한식 음식점업,0
2019-05,영평동,기타 외국식 음식점업,0
2019-05,영평동,비알콜 음료점업,4730720
2019-05,영평동,빵 및 과자류 소매업,8749860
2019-05,영평동,서양식 음식점업,15875500
2019-05,영평동,일식 음식점업,25659000
2019-05,영평동,중식 음식점업,0
2019-05,영평동,한식 음식점업,46861000
2019-05,오등동,기타 외국식 음식점업,0
2019-05,오등동,비알콜 음료점업,0
2019-05,오등동,빵 및 과자류 소매업,0
2019-05,오등동,서양식 음식점업,3215630
2019-05,오등동,일식 음식점업,0
2019-05,오등동,중식 음식점업,0
2019-05,오등동,한식 음식점업,83344600
2019-05,오라삼동,기타 외국식 음식점업,0
2019-05,오라삼동,비알콜 음료점업,0
2019-05,오라삼동,빵 및 과자류 소매업,7703850
2019-05,오라삼동,서양식 음식점업,3752520
2019-05,오라삼동,일식 음식점업,1504000
2019-05,오라삼동,중식 음식점업,0
2019-05,오라삼동,한식 음식점업,106008200
2019-05,오라이동,기타 외국식 음식점업,0
2019-05,오라이동,비알콜 음료점업,40147480
2019-05,오라이동,빵 및 과자류 소매업,17676950
2019-05,오라이동,서양식 음식점업,17650960
2019-05,오라이동,일식 음식점업,16631600
2019-05,오라이동,중식 음식점업,0
2019-05,오라이동,한식 음식점업,281255030
2019-05,오라일동,기타 외국식 음식점업,2518500
2019-05,오라일동,비알콜 음료점업,7867560
2019-05,오라일동,빵 및 과자류 소매업,2004600
2019-05,오라일동,서양식 음식점업,9885700
2019-05,오라일동,일식 음식점업,3994000
2019-05,오라일동,중식 음식점업,10152000
2019-05,오라일동,한식 음식점업,453367844
2019-05,외도이동,기타 외국식 음식점업,0
2019-05,외도이동,비알콜 음료점업,2548000
2019-05,외도이동,빵 및 과자류 소매업,255000
2019-05,외도이동,서양식 음식점업,10613000
2019-05,외도이동,일식 음식점업,20946000
2019-05,외도이동,중식 음식점업,714500
2019-05,외도이동,한식 음식점업,72951400
2019-05,외도일동,기타 외국식 음식점업,21115200
2019-05,외도일동,비알콜 음료점업,7298000
2019-05,외도일동,빵 및 과자류 소매업,53653970
2019-05,외도일동,서양식 음식점업,50965620
2019-05,외도일동,일식 음식점업,22724400
2019-05,외도일동,중식 음식점업,34475000
2019-05,외도일동,한식 음식점업,599928016
2019-05,용담삼동,기타 외국식 음식점업,4752000
2019-05,용담삼동,비알콜 음료점업,41545870
2019-05,용담삼동,빵 및 과자류 소매업,13557030
2019-05,용담삼동,서양식 음식점업,68551100
2019-05,용담삼동,일식 음식점업,127910940
2019-05,용담삼동,중식 음식점업,5342500
2019-05,용담삼동,한식 음식점업,599327300
2019-05,용담이동,기타 외국식 음식점업,132000
2019-05,용담이동,비알콜 음료점업,125571460
2019-05,용담이동,빵 및 과자류 소매업,51132730
2019-05,용담이동,서양식 음식점업,75561170
2019-05,용담이동,일식 음식점업,121908500
2019-05,용담이동,중식 음식점업,61637500
2019-05,용담이동,한식 음식점업,804356606
2019-05,용담일동,기타 외국식 음식점업,1242000
2019-05,용담일동,비알콜 음료점업,2486500
2019-05,용담일동,빵 및 과자류 소매업,16239561
2019-05,용담일동,서양식 음식점업,6889500
2019-05,용담일동,일식 음식점업,66884500
2019-05,용담일동,중식 음식점업,12291500
2019-05,용담일동,한식 음식점업,355707932
2019-05,우도면,기타 외국식 음식점업,0
2019-05,우도면,비알콜 음료점업,26110351
2019-05,우도면,빵 및 과자류 소매업,19172350
2019-05,우도면,서양식 음식점업,38564600
2019-05,우도면,일식 음식점업,6925000
2019-05,우도면,중식 음식점업,7473500
2019-05,우도면,한식 음식점업,222992526
2019-05,월평동,기타 외국식 음식점업,0
2019-05,월평동,비알콜 음료점업,2484000
2019-05,월평동,빵 및 과자류 소매업,0
2019-05,월평동,서양식 음식점업,1956000
2019-05,월평동,일식 음식점업,0
2019-05,월평동,중식 음식점업,0
2019-05,월평동,한식 음식점업,38342000
2019-05,이도이동,기타 외국식 음식점업,47289500
2019-05,이도이동,비알콜 음료점업,163580925
2019-05,이도이동,빵 및 과자류 소매업,140661310
2019-05,이도이동,서양식 음식점업,230593890
2019-05,이도이동,일식 음식점업,228057000
2019-05,이도이동,중식 음식점업,90564800
2019-05,이도이동,한식 음식점업,2723597443
2019-05,이도일동,기타 외국식 음식점업,5231200
2019-05,이도일동,비알콜 음료점업,19460730
2019-05,이도일동,빵 및 과자류 소매업,41771420
2019-05,이도일동,서양식 음식점업,31418900
2019-05,이도일동,일식 음식점업,31514500
2019-05,이도일동,중식 음식점업,49420500
2019-05,이도일동,한식 음식점업,373885853
2019-05,이호이동,기타 외국식 음식점업,2374000
2019-05,이호이동,비알콜 음료점업,2127370
2019-05,이호이동,빵 및 과자류 소매업,2676020
2019-05,이호이동,서양식 음식점업,559420
2019-05,이호이동,일식 음식점업,3282000
2019-05,이호이동,중식 음식점업,10241000
2019-05,이호이동,한식 음식점업,136503000
2019-05,이호일동,기타 외국식 음식점업,0
2019-05,이호일동,비알콜 음료점업,4878610
2019-05,이호일동,빵 및 과자류 소매업,1147500
2019-05,이호일동,서양식 음식점업,15215470
2019-05,이호일동,일식 음식점업,0
2019-05,이호일동,중식 음식점업,0
2019-05,이호일동,한식 음식점업,70030600
2019-05,일도이동,기타 외국식 음식점업,50456300
2019-05,일도이동,비알콜 음료점업,28418980
2019-05,일도이동,빵 및 과자류 소매업,125036034
2019-05,일도이동,서양식 음식점업,36398090
2019-05,일도이동,일식 음식점업,119219600
2019-05,일도이동,중식 음식점업,33193000
2019-05,일도이동,한식 음식점업,1292662965
2019-05,일도일동,기타 외국식 음식점업,5004000
2019-05,일도일동,비알콜 음료점업,23653530
2019-05,일도일동,빵 및 과자류 소매업,29290300
2019-05,일도일동,서양식 음식점업,40070170
2019-05,일도일동,일식 음식점업,59666015
2019-05,일도일동,중식 음식점업,17243000
2019-05,일도일동,한식 음식점업,371796529
2019-05,조천읍,기타 외국식 음식점업,12184300
2019-05,조천읍,비알콜 음료점업,24704930
2019-05,조천읍,빵 및 과자류 소매업,99657620
2019-05,조천읍,서양식 음식점업,114443940
2019-05,조천읍,일식 음식점업,137077500
2019-05,조천읍,중식 음식점업,52417322
2019-05,조천읍,한식 음식점업,1575412172
2019-05,중문동,기타 외국식 음식점업,19112000
2019-05,중문동,비알콜 음료점업,8352310
2019-05,중문동,빵 및 과자류 소매업,55309310
2019-05,중문동,서양식 음식점업,101567920
2019-05,중문동,일식 음식점업,57160500
2019-05,중문동,중식 음식점업,28811200
2019-05,중문동,한식 음식점업,689908386
2019-05,추자면,기타 외국식 음식점업,0
2019-05,추자면,비알콜 음료점업,1518500
2019-05,추자면,빵 및 과자류 소매업,0
2019-05,추자면,서양식 음식점업,545500
2019-05,추자면,일식 음식점업,0
2019-05,추자면,중식 음식점업,2666000
2019-05,추자면,한식 음식점업,74122035
2019-05,토평동,기타 외국식 음식점업,0
2019-05,토평동,비알콜 음료점업,5083400
2019-05,토평동,빵 및 과자류 소매업,6584140
2019-05,토평동,서양식 음식점업,22978182
2019-05,토평동,일식 음식점업,0
2019-05,토평동,중식 음식점업,21544500
2019-05,토평동,한식 음식점업,293347948
2019-05,표선면,기타 외국식 음식점업,2695014
2019-05,표선면,비알콜 음료점업,18001500
2019-05,표선면,빵 및 과자류 소매업,23359040
2019-05,표선면,서양식 음식점업,46909730
2019-05,표선면,일식 음식점업,83557000
2019-05,표선면,중식 음식점업,32094000
2019-05,표선면,한식 음식점업,890285286
2019-05,하예동,기타 외국식 음식점업,3018000
2019-05,하예동,비알콜 음료점업,24800
2019-05,하예동,빵 및 과자류 소매업,0
2019-05,하예동,서양식 음식점업,63588309
2019-05,하예동,일식 음식점업,3769000
2019-05,하예동,중식 음식점업,4073000
2019-05,하예동,한식 음식점업,50180700
2019-05,하원동,기타 외국식 음식점업,0
2019-05,하원동,비알콜 음료점업,0
2019-05,하원동,빵 및 과자류 소매업,0
2019-05,하원동,서양식 음식점업,1875400
2019-05,하원동,일식 음식점업,0
2019-05,하원동,중식 음식점업,0
2019-05,하원동,한식 음식점업,72502600
2019-05,하효동,기타 외국식 음식점업,16000
2019-05,하효동,비알콜 음료점업,3239850
2019-05,하효동,빵 및 과자류 소매업,6820150
2019-05,하효동,서양식 음식점업,39091800
2019-05,하효동,일식 음식점업,5641000
2019-05,하효동,중식 음식점업,18978500
2019-05,하효동,한식 음식점업,101428840
2019-05,한경면,기타 외국식 음식점업,424000
2019-05,한경면,비알콜 음료점업,4020100
2019-05,한경면,빵 및 과자류 소매업,4780200
2019-05,한경면,서양식 음식점업,51984250
2019-05,한경면,일식 음식점업,21528500
2019-05,한경면,중식 음식점업,25018400
2019-05,한경면,한식 음식점업,351565584
2019-05,한림읍,기타 외국식 음식점업,19188500
2019-05,한림읍,비알콜 음료점업,19220700
2019-05,한림읍,빵 및 과자류 소매업,51073477
2019-05,한림읍,서양식 음식점업,173958500
2019-05,한림읍,일식 음식점업,113021750
2019-05,한림읍,중식 음식점업,59248600
2019-05,한림읍,한식 음식점업,1244789393
2019-05,해안동,기타 외국식 음식점업,0
2019-05,해안동,비알콜 음료점업,0
2019-05,해안동,빵 및 과자류 소매업,957000
2019-05,해안동,서양식 음식점업,12838550
2019-05,해안동,일식 음식점업,0
2019-05,해안동,중식 음식점업,0
2019-05,해안동,한식 음식점업,53481990
2019-05,호근동,기타 외국식 음식점업,0
2019-05,호근동,비알콜 음료점업,0
2019-05,호근동,빵 및 과자류 소매업,0
2019-05,호근동,서양식 음식점업,10132300
2019-05,호근동,일식 음식점업,6762000
2019-05,호근동,중식 음식점업,0
2019-05,호근동,한식 음식점업,65304900
2019-05,화북이동,기타 외국식 음식점업,0
2019-05,화북이동,비알콜 음료점업,0
2019-05,화북이동,빵 및 과자류 소매업,2941400
2019-05,화북이동,서양식 음식점업,0
2019-05,화북이동,일식 음식점업,0
2019-05,화북이동,중식 음식점업,3482000
2019-05,화북이동,한식 음식점업,72792300
2019-05,화북일동,기타 외국식 음식점업,41610064
2019-05,화북일동,비알콜 음료점업,23396100
2019-05,화북일동,빵 및 과자류 소매업,58342651
2019-05,화북일동,서양식 음식점업,17554100
2019-05,화북일동,일식 음식점업,24143500
2019-05,화북일동,중식 음식점업,26198414
2019-05,화북일동,한식 음식점업,584310620
2019-05,회수동,기타 외국식 음식점업,4581000
2019-05,회수동,비알콜 음료점업,0
2019-05,회수동,빵 및 과자류 소매업,0
2019-05,회수동,서양식 음식점업,6992960
2019-05,회수동,일식 음식점업,0
2019-05,회수동,중식 음식점업,0
2019-05,회수동,한식 음식점업,53567500
2019-05,회천동,기타 외국식 음식점업,0
2019-05,회천동,비알콜 음료점업,0
2019-05,회천동,빵 및 과자류 소매업,0
2019-05,회천동,서양식 음식점업,7537400
2019-05,회천동,일식 음식점업,0
2019-05,회천동,중식 음식점업,0
2019-05,회천동,한식 음식점업,1959000
2019-06,강정동,기타 외국식 음식점업,24553200
2019-06,강정동,비알콜 음료점업,16014520
2019-06,강정동,빵 및 과자류 소매업,43599190
2019-06,강정동,서양식 음식점업,51151480
2019-06,강정동,일식 음식점업,68769000
2019-06,강정동,중식 음식점업,6971000
2019-06,강정동,한식 음식점업,433301900
2019-06,건입동,기타 외국식 음식점업,7133280
2019-06,건입동,비알콜 음료점업,26276670
2019-06,건입동,빵 및 과자류 소매업,44337030
2019-06,건입동,서양식 음식점업,61970971
2019-06,건입동,일식 음식점업,98920300
2019-06,건입동,중식 음식점업,14783500
2019-06,건입동,한식 음식점업,689331246
2019-06,구좌읍,기타 외국식 음식점업,0
2019-06,구좌읍,비알콜 음료점업,49473590
2019-06,구좌읍,빵 및 과자류 소매업,5307000
2019-06,구좌읍,서양식 음식점업,226906240
2019-06,구좌읍,일식 음식점업,64552500
2019-06,구좌읍,중식 음식점업,28373500
2019-06,구좌읍,한식 음식점업,1018093795
2019-06,남원읍,기타 외국식 음식점업,2300000
2019-06,남원읍,비알콜 음료점업,10857500
2019-06,남원읍,빵 및 과자류 소매업,12876510
2019-06,남원읍,서양식 음식점업,81416320
2019-06,남원읍,일식 음식점업,71418500
2019-06,남원읍,중식 음식점업,19665000
2019-06,남원읍,한식 음식점업,488732651
2019-06,내도동,기타 외국식 음식점업,0
2019-06,내도동,비알콜 음료점업,1635750
2019-06,내도동,빵 및 과자류 소매업,5198000
2019-06,내도동,서양식 음식점업,1019000
2019-06,내도동,일식 음식점업,1656000
2019-06,내도동,중식 음식점업,6683000
2019-06,내도동,한식 음식점업,19915500
2019-06,노형동,기타 외국식 음식점업,75412300
2019-06,노형동,비알콜 음료점업,156204653
2019-06,노형동,빵 및 과자류 소매업,195911800
2019-06,노형동,서양식 음식점업,325377176
2019-06,노형동,일식 음식점업,351955090
2019-06,노형동,중식 음식점업,168104900
2019-06,노형동,한식 음식점업,3836644341
2019-06,대정읍,기타 외국식 음식점업,3302000
2019-06,대정읍,비알콜 음료점업,23791930
2019-06,대정읍,빵 및 과자류 소매업,95181290
2019-06,대정읍,서양식 음식점업,101452220
2019-06,대정읍,일식 음식점업,76580000
2019-06,대정읍,중식 음식점업,80992818
2019-06,대정읍,한식 음식점업,1044853690
2019-06,대포동,기타 외국식 음식점업,0
2019-06,대포동,비알콜 음료점업,0
2019-06,대포동,빵 및 과자류 소매업,0
2019-06,대포동,서양식 음식점업,77113400
2019-06,대포동,일식 음식점업,128179500
2019-06,대포동,중식 음식점업,21645000
2019-06,대포동,한식 음식점업,169533000
2019-06,도남동,기타 외국식 음식점업,31023250
2019-06,도남동,비알콜 음료점업,29136480
2019-06,도남동,빵 및 과자류 소매업,73465630
2019-06,도남동,서양식 음식점업,31821350
2019-06,도남동,일식 음식점업,54441000
2019-06,도남동,중식 음식점업,25057500
2019-06,도남동,한식 음식점업,820718450
2019-06,도두이동,기타 외국식 음식점업,0
2019-06,도두이동,비알콜 음료점업,0
2019-06,도두이동,빵 및 과자류 소매업,0
2019-06,도두이동,서양식 음식점업,8069700
2019-06,도두이동,일식 음식점업,42247000
2019-06,도두이동,중식 음식점업,0
2019-06,도두이동,한식 음식점업,75584000
2019-06,도두일동,기타 외국식 음식점업,289000
2019-06,도두일동,비알콜 음료점업,7836100
2019-06,도두일동,빵 및 과자류 소매업,208500
2019-06,도두일동,서양식 음식점업,17044400
2019-06,도두일동,일식 음식점업,183764100
2019-06,도두일동,중식 음식점업,7101500
2019-06,도두일동,한식 음식점업,393946700
2019-06,도련이동,기타 외국식 음식점업,5487000
2019-06,도련이동,비알콜 음료점업,400000
2019-06,도련이동,빵 및 과자류 소매업,10211250
2019-06,도련이동,서양식 음식점업,0
2019-06,도련이동,일식 음식점업,4286000
2019-06,도련이동,중식 음식점업,8153600
2019-06,도련이동,한식 음식점업,31608500
2019-06,도련일동,기타 외국식 음식점업,7432800
2019-06,도련일동,비알콜 음료점업,26527520
2019-06,도련일동,빵 및 과자류 소매업,24791850
2019-06,도련일동,서양식 음식점업,23683500
2019-06,도련일동,일식 음식점업,14907000
2019-06,도련일동,중식 음식점업,21915000
2019-06,도련일동,한식 음식점업,193703700
2019-06,도순동,기타 외국식 음식점업,0
2019-06,도순동,비알콜 음료점업,0
2019-06,도순동,빵 및 과자류 소매업,0
2019-06,도순동,서양식 음식점업,0
2019-06,도순동,일식 음식점업,0
2019-06,도순동,중식 음식점업,4045000
2019-06,도순동,한식 음식점업,10036000
2019-06,도평동,기타 외국식 음식점업,0
2019-06,도평동,비알콜 음료점업,0
2019-06,도평동,빵 및 과자류 소매업,0
2019-06,도평동,서양식 음식점업,8646100
2019-06,도평동,일식 음식점업,0
2019-06,도평동,중식 음식점업,0
2019-06,도평동,한식 음식점업,3302000
2019-06,동홍동,기타 외국식 음식점업,61552316
2019-06,동홍동,비알콜 음료점업,28448040
2019-06,동홍동,빵 및 과자류 소매업,35240650
2019-06,동홍동,서양식 음식점업,35758240
2019-06,동홍동,일식 음식점업,88976000
2019-06,동홍동,중식 음식점업,14483000
2019-06,동홍동,한식 음식점업,780291151
2019-06,법환동,기타 외국식 음식점업,24208200
2019-06,법환동,비알콜 음료점업,15952300
2019-06,법환동,빵 및 과자류 소매업,18184840
2019-06,법환동,서양식 음식점업,59645355
2019-06,법환동,일식 음식점업,41545500
2019-06,법환동,중식 음식점업,11849300
2019-06,법환동,한식 음식점업,284570850
2019-06,보목동,기타 외국식 음식점업,0
2019-06,보목동,비알콜 음료점업,536100
2019-06,보목동,빵 및 과자류 소매업,0
2019-06,보목동,서양식 음식점업,2241250
2019-06,보목동,일식 음식점업,31660300
2019-06,보목동,중식 음식점업,9116900
2019-06,보목동,한식 음식점업,83188970
2019-06,봉개동,기타 외국식 음식점업,13775300
2019-06,봉개동,비알콜 음료점업,5952000
2019-06,봉개동,빵 및 과자류 소매업,6423700
