사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
백패커스홈,관광사업자,관광숙박업,20141211,,영업/정상,,,,,1183.71,제주특별자치도 서귀포시 서귀동 315 - 3,제주특별자치도 서귀포시 중정로 24-7 (서귀동),,문화정보교류장소,2019-06-15 02:21:11
케이관광호텔,관광사업자,관광숙박업,20141216,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 251 - 79,,,일반음식점,2019-06-15 02:21:11
TOP팰리스호텔,관광사업자,관광숙박업,20141216,,영업/정상,,,,,4879.2,제주특별자치도 제주시 일도일동 1279 - 5,제주특별자치도 제주시 중앙로 34 (일도일동),,일반음식점,2019-06-15 02:21:11
더포그레이스호텔앤리조트,관광사업자,관광숙박업,20141217,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 시흥리 200,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,,"일반음식점,휴게음식점,야외수영장 등",2019-06-15 02:21:11
M관광호텔,관광사업자,관광숙박업,20141223,,영업/정상,,,,,2731.0,제주특별자치도 제주시 애월읍 신엄리 2735 - 1,,,,2019-06-15 02:21:11
보멘토하우스,관광사업자,관광숙박업,20150102,,영업/정상,,,,,1302.7,제주특별자치도 서귀포시 서귀동 536 - 2,제주특별자치도 서귀포시 태평로439번길 21 (서귀동),,"공동취사장,휴게음식점,일반음식점",2019-06-15 02:21:11
중문빌리지,관광사업자,관광숙박업,20150102,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 하예동 141,제주특별자치도 서귀포시 예래로 270 (하예동),,,2019-06-15 02:21:11
엠버 리조트,관광사업자,관광숙박업,20150112,,영업/정상,,,,,1483.07,제주특별자치도 제주시 노형동 310 - 2,,,일반음식점,2019-06-15 02:21:11
유니 관광호텔,관광사업자,관광숙박업,20150121,,영업/정상,,,,,5811.2,제주특별자치도 제주시 애월읍 구엄리 1216,,,"레스토랑, 커피숍, 연회장, 비지니스룸",2019-06-15 02:21:11
제주 나인 부띠끄호텔,관광사업자,관광숙박업,20150127,,영업/정상,,,,,1440.94,제주특별자치도 서귀포시 서귀동 644 - 1,제주특별자치도 서귀포시 솔동산로10번길 23 (서귀동),,"휴게음식점, 공동취사장",2019-06-15 02:21:11
유나여행사(주),관광사업자,여행업,19900407,,영업/정상,,,,,,제주특별자치도 제주시 삼도일동 533,제주특별자치도 제주시 서사로18길 3 (삼도일동),,,2019-06-15 02:21:11
대해관광여행사(주),관광사업자,여행업,19931007,,영업/정상,,,,,,제주특별자치도 제주시 연동 324 - 14,제주특별자치도 제주시 선덕로8길 5 (연동),,,2019-06-15 02:21:11
모슬포국제항공여행사,관광사업자,여행업,19960909,,영업/정상,,,,,,제주특별자치도 서귀포시 대정읍 하모리 856 - 6,제주특별자치도 서귀포시 대정읍 신영로 127-2,,,2019-06-15 02:21:11
(주)삼성국제여행사,관광사업자,여행업,19970331,,영업/정상,,,,,,제주특별자치도 제주시 노형동 939 306호,"제주특별자치도 제주시 노연로 42, C-306호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
국제여행사(주),관광사업자,여행업,19980328,,영업/정상,,,,,,제주특별자치도 제주시 연동 300 - 4,"제주특별자치도 제주시 신광로 20, 201호 (연동)",,,2019-06-15 02:21:11
대명해외관광(유),관광사업자,여행업,19980409,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 392 - 2 101 101동 803호,"제주특별자치도 제주시 고마로 110, 101동 803호 (일도이동,영도제나빌)",,,2019-06-15 02:21:11
킹여행사(주),관광사업자,여행업,19980522,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 409 - 13,제주특별자치도 제주시 연삼로 505 (이도이동),,,2019-06-15 02:21:11
(주)제주드림여행사,관광사업자,여행업,19991104,,영업/정상,,,,,,제주특별자치도 제주시 도남동 81 - 15,"제주특별자치도 제주시 연삼로 349, 3층 (도남동,한경빌딩)",,,2019-06-15 02:21:11
(주)투어리스트제주,관광사업자,여행업,20120725,,영업/정상,,,,,68.28,제주특별자치도 제주시 연동 1964 - 3 208호,"제주특별자치도 제주시 도령로 73, 208호 (연동,펠리체타워)",,,2019-06-15 02:21:11
제주인더월드(주),관광사업자,여행업,20120914,,영업/정상,,20150401.0,20150930.0,,164.0,제주특별자치도 제주시 연동 293 - 19,"제주특별자치도 제주시 노연로 131, 3층 (연동,두성빌딩)",,,2019-06-15 02:21:11
(주)팜스코리아국제여행사,관광사업자,여행업,20120917,,영업/정상,,,,,91.15,제주특별자치도 제주시 노형동 939 807호,"제주특별자치도 제주시 노연로 42, 807호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
(주)동주항공여행사,관광사업자,여행업,20120920,,영업/정상,,,,,91.15,제주특별자치도 제주시 노형동 939 1007호,"제주특별자치도 제주시 노연로 42, 1007호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
(주)나눔,관광사업자,여행업,20121002,,영업/정상,,,,,69.3,제주특별자치도 제주시 노형동 1044 - 14,"제주특별자치도 제주시 월랑로10길 17, 2층 (노형동)",,,2019-06-15 02:21:11
디 아넥스 휴양콘도미니엄,관광사업자,관광숙박업,20150209,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 안덕면 상천리 380 - 7,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,,"매점,탁구장,수영장,테니스장,사우나 등",2019-06-15 02:21:11
빅토르힐 리조트,관광사업자,관광숙박업,20150210,,영업/정상,,,,,9056.41,제주특별자치도 서귀포시 토평동 2644,제주특별자치도 서귀포시 516로277번길 45 (토평동),,"매점,휴게음식점,수영장 등",2019-06-15 02:21:11
오션스타 휴양콘도미니엄,관광사업자,관광숙박업,20150210,,영업/정상,,,,,9566.23,제주특별자치도 서귀포시 성산읍 고성리 105,,,"운동시설,레스토랑,회의실,매점 등",2019-06-15 02:21:11
서귀포KAL호텔,관광사업자,관광숙박업,20150213,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 토평동 486 - 3,제주특별자치도 서귀포시 칠십리로 242 (토평동),,,2019-06-15 02:21:11
사하라관광호텔,관광사업자,관광숙박업,20150217,,영업/정상,,,,,2065.11,제주특별자치도 제주시 삼도일동 559 - 10,제주특별자치도 제주시 서광로 265 (삼도일동),,휴게음식점,2019-06-15 02:21:11
신라스테이  제주,관광사업자,관광숙박업,20150227,,영업/정상,,,,,19994.19,제주특별자치도 제주시 연동 274 - 16,,,일반음식점 등,2019-06-15 02:21:11
우림호텔,관광사업자,관광숙박업,20150227,,영업/정상,,,,,1259.82,제주특별자치도 제주시 애월읍 하귀2리 2693 - 3,,,,2019-06-15 02:21:11
해담은 호스텔,관광사업자,관광숙박업,20150227,,영업/정상,,,,,835.19,제주특별자치도 제주시 애월읍 하귀2리 2707 - 2,,,일반음식점,2019-06-15 02:21:11
더클라우드가족호텔,관광사업자,관광숙박업,20150318,,영업/정상,,,,,1752.39,제주특별자치도 서귀포시 성산읍 성산리 308,제주특별자치도 서귀포시 성산읍 한도로 269-37,,일반음식점,2019-06-15 02:21:11
아인스호스텔,관광사업자,관광숙박업,20150318,,영업/정상,,,,,1999.16,제주특별자치도 서귀포시 서귀동 162 - 7,제주특별자치도 서귀포시 태평로 432 (서귀동),,일반음식점,2019-06-15 02:21:11
연동 282-20 관광호텔,관광사업자,관광숙박업,20150325,,영업/정상,,,,,628.0,제주특별자치도 제주시 연동 282 - 20,,,음식점 등,2019-06-15 02:21:11
미도호스텔,관광사업자,관광숙박업,20150402,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 서귀동 258 - 2,제주특별자치도 서귀포시 동문동로 13-1 (서귀동),,,2019-06-15 02:21:11
대림리 썬하우스 호스텔,관광사업자,관광숙박업,20150409,,영업/정상,,,,,1045.03,제주특별자치도 제주시 한림읍 대림리 1403 - 2,제주특별자치도 제주시 한림읍 일주서로 5556,,일반음식점 등,2019-06-15 02:21:11
베네치아 호스텔,관광사업자,관광숙박업,20150415,,영업/정상,,,,,1597.99,제주특별자치도 제주시 도두일동 2614 - 5,제주특별자치도 제주시 도공로 2 (도두일동),,일반음식점,2019-06-15 02:21:11
용담동 가족호텔,관광사업자,관광숙박업,20150425,,영업/정상,,,,,3307.42,제주특별자치도 제주시 용담일동 183 - 1,,,음식점 등,2019-06-15 02:21:11
모던 호스텔,관광사업자,관광숙박업,20150427,,영업/정상,,,,,783.96,제주특별자치도 제주시 애월읍 애월리 1229 - 3,,,,2019-06-15 02:21:11
TOMO여행사,관광사업자,여행업,20090602,,영업/정상,,,,,0.0,제주특별자치도 제주시 도두일동 2280 - 2,"제주특별자치도 제주시 월랑로 93, 지층 1호 (도두일동)",,,2019-06-15 02:21:11
주식회사 필투어,관광사업자,여행업,20090624,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 1070 - 1,제주특별자치도 제주시 다랑곶6길 37 (노형동),,,2019-06-15 02:21:11
(주)킹스라인,관광사업자,여행업,20071213,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1371 - 1 1303호,"제주특별자치도 제주시 연북로 70, 1303호 (연동,에코그린)",,,2019-06-15 02:21:11
(유)뉴화청국제여행사,관광사업자,여행업,20140122,,영업/정상,,,,,82.95,제주특별자치도 제주시 연동 276 - 6 701호,"제주특별자치도 제주시 연동8길 30, 901호 (연동)",,,2019-06-15 02:21:11
투어버스여행(주),관광사업자,여행업,20121008,,영업/정상,,,,,105.62,제주특별자치도 제주시 연동 303 - 13,"제주특별자치도 제주시 신대로 126, 2층 (연동)",,,2019-06-15 02:21:11
(주)김녕요트투어,관광사업자,여행업,20121016,,영업/정상,,,,,183.63,제주특별자치도 제주시 구좌읍 김녕리 4212 - 1,"제주특별자치도 제주시 구좌읍 구좌해안로 229-16, 2층",,,2019-06-15 02:21:11
(주)럭키차이나,관광사업자,여행업,20121030,,영업/정상,,,,,186.05,제주특별자치도 제주시 연동 1371 - 3,"제주특별자치도 제주시 연북로 74, 5층 (연동,세화빌딩)",,,2019-06-15 02:21:11
(주)중한국제여행사,관광사업자,여행업,20131231,,영업/정상,,,,,67.24,제주특별자치도 제주시 영평동 2170 - 2 205호,"제주특별자치도 제주시 첨단로 213-4, 205호 (영평동,제주첨단과학기술단지엘리트빌딩)",,,2019-06-15 02:21:11
탐나투어,관광사업자,여행업,20121116,,영업/정상,,,,,10.03,제주특별자치도 제주시 삼도이동 1192 - 22,제주특별자치도 제주시 탑동로 21 (삼도이동),,,2019-06-15 02:21:11
(주)논스톱투어,관광사업자,여행업,20030304,,영업/정상,,,,,201.68,제주특별자치도 제주시 일도이동 148 - 29 2층,"제주특별자치도 제주시 고마로1길 26, 2층 (일도이동)",,,2019-06-15 02:21:11
(주)팡투어,관광사업자,여행업,20120803,,영업/정상,,,,,75.0,제주특별자치도 제주시 오라삼동 2573 - 3,"제주특별자치도 제주시 서광로 66, 2층 (오라삼동)",,,2019-06-15 02:21:11
(주)투어네트코리아,관광사업자,여행업,20120817,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 908 - 5,"제주특별자치도 제주시 원노형로 13, 2층 (노형동)",,,2019-06-15 02:21:11
