연도,월,권역,읍면동,관광지 수,면적,방문자수
2019,1,제주시 동권역,건입동,8.0,2825867.0,128123
2019,2,제주시 동권역,건입동,8.0,2825867.0,115266
2019,3,제주시 동권역,건입동,8.0,2825867.0,132868
2019,4,제주시 동권역,건입동,8.0,2825867.0,141119
2019,5,제주시 동권역,건입동,8.0,2825867.0,145939
2019,6,제주시 동권역,건입동,8.0,2825867.0,144096
2019,7,제주시 동권역,건입동,8.0,2825867.0,149359
2019,8,제주시 동권역,건입동,8.0,2825867.0,209153
2019,9,제주시 동권역,건입동,8.0,2825867.0,124450
2019,10,제주시 동권역,건입동,8.0,2825867.0,132316
2019,11,제주시 동권역,건입동,8.0,2825867.0,114386
2019,12,제주시 동권역,건입동,8.0,2825867.0,114337
2020,1,제주시 동권역,건입동,8.0,2825867.0,140314
2020,2,제주시 동권역,건입동,8.0,2825867.0,632
2020,3,제주시 동권역,건입동,8.0,2825867.0,64443
2020,4,제주시 동권역,건입동,8.0,2825867.0,72460
2020,5,제주시 동권역,건입동,8.0,2825867.0,116661
2020,6,제주시 동권역,건입동,8.0,2825867.0,111168
2020,7,제주시 동권역,건입동,8.0,2825867.0,132013
2020,8,제주시 동권역,건입동,8.0,2825867.0,199342
2020,9,제주시 동권역,건입동,8.0,2825867.0,104356
2020,10,제주시 동권역,건입동,8.0,2825867.0,152686
2020,11,제주시 동권역,건입동,8.0,2825867.0,162074
2020,12,제주시 동권역,건입동,8.0,2825867.0,95182
2021,1,제주시 동권역,건입동,8.0,2825867.0,84945
2021,2,제주시 동권역,건입동,8.0,2825867.0,104478
2021,3,제주시 동권역,건입동,8.0,2825867.0,128804
2021,4,제주시 동권역,건입동,8.0,2825867.0,166337
2021,5,제주시 동권역,건입동,8.0,2825867.0,168974
2021,6,제주시 동권역,건입동,8.0,2825867.0,161256
2021,7,제주시 동권역,건입동,8.0,2825867.0,227301
2021,8,제주시 동권역,건입동,8.0,2825867.0,254691
2021,9,제주시 동권역,건입동,8.0,2825867.0,150754
2021,10,제주시 동권역,건입동,8.0,2825867.0,278589
2021,11,제주시 동권역,건입동,8.0,2825867.0,240682
2021,12,제주시 동권역,건입동,8.0,2825867.0,95182
2022,1,제주시 동권역,건입동,8.0,2825867.0,235677
2022,2,제주시 동권역,건입동,8.0,2825867.0,198827
2022,3,제주시 동권역,건입동,8.0,2825867.0,170960
2022,4,제주시 동권역,건입동,8.0,2825867.0,199557
2022,5,제주시 동권역,건입동,8.0,2825867.0,235279
2022,6,제주시 동권역,건입동,8.0,2825867.0,260371
2022,7,제주시 동권역,건입동,8.0,2825867.0,276339
2022,8,제주시 동권역,건입동,8.0,2825867.0,371223
2022,9,제주시 동권역,건입동,8.0,2825867.0,199826
2022,10,제주시 동권역,건입동,8.0,2825867.0,252456
2022,11,제주시 동권역,건입동,8.0,2825867.0,210427
2019,1,제주시 동부권역,구좌읍,93.0,185900000.0,399817
2019,2,제주시 동부권역,구좌읍,93.0,185900000.0,373998
2019,3,제주시 동부권역,구좌읍,93.0,185900000.0,439812
2019,4,제주시 동부권역,구좌읍,93.0,185900000.0,491809
2019,5,제주시 동부권역,구좌읍,93.0,185900000.0,551273
2019,6,제주시 동부권역,구좌읍,93.0,185900000.0,525421
2019,7,제주시 동부권역,구좌읍,93.0,185900000.0,554090
2019,8,제주시 동부권역,구좌읍,93.0,185900000.0,701516
2019,9,제주시 동부권역,구좌읍,93.0,185900000.0,455626
2019,10,제주시 동부권역,구좌읍,93.0,185900000.0,568138
2019,11,제주시 동부권역,구좌읍,93.0,185900000.0,466963
2019,12,제주시 동부권역,구좌읍,93.0,185900000.0,436432
2020,1,제주시 동부권역,구좌읍,93.0,185900000.0,438797
2020,2,제주시 동부권역,구좌읍,93.0,185900000.0,744
2020,3,제주시 동부권역,구좌읍,93.0,185900000.0,239142
2020,4,제주시 동부권역,구좌읍,93.0,185900000.0,240533
2020,5,제주시 동부권역,구좌읍,93.0,185900000.0,412000
2020,6,제주시 동부권역,구좌읍,93.0,185900000.0,426222
2020,7,제주시 동부권역,구좌읍,93.0,185900000.0,513797
2020,8,제주시 동부권역,구좌읍,93.0,185900000.0,701503
2020,9,제주시 동부권역,구좌읍,93.0,185900000.0,398363
2020,10,제주시 동부권역,구좌읍,93.0,185900000.0,547203
2020,11,제주시 동부권역,구좌읍,93.0,185900000.0,524097
2020,12,제주시 동부권역,구좌읍,93.0,185900000.0,276462
2021,1,제주시 동부권역,구좌읍,93.0,185900000.0,245380
2021,2,제주시 동부권역,구좌읍,93.0,185900000.0,410216
2021,3,제주시 동부권역,구좌읍,93.0,185900000.0,471071
2021,4,제주시 동부권역,구좌읍,93.0,185900000.0,623517
2021,5,제주시 동부권역,구좌읍,93.0,185900000.0,669436
2021,6,제주시 동부권역,구좌읍,93.0,185900000.0,649742
2021,7,제주시 동부권역,구좌읍,93.0,185900000.0,701016
2021,8,제주시 동부권역,구좌읍,93.0,185900000.0,695119
2021,9,제주시 동부권역,구좌읍,93.0,185900000.0,524860
2021,10,제주시 동부권역,구좌읍,93.0,185900000.0,732166
2021,11,제주시 동부권역,구좌읍,93.0,185900000.0,671384
2021,12,제주시 동부권역,구좌읍,93.0,185900000.0,276462
2022,1,제주시 동부권역,구좌읍,93.0,185900000.0,718342
2022,2,제주시 동부권역,구좌읍,93.0,185900000.0,681527
2022,3,제주시 동부권역,구좌읍,93.0,185900000.0,489699
2022,4,제주시 동부권역,구좌읍,93.0,185900000.0,651955
2022,5,제주시 동부권역,구좌읍,93.0,185900000.0,760707
2022,6,제주시 동부권역,구좌읍,93.0,185900000.0,753243
2022,7,제주시 동부권역,구좌읍,93.0,185900000.0,768295
2022,8,제주시 동부권역,구좌읍,93.0,185900000.0,948157
2022,9,제주시 동부권역,구좌읍,93.0,185900000.0,584078
2022,10,제주시 동부권역,구좌읍,93.0,185900000.0,803012
2022,11,제주시 동부권역,구좌읍,93.0,185900000.0,556341
2019,1,서귀포시 동부권역,남원읍,58.0,188710000.0,345305
2019,2,서귀포시 동부권역,남원읍,58.0,188710000.0,260709
2019,3,서귀포시 동부권역,남원읍,58.0,188710000.0,210166
2019,4,서귀포시 동부권역,남원읍,58.0,188710000.0,246931
2019,5,서귀포시 동부권역,남원읍,58.0,188710000.0,280713
2019,6,서귀포시 동부권역,남원읍,58.0,188710000.0,268745
2019,7,서귀포시 동부권역,남원읍,58.0,188710000.0,251710
2019,8,서귀포시 동부권역,남원읍,58.0,188710000.0,290251
2019,9,서귀포시 동부권역,남원읍,58.0,188710000.0,229835
2019,10,서귀포시 동부권역,남원읍,58.0,188710000.0,325406
2019,11,서귀포시 동부권역,남원읍,58.0,188710000.0,287494
2019,12,서귀포시 동부권역,남원읍,58.0,188710000.0,387527
2020,1,서귀포시 동부권역,남원읍,58.0,188710000.0,395285
2020,2,서귀포시 동부권역,남원읍,58.0,188710000.0,916
2020,3,서귀포시 동부권역,남원읍,58.0,188710000.0,117793
2020,4,서귀포시 동부권역,남원읍,58.0,188710000.0,124529
2020,5,서귀포시 동부권역,남원읍,58.0,188710000.0,202431
2020,6,서귀포시 동부권역,남원읍,58.0,188710000.0,196191
2020,7,서귀포시 동부권역,남원읍,58.0,188710000.0,242148
2020,8,서귀포시 동부권역,남원읍,58.0,188710000.0,308388
2020,9,서귀포시 동부권역,남원읍,58.0,188710000.0,182093
2020,10,서귀포시 동부권역,남원읍,58.0,188710000.0,314590
2020,11,서귀포시 동부권역,남원읍,58.0,188710000.0,347853
2020,12,서귀포시 동부권역,남원읍,58.0,188710000.0,228985
2021,1,서귀포시 동부권역,남원읍,58.0,188710000.0,181037
2021,2,서귀포시 동부권역,남원읍,58.0,188710000.0,215401
2021,3,서귀포시 동부권역,남원읍,58.0,188710000.0,223143
2021,4,서귀포시 동부권역,남원읍,58.0,188710000.0,321263
2021,5,서귀포시 동부권역,남원읍,58.0,188710000.0,381997
2021,6,서귀포시 동부권역,남원읍,58.0,188710000.0,335132
2021,7,서귀포시 동부권역,남원읍,58.0,188710000.0,324403
2021,8,서귀포시 동부권역,남원읍,58.0,188710000.0,297039
2021,9,서귀포시 동부권역,남원읍,58.0,188710000.0,257358
2021,10,서귀포시 동부권역,남원읍,58.0,188710000.0,421483
2021,11,서귀포시 동부권역,남원읍,58.0,188710000.0,428760
2021,12,서귀포시 동부권역,남원읍,58.0,188710000.0,228985
2022,1,서귀포시 동부권역,남원읍,58.0,188710000.0,600645
2022,2,서귀포시 동부권역,남원읍,58.0,188710000.0,424168
2022,3,서귀포시 동부권역,남원읍,58.0,188710000.0,290438
2022,4,서귀포시 동부권역,남원읍,58.0,188710000.0,393951
2022,5,서귀포시 동부권역,남원읍,58.0,188710000.0,464641
2022,6,서귀포시 동부권역,남원읍,58.0,188710000.0,402822
2022,7,서귀포시 동부권역,남원읍,58.0,188710000.0,358550
2022,8,서귀포시 동부권역,남원읍,58.0,188710000.0,415597
2022,9,서귀포시 동부권역,남원읍,58.0,188710000.0,285814
2022,10,서귀포시 동부권역,남원읍,58.0,188710000.0,417085
2022,11,서귀포시 동부권역,남원읍,58.0,188710000.0,321934
2019,1,제주시 동권역,노형동,9.0,14741085.3,358757
2019,2,제주시 동권역,노형동,9.0,14741085.3,330379
2019,3,제주시 동권역,노형동,9.0,14741085.3,289173
2019,4,제주시 동권역,노형동,9.0,14741085.3,302198
2019,5,제주시 동권역,노형동,9.0,14741085.3,301443
2019,6,제주시 동권역,노형동,9.0,14741085.3,302440
2019,7,제주시 동권역,노형동,9.0,14741085.3,393987
2019,8,제주시 동권역,노형동,9.0,14741085.3,480760
2019,9,제주시 동권역,노형동,9.0,14741085.3,364099
2019,10,제주시 동권역,노형동,9.0,14741085.3,417402
2019,11,제주시 동권역,노형동,9.0,14741085.3,400941
2019,12,제주시 동권역,노형동,9.0,14741085.3,399875
2020,1,제주시 동권역,노형동,9.0,14741085.3,570599
2020,2,제주시 동권역,노형동,9.0,14741085.3,3819
2020,3,제주시 동권역,노형동,9.0,14741085.3,232883
2020,4,제주시 동권역,노형동,9.0,14741085.3,212226
2020,5,제주시 동권역,노형동,9.0,14741085.3,298278
2020,6,제주시 동권역,노형동,9.0,14741085.3,320485
2020,7,제주시 동권역,노형동,9.0,14741085.3,373109
2020,8,제주시 동권역,노형동,9.0,14741085.3,476186
2020,9,제주시 동권역,노형동,9.0,14741085.3,284235
2020,10,제주시 동권역,노형동,9.0,14741085.3,401631
2020,11,제주시 동권역,노형동,9.0,14741085.3,447483
2020,12,제주시 동권역,노형동,9.0,14741085.3,273137
2021,1,제주시 동권역,노형동,9.0,14741085.3,263575
2021,2,제주시 동권역,노형동,9.0,14741085.3,345141
2021,3,제주시 동권역,노형동,9.0,14741085.3,367865
2021,4,제주시 동권역,노형동,9.0,14741085.3,445046
2021,5,제주시 동권역,노형동,9.0,14741085.3,478388
2021,6,제주시 동권역,노형동,9.0,14741085.3,435819
2021,7,제주시 동권역,노형동,9.0,14741085.3,570059
2021,8,제주시 동권역,노형동,9.0,14741085.3,568739
2021,9,제주시 동권역,노형동,9.0,14741085.3,429182
2021,10,제주시 동권역,노형동,9.0,14741085.3,605478
2021,11,제주시 동권역,노형동,9.0,14741085.3,636034
2021,12,제주시 동권역,노형동,9.0,14741085.3,273137
2022,1,제주시 동권역,노형동,9.0,14741085.3,773918
2022,2,제주시 동권역,노형동,9.0,14741085.3,670280
2022,3,제주시 동권역,노형동,9.0,14741085.3,482410
2022,4,제주시 동권역,노형동,9.0,14741085.3,593745
2022,5,제주시 동권역,노형동,9.0,14741085.3,671831
2022,6,제주시 동권역,노형동,9.0,14741085.3,692542
2022,7,제주시 동권역,노형동,9.0,14741085.3,727364
2022,8,제주시 동권역,노형동,9.0,14741085.3,812330
2022,9,제주시 동권역,노형동,9.0,14741085.3,576860
2022,10,제주시 동권역,노형동,9.0,14741085.3,449221
2022,11,제주시 동권역,노형동,9.0,14741085.3,399996
2019,1,서귀포시 서부권역,대정읍,65.0,78630000.0,293430
2019,2,서귀포시 서부권역,대정읍,65.0,78630000.0,273360
2019,3,서귀포시 서부권역,대정읍,65.0,78630000.0,310605
2019,4,서귀포시 서부권역,대정읍,65.0,78630000.0,357260
2019,5,서귀포시 서부권역,대정읍,65.0,78630000.0,358406
2019,6,서귀포시 서부권역,대정읍,65.0,78630000.0,302983
2019,7,서귀포시 서부권역,대정읍,65.0,78630000.0,268542
2019,8,서귀포시 서부권역,대정읍,65.0,78630000.0,339744
2019,9,서귀포시 서부권역,대정읍,65.0,78630000.0,214734
2019,10,서귀포시 서부권역,대정읍,65.0,78630000.0,271429
2019,11,서귀포시 서부권역,대정읍,65.0,78630000.0,264048
2019,12,서귀포시 서부권역,대정읍,65.0,78630000.0,239003
2020,1,서귀포시 서부권역,대정읍,65.0,78630000.0,264636
2020,2,서귀포시 서부권역,대정읍,65.0,78630000.0,2168
2020,3,서귀포시 서부권역,대정읍,65.0,78630000.0,131694
2020,4,서귀포시 서부권역,대정읍,65.0,78630000.0,136569
2020,5,서귀포시 서부권역,대정읍,65.0,78630000.0,206885
2020,6,서귀포시 서부권역,대정읍,65.0,78630000.0,189921
2020,7,서귀포시 서부권역,대정읍,65.0,78630000.0,219364
2020,8,서귀포시 서부권역,대정읍,65.0,78630000.0,294877
2020,9,서귀포시 서부권역,대정읍,65.0,78630000.0,186146
2020,10,서귀포시 서부권역,대정읍,65.0,78630000.0,290768
2020,11,서귀포시 서부권역,대정읍,65.0,78630000.0,315970
2020,12,서귀포시 서부권역,대정읍,65.0,78630000.0,179375
2021,1,서귀포시 서부권역,대정읍,65.0,78630000.0,155325
2021,2,서귀포시 서부권역,대정읍,65.0,78630000.0,214867
2021,3,서귀포시 서부권역,대정읍,65.0,78630000.0,265800
2021,4,서귀포시 서부권역,대정읍,65.0,78630000.0,366969
2021,5,서귀포시 서부권역,대정읍,65.0,78630000.0,381155
2021,6,서귀포시 서부권역,대정읍,65.0,78630000.0,346195
2021,7,서귀포시 서부권역,대정읍,65.0,78630000.0,390173
2021,8,서귀포시 서부권역,대정읍,65.0,78630000.0,463016
2021,9,서귀포시 서부권역,대정읍,65.0,78630000.0,331615
2021,10,서귀포시 서부권역,대정읍,65.0,78630000.0,466940
2021,11,서귀포시 서부권역,대정읍,65.0,78630000.0,433081
2021,12,서귀포시 서부권역,대정읍,65.0,78630000.0,179375
2022,1,서귀포시 서부권역,대정읍,65.0,78630000.0,466230
2022,2,서귀포시 서부권역,대정읍,65.0,78630000.0,401014
2022,3,서귀포시 서부권역,대정읍,65.0,78630000.0,310489
2022,4,서귀포시 서부권역,대정읍,65.0,78630000.0,441134
2022,5,서귀포시 서부권역,대정읍,65.0,78630000.0,485598
2022,6,서귀포시 서부권역,대정읍,65.0,78630000.0,421693
2022,7,서귀포시 서부권역,대정읍,65.0,78630000.0,387635
2022,8,서귀포시 서부권역,대정읍,65.0,78630000.0,536579
2022,9,서귀포시 서부권역,대정읍,65.0,78630000.0,354475
2022,10,서귀포시 서부권역,대정읍,65.0,78630000.0,461054
2022,11,서귀포시 서부권역,대정읍,65.0,78630000.0,371965
2019,1,서귀포시 동권역,동홍동,8.0,14306481.2,84315
2019,2,서귀포시 동권역,동홍동,8.0,14306481.2,82988
2019,3,서귀포시 동권역,동홍동,8.0,14306481.2,68939
2019,4,서귀포시 동권역,동홍동,8.0,14306481.2,70881
2019,5,서귀포시 동권역,동홍동,8.0,14306481.2,85807
2019,6,서귀포시 동권역,동홍동,8.0,14306481.2,69450
2019,7,서귀포시 동권역,동홍동,8.0,14306481.2,62334
2019,8,서귀포시 동권역,동홍동,8.0,14306481.2,72746
2019,9,서귀포시 동권역,동홍동,8.0,14306481.2,54343
2019,10,서귀포시 동권역,동홍동,8.0,14306481.2,56509
2019,11,서귀포시 동권역,동홍동,8.0,14306481.2,47537
2019,12,서귀포시 동권역,동홍동,8.0,14306481.2,55947
2020,1,서귀포시 동권역,동홍동,8.0,14306481.2,99709
2020,2,서귀포시 동권역,동홍동,8.0,14306481.2,1317
2020,3,서귀포시 동권역,동홍동,8.0,14306481.2,43713
2020,4,서귀포시 동권역,동홍동,8.0,14306481.2,39381
2020,5,서귀포시 동권역,동홍동,8.0,14306481.2,49594
2020,6,서귀포시 동권역,동홍동,8.0,14306481.2,47290
2020,7,서귀포시 동권역,동홍동,8.0,14306481.2,62530
2020,8,서귀포시 동권역,동홍동,8.0,14306481.2,75974
2020,9,서귀포시 동권역,동홍동,8.0,14306481.2,46915
2020,10,서귀포시 동권역,동홍동,8.0,14306481.2,62620
2020,11,서귀포시 동권역,동홍동,8.0,14306481.2,60042
2020,12,서귀포시 동권역,동홍동,8.0,14306481.2,45098
2021,1,서귀포시 동권역,동홍동,8.0,14306481.2,45811
2021,2,서귀포시 동권역,동홍동,8.0,14306481.2,54563
2021,3,서귀포시 동권역,동홍동,8.0,14306481.2,52911
2021,4,서귀포시 동권역,동홍동,8.0,14306481.2,65786
2021,5,서귀포시 동권역,동홍동,8.0,14306481.2,69338
2021,6,서귀포시 동권역,동홍동,8.0,14306481.2,65566
2021,7,서귀포시 동권역,동홍동,8.0,14306481.2,86932
2021,8,서귀포시 동권역,동홍동,8.0,14306481.2,79016
2021,9,서귀포시 동권역,동홍동,8.0,14306481.2,61217
2021,10,서귀포시 동권역,동홍동,8.0,14306481.2,74980
2021,11,서귀포시 동권역,동홍동,8.0,14306481.2,70578
2021,12,서귀포시 동권역,동홍동,8.0,14306481.2,45098
2022,1,서귀포시 동권역,동홍동,8.0,14306481.2,111927
2022,2,서귀포시 동권역,동홍동,8.0,14306481.2,83612
2022,3,서귀포시 동권역,동홍동,8.0,14306481.2,61823
2022,4,서귀포시 동권역,동홍동,8.0,14306481.2,69541
2022,5,서귀포시 동권역,동홍동,8.0,14306481.2,79610
2022,6,서귀포시 동권역,동홍동,8.0,14306481.2,77567
2022,7,서귀포시 동권역,동홍동,8.0,14306481.2,89305
2022,8,서귀포시 동권역,동홍동,8.0,14306481.2,99014
2022,9,서귀포시 동권역,동홍동,8.0,14306481.2,66389
2022,10,서귀포시 동권역,동홍동,8.0,14306481.2,52605
2022,11,서귀포시 동권역,동홍동,8.0,14306481.2,41296
2019,1,제주시 동권역,봉개동,12.0,23483701.9,100131
2019,2,제주시 동권역,봉개동,12.0,23483701.9,89861
2019,3,제주시 동권역,봉개동,12.0,23483701.9,110640
2019,4,제주시 동권역,봉개동,12.0,23483701.9,160224
2019,5,제주시 동권역,봉개동,12.0,23483701.9,193550
2019,6,제주시 동권역,봉개동,12.0,23483701.9,165478
2019,7,제주시 동권역,봉개동,12.0,23483701.9,144274
2019,8,제주시 동권역,봉개동,12.0,23483701.9,166217
2019,9,제주시 동권역,봉개동,12.0,23483701.9,118861
2019,10,제주시 동권역,봉개동,12.0,23483701.9,196680
2019,11,제주시 동권역,봉개동,12.0,23483701.9,145370
2019,12,제주시 동권역,봉개동,12.0,23483701.9,113430
2020,1,제주시 동권역,봉개동,12.0,23483701.9,111607
2020,2,제주시 동권역,봉개동,12.0,23483701.9,188
2020,3,제주시 동권역,봉개동,12.0,23483701.9,40375
2020,4,제주시 동권역,봉개동,12.0,23483701.9,45130
2020,5,제주시 동권역,봉개동,12.0,23483701.9,84755
2020,6,제주시 동권역,봉개동,12.0,23483701.9,84970
2020,7,제주시 동권역,봉개동,12.0,23483701.9,107634
2020,8,제주시 동권역,봉개동,12.0,23483701.9,157000
2020,9,제주시 동권역,봉개동,12.0,23483701.9,67932
2020,10,제주시 동권역,봉개동,12.0,23483701.9,130755
2020,11,제주시 동권역,봉개동,12.0,23483701.9,149224
2020,12,제주시 동권역,봉개동,12.0,23483701.9,54374
2021,1,제주시 동권역,봉개동,12.0,23483701.9,43913
2021,2,제주시 동권역,봉개동,12.0,23483701.9,70211
2021,3,제주시 동권역,봉개동,12.0,23483701.9,83383
2021,4,제주시 동권역,봉개동,12.0,23483701.9,137822
2021,5,제주시 동권역,봉개동,12.0,23483701.9,151996
2021,6,제주시 동권역,봉개동,12.0,23483701.9,139660
2021,7,제주시 동권역,봉개동,12.0,23483701.9,137523
2021,8,제주시 동권역,봉개동,12.0,23483701.9,108939
2021,9,제주시 동권역,봉개동,12.0,23483701.9,81606
2021,10,제주시 동권역,봉개동,12.0,23483701.9,143576
2021,11,제주시 동권역,봉개동,12.0,23483701.9,155115
2021,12,제주시 동권역,봉개동,12.0,23483701.9,54374
2022,1,제주시 동권역,봉개동,12.0,23483701.9,136022
2022,2,제주시 동권역,봉개동,12.0,23483701.9,130549
2022,3,제주시 동권역,봉개동,12.0,23483701.9,87896
2022,4,제주시 동권역,봉개동,12.0,23483701.9,149457
2022,5,제주시 동권역,봉개동,12.0,23483701.9,181179
2022,6,제주시 동권역,봉개동,12.0,23483701.9,177153
2022,7,제주시 동권역,봉개동,12.0,23483701.9,159621
2022,8,제주시 동권역,봉개동,12.0,23483701.9,167279
2022,9,제주시 동권역,봉개동,12.0,23483701.9,132136
2022,10,제주시 동권역,봉개동,12.0,23483701.9,202790
2022,11,제주시 동권역,봉개동,12.0,23483701.9,164661
2019,1,제주시 동권역,삼도일동,1.0,870273.2,36900
2019,2,제주시 동권역,삼도일동,1.0,870273.2,43802
2019,3,제주시 동권역,삼도일동,1.0,870273.2,43585
2019,4,제주시 동권역,삼도일동,1.0,870273.2,31409
2019,5,제주시 동권역,삼도일동,1.0,870273.2,30327
2019,6,제주시 동권역,삼도일동,1.0,870273.2,34691
2019,7,제주시 동권역,삼도일동,1.0,870273.2,31623
2019,8,제주시 동권역,삼도일동,1.0,870273.2,34379
2019,9,제주시 동권역,삼도일동,1.0,870273.2,27408
2019,10,제주시 동권역,삼도일동,1.0,870273.2,27501
2019,11,제주시 동권역,삼도일동,1.0,870273.2,26151
2019,12,제주시 동권역,삼도일동,1.0,870273.2,28904
2020,1,제주시 동권역,삼도일동,1.0,870273.2,44770
2020,2,제주시 동권역,삼도일동,1.0,870273.2,1292
2020,3,제주시 동권역,삼도일동,1.0,870273.2,16114
2020,4,제주시 동권역,삼도일동,1.0,870273.2,12593
2020,5,제주시 동권역,삼도일동,1.0,870273.2,17152
2020,6,제주시 동권역,삼도일동,1.0,870273.2,15916
2020,7,제주시 동권역,삼도일동,1.0,870273.2,20512
2020,8,제주시 동권역,삼도일동,1.0,870273.2,26428
2020,9,제주시 동권역,삼도일동,1.0,870273.2,16234
2020,10,제주시 동권역,삼도일동,1.0,870273.2,19332
2020,11,제주시 동권역,삼도일동,1.0,870273.2,20649
2020,12,제주시 동권역,삼도일동,1.0,870273.2,16052
2021,1,제주시 동권역,삼도일동,1.0,870273.2,18701
2021,2,제주시 동권역,삼도일동,1.0,870273.2,19136
2021,3,제주시 동권역,삼도일동,1.0,870273.2,21211
2021,4,제주시 동권역,삼도일동,1.0,870273.2,26925
2021,5,제주시 동권역,삼도일동,1.0,870273.2,31973
2021,6,제주시 동권역,삼도일동,1.0,870273.2,36399
2021,7,제주시 동권역,삼도일동,1.0,870273.2,53473
2021,8,제주시 동권역,삼도일동,1.0,870273.2,47936
2021,9,제주시 동권역,삼도일동,1.0,870273.2,40771
2021,10,제주시 동권역,삼도일동,1.0,870273.2,51014
2021,11,제주시 동권역,삼도일동,1.0,870273.2,54872
2021,12,제주시 동권역,삼도일동,1.0,870273.2,16052
