연도,월,권역,읍면동,관광지 수,면적,방문자수
2020,1,제주시 동권역,이도일동,4.0,690267.5,130245
2020,2,제주시 동권역,이도일동,4.0,690267.5,445
2020,3,제주시 동권역,이도일동,4.0,690267.5,34051
2020,4,제주시 동권역,이도일동,4.0,690267.5,27984
2020,5,제주시 동권역,이도일동,4.0,690267.5,43778
2020,6,제주시 동권역,이도일동,4.0,690267.5,44809
2020,7,제주시 동권역,이도일동,4.0,690267.5,58517
2020,8,제주시 동권역,이도일동,4.0,690267.5,79537
2020,9,제주시 동권역,이도일동,4.0,690267.5,38765
2020,10,제주시 동권역,이도일동,4.0,690267.5,58811
2020,11,제주시 동권역,이도일동,4.0,690267.5,70833
2020,12,제주시 동권역,이도일동,4.0,690267.5,33371
2021,1,제주시 동권역,이도일동,4.0,690267.5,30492
2021,2,제주시 동권역,이도일동,4.0,690267.5,44433
2021,3,제주시 동권역,이도일동,4.0,690267.5,60906
2021,4,제주시 동권역,이도일동,4.0,690267.5,65881
2021,5,제주시 동권역,이도일동,4.0,690267.5,68837
2021,6,제주시 동권역,이도일동,4.0,690267.5,66027
2021,7,제주시 동권역,이도일동,4.0,690267.5,81533
2021,8,제주시 동권역,이도일동,4.0,690267.5,81573
2021,9,제주시 동권역,이도일동,4.0,690267.5,60502
2021,10,제주시 동권역,이도일동,4.0,690267.5,86609
2021,11,제주시 동권역,이도일동,4.0,690267.5,87211
2021,12,제주시 동권역,이도일동,4.0,690267.5,33371
2022,1,제주시 동권역,이도일동,4.0,690267.5,116255
2022,2,제주시 동권역,이도일동,4.0,690267.5,100238
2022,3,제주시 동권역,이도일동,4.0,690267.5,71958
2022,4,제주시 동권역,이도일동,4.0,690267.5,81394
2022,5,제주시 동권역,이도일동,4.0,690267.5,73560
2022,6,제주시 동권역,이도일동,4.0,690267.5,78799
2022,7,제주시 동권역,이도일동,4.0,690267.5,84324
2022,8,제주시 동권역,이도일동,4.0,690267.5,99983
2022,9,제주시 동권역,이도일동,4.0,690267.5,74486
2022,10,제주시 동권역,이도일동,4.0,690267.5,58334
2022,11,제주시 동권역,이도일동,4.0,690267.5,49068
2019,1,제주시 동권역,이도이동,4.0,2966842.7,170405
2019,2,제주시 동권역,이도이동,4.0,2966842.7,193088
2019,3,제주시 동권역,이도이동,4.0,2966842.7,146806
2019,4,제주시 동권역,이도이동,4.0,2966842.7,150480
2019,5,제주시 동권역,이도이동,4.0,2966842.7,153488
2019,6,제주시 동권역,이도이동,4.0,2966842.7,152044
2019,7,제주시 동권역,이도이동,4.0,2966842.7,177751
2019,8,제주시 동권역,이도이동,4.0,2966842.7,210005
2019,9,제주시 동권역,이도이동,4.0,2966842.7,164623
2019,10,제주시 동권역,이도이동,4.0,2966842.7,153968
2019,11,제주시 동권역,이도이동,4.0,2966842.7,135211
2019,12,제주시 동권역,이도이동,4.0,2966842.7,154413
2020,1,제주시 동권역,이도이동,4.0,2966842.7,260388
2020,2,제주시 동권역,이도이동,4.0,2966842.7,1579
2020,3,제주시 동권역,이도이동,4.0,2966842.7,129018
2020,4,제주시 동권역,이도이동,4.0,2966842.7,110059
2020,5,제주시 동권역,이도이동,4.0,2966842.7,144412
2020,6,제주시 동권역,이도이동,4.0,2966842.7,150832
2020,7,제주시 동권역,이도이동,4.0,2966842.7,195392
2020,8,제주시 동권역,이도이동,4.0,2966842.7,217997
2020,9,제주시 동권역,이도이동,4.0,2966842.7,135851
2020,10,제주시 동권역,이도이동,4.0,2966842.7,165877
2020,11,제주시 동권역,이도이동,4.0,2966842.7,173793
2020,12,제주시 동권역,이도이동,4.0,2966842.7,121324
2021,1,제주시 동권역,이도이동,4.0,2966842.7,122589
2021,2,제주시 동권역,이도이동,4.0,2966842.7,157593
2021,3,제주시 동권역,이도이동,4.0,2966842.7,166456
2021,4,제주시 동권역,이도이동,4.0,2966842.7,174003
2021,5,제주시 동권역,이도이동,4.0,2966842.7,183599
2021,6,제주시 동권역,이도이동,4.0,2966842.7,172511
2021,7,제주시 동권역,이도이동,4.0,2966842.7,216013
2021,8,제주시 동권역,이도이동,4.0,2966842.7,185983
2021,9,제주시 동권역,이도이동,4.0,2966842.7,160818
2021,10,제주시 동권역,이도이동,4.0,2966842.7,185670
2021,11,제주시 동권역,이도이동,4.0,2966842.7,196839
2021,12,제주시 동권역,이도이동,4.0,2966842.7,121324
2022,1,제주시 동권역,이도이동,4.0,2966842.7,248529
2022,2,제주시 동권역,이도이동,4.0,2966842.7,209314
2022,3,제주시 동권역,이도이동,4.0,2966842.7,173684
2022,4,제주시 동권역,이도이동,4.0,2966842.7,184418
2022,5,제주시 동권역,이도이동,4.0,2966842.7,200150
2022,6,제주시 동권역,이도이동,4.0,2966842.7,209089
2022,7,제주시 동권역,이도이동,4.0,2966842.7,244081
2022,8,제주시 동권역,이도이동,4.0,2966842.7,246377
2022,9,제주시 동권역,이도이동,4.0,2966842.7,187881
2022,10,제주시 동권역,이도이동,4.0,2966842.7,144710
2022,11,제주시 동권역,이도이동,4.0,2966842.7,130785
2019,1,제주시 동권역,일도일동,5.0,326371.9,40247
2019,2,제주시 동권역,일도일동,5.0,326371.9,43875
2019,3,제주시 동권역,일도일동,5.0,326371.9,41885
2019,4,제주시 동권역,일도일동,5.0,326371.9,54788
2019,5,제주시 동권역,일도일동,5.0,326371.9,46240
2019,6,제주시 동권역,일도일동,5.0,326371.9,43467
2019,7,제주시 동권역,일도일동,5.0,326371.9,34162
2019,8,제주시 동권역,일도일동,5.0,326371.9,39232
2019,9,제주시 동권역,일도일동,5.0,326371.9,24299
2019,10,제주시 동권역,일도일동,5.0,326371.9,29131
2019,11,제주시 동권역,일도일동,5.0,326371.9,17712
2019,12,제주시 동권역,일도일동,5.0,326371.9,19505
2020,1,제주시 동권역,일도일동,5.0,326371.9,36101
2020,2,제주시 동권역,일도일동,5.0,326371.9,254
2020,3,제주시 동권역,일도일동,5.0,326371.9,33953
2020,4,제주시 동권역,일도일동,5.0,326371.9,35617
2020,5,제주시 동권역,일도일동,5.0,326371.9,59180
2020,6,제주시 동권역,일도일동,5.0,326371.9,59308
2020,7,제주시 동권역,일도일동,5.0,326371.9,77635
2020,8,제주시 동권역,일도일동,5.0,326371.9,76993
2020,9,제주시 동권역,일도일동,5.0,326371.9,41336
2020,10,제주시 동권역,일도일동,5.0,326371.9,60195
2020,11,제주시 동권역,일도일동,5.0,326371.9,71795
2020,12,제주시 동권역,일도일동,5.0,326371.9,37576
2021,1,제주시 동권역,일도일동,5.0,326371.9,32711
2021,2,제주시 동권역,일도일동,5.0,326371.9,55532
2021,3,제주시 동권역,일도일동,5.0,326371.9,63589
2021,4,제주시 동권역,일도일동,5.0,326371.9,79821
2021,5,제주시 동권역,일도일동,5.0,326371.9,78694
2021,6,제주시 동권역,일도일동,5.0,326371.9,81139
2021,7,제주시 동권역,일도일동,5.0,326371.9,66088
2021,8,제주시 동권역,일도일동,5.0,326371.9,50793
2021,9,제주시 동권역,일도일동,5.0,326371.9,54831
2021,10,제주시 동권역,일도일동,5.0,326371.9,53525
2021,11,제주시 동권역,일도일동,5.0,326371.9,70699
2021,12,제주시 동권역,일도일동,5.0,326371.9,37576
2022,1,제주시 동권역,일도일동,5.0,326371.9,103109
2022,2,제주시 동권역,일도일동,5.0,326371.9,103827
2022,3,제주시 동권역,일도일동,5.0,326371.9,72312
2022,4,제주시 동권역,일도일동,5.0,326371.9,103216
2022,5,제주시 동권역,일도일동,5.0,326371.9,95602
2022,6,제주시 동권역,일도일동,5.0,326371.9,74773
2022,7,제주시 동권역,일도일동,5.0,326371.9,68943
2022,8,제주시 동권역,일도일동,5.0,326371.9,77510
2022,9,제주시 동권역,일도일동,5.0,326371.9,54752
2022,10,제주시 동권역,일도일동,5.0,326371.9,55101
2022,11,제주시 동권역,일도일동,5.0,326371.9,40971
2019,1,제주시 동권역,일도이동,8.0,2180000.0,113152
2019,2,제주시 동권역,일도이동,8.0,2180000.0,122472
2019,3,제주시 동권역,일도이동,8.0,2180000.0,109493
2019,4,제주시 동권역,일도이동,8.0,2180000.0,140900
2019,5,제주시 동권역,일도이동,8.0,2180000.0,182345
2019,6,제주시 동권역,일도이동,8.0,2180000.0,213157
2019,7,제주시 동권역,일도이동,8.0,2180000.0,218543
2019,8,제주시 동권역,일도이동,8.0,2180000.0,300746
2019,9,제주시 동권역,일도이동,8.0,2180000.0,213490
2019,10,제주시 동권역,일도이동,8.0,2180000.0,233803
2019,11,제주시 동권역,일도이동,8.0,2180000.0,289760
2019,12,제주시 동권역,일도이동,8.0,2180000.0,269074
2020,1,제주시 동권역,일도이동,8.0,2180000.0,308530
2020,2,제주시 동권역,일도이동,8.0,2180000.0,1030
2020,3,제주시 동권역,일도이동,8.0,2180000.0,102681
2020,4,제주시 동권역,일도이동,8.0,2180000.0,97055
2020,5,제주시 동권역,일도이동,8.0,2180000.0,148169
2020,6,제주시 동권역,일도이동,8.0,2180000.0,147567
2020,7,제주시 동권역,일도이동,8.0,2180000.0,183532
2020,8,제주시 동권역,일도이동,8.0,2180000.0,249693
2020,9,제주시 동권역,일도이동,8.0,2180000.0,148496
2020,10,제주시 동권역,일도이동,8.0,2180000.0,216167
2020,11,제주시 동권역,일도이동,8.0,2180000.0,236118
2020,12,제주시 동권역,일도이동,8.0,2180000.0,133466
2021,1,제주시 동권역,일도이동,8.0,2180000.0,121342
2021,2,제주시 동권역,일도이동,8.0,2180000.0,176356
2021,3,제주시 동권역,일도이동,8.0,2180000.0,189477
2021,4,제주시 동권역,일도이동,8.0,2180000.0,229935
2021,5,제주시 동권역,일도이동,8.0,2180000.0,246540
2021,6,제주시 동권역,일도이동,8.0,2180000.0,236663
2021,7,제주시 동권역,일도이동,8.0,2180000.0,198386
2021,8,제주시 동권역,일도이동,8.0,2180000.0,183637
2021,9,제주시 동권역,일도이동,8.0,2180000.0,166077
2021,10,제주시 동권역,일도이동,8.0,2180000.0,181639
2021,11,제주시 동권역,일도이동,8.0,2180000.0,194090
2021,12,제주시 동권역,일도이동,8.0,2180000.0,133466
2022,1,제주시 동권역,일도이동,8.0,2180000.0,321046
2022,2,제주시 동권역,일도이동,8.0,2180000.0,270328
2022,3,제주시 동권역,일도이동,8.0,2180000.0,176617
2022,4,제주시 동권역,일도이동,8.0,2180000.0,210126
2022,5,제주시 동권역,일도이동,8.0,2180000.0,264826
2022,6,제주시 동권역,일도이동,8.0,2180000.0,287798
2022,7,제주시 동권역,일도이동,8.0,2180000.0,287163
2022,8,제주시 동권역,일도이동,8.0,2180000.0,280524
2022,9,제주시 동권역,일도이동,8.0,2180000.0,229376
2022,10,제주시 동권역,일도이동,8.0,2180000.0,250466
2022,11,제주시 동권역,일도이동,8.0,2180000.0,309496
2019,1,제주시 동부권역,조천읍,71.0,150600000.0,503924
2019,2,제주시 동부권역,조천읍,71.0,150600000.0,449094
2019,3,제주시 동부권역,조천읍,71.0,150600000.0,528167
2019,4,제주시 동부권역,조천읍,71.0,150600000.0,634471
2019,5,제주시 동부권역,조천읍,71.0,150600000.0,681021
2019,6,제주시 동부권역,조천읍,71.0,150600000.0,626750
2019,7,제주시 동부권역,조천읍,71.0,150600000.0,638637
2019,8,제주시 동부권역,조천읍,71.0,150600000.0,776456
2019,9,제주시 동부권역,조천읍,71.0,150600000.0,567851
2019,10,제주시 동부권역,조천읍,71.0,150600000.0,804408
2019,11,제주시 동부권역,조천읍,71.0,150600000.0,665716
2019,12,제주시 동부권역,조천읍,71.0,150600000.0,565835
2020,1,제주시 동부권역,조천읍,71.0,150600000.0,566892
2020,2,제주시 동부권역,조천읍,71.0,150600000.0,872
2020,3,제주시 동부권역,조천읍,71.0,150600000.0,257023
2020,4,제주시 동부권역,조천읍,71.0,150600000.0,262348
2020,5,제주시 동부권역,조천읍,71.0,150600000.0,458706
2020,6,제주시 동부권역,조천읍,71.0,150600000.0,458533
2020,7,제주시 동부권역,조천읍,71.0,150600000.0,564417
2020,8,제주시 동부권역,조천읍,71.0,150600000.0,776800
2020,9,제주시 동부권역,조천읍,71.0,150600000.0,430471
2020,10,제주시 동부권역,조천읍,71.0,150600000.0,681011
2020,11,제주시 동부권역,조천읍,71.0,150600000.0,707541
2020,12,제주시 동부권역,조천읍,71.0,150600000.0,331949
2021,1,제주시 동부권역,조천읍,71.0,150600000.0,278139
2021,2,제주시 동부권역,조천읍,71.0,150600000.0,435314
2021,3,제주시 동부권역,조천읍,71.0,150600000.0,510747
2021,4,제주시 동부권역,조천읍,71.0,150600000.0,679510
2021,5,제주시 동부권역,조천읍,71.0,150600000.0,730375
2021,6,제주시 동부권역,조천읍,71.0,150600000.0,703597
2021,7,제주시 동부권역,조천읍,71.0,150600000.0,718274
2021,8,제주시 동부권역,조천읍,71.0,150600000.0,669310
2021,9,제주시 동부권역,조천읍,71.0,150600000.0,522377
2021,10,제주시 동부권역,조천읍,71.0,150600000.0,801038
2021,11,제주시 동부권역,조천읍,71.0,150600000.0,789390
2021,12,제주시 동부권역,조천읍,71.0,150600000.0,331949
2022,1,제주시 동부권역,조천읍,71.0,150600000.0,746845
2022,2,제주시 동부권역,조천읍,71.0,150600000.0,675528
2022,3,제주시 동부권역,조천읍,71.0,150600000.0,533920
2022,4,제주시 동부권역,조천읍,71.0,150600000.0,730358
2022,5,제주시 동부권역,조천읍,71.0,150600000.0,861762
2022,6,제주시 동부권역,조천읍,71.0,150600000.0,834686
2022,7,제주시 동부권역,조천읍,71.0,150600000.0,810091
2022,8,제주시 동부권역,조천읍,71.0,150600000.0,940108
2022,9,제주시 동부권역,조천읍,71.0,150600000.0,661886
2022,10,제주시 동부권역,조천읍,71.0,150600000.0,959996
2022,11,제주시 동부권역,조천읍,71.0,150600000.0,734315
2019,1,서귀포시 동권역,중문동,13.0,25858253.2,296489
2019,2,서귀포시 동권역,중문동,13.0,25858253.2,260470
2019,3,서귀포시 동권역,중문동,13.0,25858253.2,276192
2019,4,서귀포시 동권역,중문동,13.0,25858253.2,323012
2019,5,서귀포시 동권역,중문동,13.0,25858253.2,399821
2019,6,서귀포시 동권역,중문동,13.0,25858253.2,352930
2019,7,서귀포시 동권역,중문동,13.0,25858253.2,350661
2019,8,서귀포시 동권역,중문동,13.0,25858253.2,440974
2019,9,서귀포시 동권역,중문동,13.0,25858253.2,303482
2019,10,서귀포시 동권역,중문동,13.0,25858253.2,400400
2019,11,서귀포시 동권역,중문동,13.0,25858253.2,281701
2019,12,서귀포시 동권역,중문동,13.0,25858253.2,235363
2020,1,서귀포시 동권역,중문동,13.0,25858253.2,260926
2020,2,서귀포시 동권역,중문동,13.0,25858253.2,1250
2020,3,서귀포시 동권역,중문동,13.0,25858253.2,120970
2020,4,서귀포시 동권역,중문동,13.0,25858253.2,121750
2020,5,서귀포시 동권역,중문동,13.0,25858253.2,212569
2020,6,서귀포시 동권역,중문동,13.0,25858253.2,219600
2020,7,서귀포시 동권역,중문동,13.0,25858253.2,265468
2020,8,서귀포시 동권역,중문동,13.0,25858253.2,366217
2020,9,서귀포시 동권역,중문동,13.0,25858253.2,188595
2020,10,서귀포시 동권역,중문동,13.0,25858253.2,297539
2020,11,서귀포시 동권역,중문동,13.0,25858253.2,316095
2020,12,서귀포시 동권역,중문동,13.0,25858253.2,166845
2021,1,서귀포시 동권역,중문동,13.0,25858253.2,140408
2021,2,서귀포시 동권역,중문동,13.0,25858253.2,210017
2021,3,서귀포시 동권역,중문동,13.0,25858253.2,246555
2021,4,서귀포시 동권역,중문동,13.0,25858253.2,340771
2021,5,서귀포시 동권역,중문동,13.0,25858253.2,378411
2021,6,서귀포시 동권역,중문동,13.0,25858253.2,356507
2021,7,서귀포시 동권역,중문동,13.0,25858253.2,373538
2021,8,서귀포시 동권역,중문동,13.0,25858253.2,360177
2021,9,서귀포시 동권역,중문동,13.0,25858253.2,274992
2021,10,서귀포시 동권역,중문동,13.0,25858253.2,407685
2021,11,서귀포시 동권역,중문동,13.0,25858253.2,406310
2021,12,서귀포시 동권역,중문동,13.0,25858253.2,166845
2022,1,서귀포시 동권역,중문동,13.0,25858253.2,419352
2022,2,서귀포시 동권역,중문동,13.0,25858253.2,358306
2022,3,서귀포시 동권역,중문동,13.0,25858253.2,274730
2022,4,서귀포시 동권역,중문동,13.0,25858253.2,395592
2022,5,서귀포시 동권역,중문동,13.0,25858253.2,455550
2022,6,서귀포시 동권역,중문동,13.0,25858253.2,449715
2022,7,서귀포시 동권역,중문동,13.0,25858253.2,438211
2022,8,서귀포시 동권역,중문동,13.0,25858253.2,501980
2022,9,서귀포시 동권역,중문동,13.0,25858253.2,335431
2022,10,서귀포시 동권역,중문동,13.0,25858253.2,380445
2022,11,서귀포시 동권역,중문동,13.0,25858253.2,286142
2019,1,도서산간,추자면,31.0,7050000.0,38257
2019,2,도서산간,추자면,31.0,7050000.0,33096
2019,3,도서산간,추자면,31.0,7050000.0,46298
2019,4,도서산간,추자면,31.0,7050000.0,45618
2019,5,도서산간,추자면,31.0,7050000.0,40959
2019,6,도서산간,추자면,31.0,7050000.0,29698
2019,7,도서산간,추자면,31.0,7050000.0,38663
2019,8,도서산간,추자면,31.0,7050000.0,54983
2019,9,도서산간,추자면,31.0,7050000.0,32126
2019,10,도서산간,추자면,31.0,7050000.0,45802
2019,11,도서산간,추자면,31.0,7050000.0,44264
2019,12,도서산간,추자면,31.0,7050000.0,47428
2020,1,도서산간,추자면,31.0,7050000.0,46159
2020,2,도서산간,추자면,31.0,7050000.0,120
2020,3,도서산간,추자면,31.0,7050000.0,29060
2020,4,도서산간,추자면,31.0,7050000.0,35121
2020,5,도서산간,추자면,31.0,7050000.0,37918
2020,6,도서산간,추자면,31.0,7050000.0,32223
2020,7,도서산간,추자면,31.0,7050000.0,33655
2020,8,도서산간,추자면,31.0,7050000.0,60315
2020,9,도서산간,추자면,31.0,7050000.0,37404
2020,10,도서산간,추자면,31.0,7050000.0,42357
2020,11,도서산간,추자면,31.0,7050000.0,43092
2020,12,도서산간,추자면,31.0,7050000.0,33187
2021,1,도서산간,추자면,31.0,7050000.0,28675
2021,2,도서산간,추자면,31.0,7050000.0,25034
2021,3,도서산간,추자면,31.0,7050000.0,34074
2021,4,도서산간,추자면,31.0,7050000.0,35318
2021,5,도서산간,추자면,31.0,7050000.0,37897
2021,6,도서산간,추자면,31.0,7050000.0,33433
2021,7,도서산간,추자면,31.0,7050000.0,38827
2021,8,도서산간,추자면,31.0,7050000.0,53108
2021,9,도서산간,추자면,31.0,7050000.0,36971
2021,10,도서산간,추자면,31.0,7050000.0,47743
2021,11,도서산간,추자면,31.0,7050000.0,44047
2021,12,도서산간,추자면,31.0,7050000.0,33187
2022,1,도서산간,추자면,31.0,7050000.0,61153
2022,2,도서산간,추자면,31.0,7050000.0,43207
2022,3,도서산간,추자면,31.0,7050000.0,42151
2022,4,도서산간,추자면,31.0,7050000.0,53260
2022,5,도서산간,추자면,31.0,7050000.0,72020
2022,6,도서산간,추자면,31.0,7050000.0,75856
2022,7,도서산간,추자면,31.0,7050000.0,76411
2022,8,도서산간,추자면,31.0,7050000.0,108214
2022,9,도서산간,추자면,31.0,7050000.0,68996
2022,10,도서산간,추자면,31.0,7050000.0,81707
2022,11,도서산간,추자면,31.0,7050000.0,65279
2019,1,서귀포시 동부권역,표선면,52.0,135160000.0,291898
2019,2,서귀포시 동부권역,표선면,52.0,135160000.0,273658
2019,3,서귀포시 동부권역,표선면,52.0,135160000.0,358265
2019,4,서귀포시 동부권역,표선면,52.0,135160000.0,465741
2019,5,서귀포시 동부권역,표선면,52.0,135160000.0,458273
2019,6,서귀포시 동부권역,표선면,52.0,135160000.0,416969
2019,7,서귀포시 동부권역,표선면,52.0,135160000.0,371826
2019,8,서귀포시 동부권역,표선면,52.0,135160000.0,456433
2019,9,서귀포시 동부권역,표선면,52.0,135160000.0,346367
2019,10,서귀포시 동부권역,표선면,52.0,135160000.0,481482
2019,11,서귀포시 동부권역,표선면,52.0,135160000.0,403187
2019,12,서귀포시 동부권역,표선면,52.0,135160000.0,342199
2020,1,서귀포시 동부권역,표선면,52.0,135160000.0,337496
2020,2,서귀포시 동부권역,표선면,52.0,135160000.0,740
2020,3,서귀포시 동부권역,표선면,52.0,135160000.0,143723
2020,4,서귀포시 동부권역,표선면,52.0,135160000.0,152268
2020,5,서귀포시 동부권역,표선면,52.0,135160000.0,265088
2020,6,서귀포시 동부권역,표선면,52.0,135160000.0,271795
2020,7,서귀포시 동부권역,표선면,52.0,135160000.0,325572
2020,8,서귀포시 동부권역,표선면,52.0,135160000.0,420613
2020,9,서귀포시 동부권역,표선면,52.0,135160000.0,229188
2020,10,서귀포시 동부권역,표선면,52.0,135160000.0,381665
2020,11,서귀포시 동부권역,표선면,52.0,135160000.0,407530
2020,12,서귀포시 동부권역,표선면,52.0,135160000.0,199440
2021,1,서귀포시 동부권역,표선면,52.0,135160000.0,161574
2021,2,서귀포시 동부권역,표선면,52.0,135160000.0,250403
2021,3,서귀포시 동부권역,표선면,52.0,135160000.0,333759
2021,4,서귀포시 동부권역,표선면,52.0,135160000.0,457682
2021,5,서귀포시 동부권역,표선면,52.0,135160000.0,454952
2021,6,서귀포시 동부권역,표선면,52.0,135160000.0,406382
2021,7,서귀포시 동부권역,표선면,52.0,135160000.0,428122
2021,8,서귀포시 동부권역,표선면,52.0,135160000.0,388895
2021,9,서귀포시 동부권역,표선면,52.0,135160000.0,292005
2021,10,서귀포시 동부권역,표선면,52.0,135160000.0,459000
2021,11,서귀포시 동부권역,표선면,52.0,135160000.0,470199
2021,12,서귀포시 동부권역,표선면,52.0,135160000.0,199440
2022,1,서귀포시 동부권역,표선면,52.0,135160000.0,444642
2022,2,서귀포시 동부권역,표선면,52.0,135160000.0,405272
2022,3,서귀포시 동부권역,표선면,52.0,135160000.0,349358
2022,4,서귀포시 동부권역,표선면,52.0,135160000.0,549391
2022,5,서귀포시 동부권역,표선면,52.0,135160000.0,567738
2022,6,서귀포시 동부권역,표선면,52.0,135160000.0,553291
2022,7,서귀포시 동부권역,표선면,52.0,135160000.0,513150
2022,8,서귀포시 동부권역,표선면,52.0,135160000.0,581389
2022,9,서귀포시 동부권역,표선면,52.0,135160000.0,439463
2022,10,서귀포시 동부권역,표선면,52.0,135160000.0,464614
2022,11,서귀포시 동부권역,표선면,52.0,135160000.0,481358
2019,1,제주시 서부권역,한경면,47.0,79100000.0,165550
2019,2,제주시 서부권역,한경면,47.0,79100000.0,145271
2019,3,제주시 서부권역,한경면,47.0,79100000.0,186585
2019,4,제주시 서부권역,한경면,47.0,79100000.0,227864
2019,5,제주시 서부권역,한경면,47.0,79100000.0,231959
2019,6,제주시 서부권역,한경면,47.0,79100000.0,214142
2019,7,제주시 서부권역,한경면,47.0,79100000.0,221115
2019,8,제주시 서부권역,한경면,47.0,79100000.0,283041
2019,9,제주시 서부권역,한경면,47.0,79100000.0,195455
2019,10,제주시 서부권역,한경면,47.0,79100000.0,250756
2019,11,제주시 서부권역,한경면,47.0,79100000.0,197979
2019,12,제주시 서부권역,한경면,47.0,79100000.0,174048
2020,1,제주시 서부권역,한경면,47.0,79100000.0,176047
2020,2,제주시 서부권역,한경면,47.0,79100000.0,1059
2020,3,제주시 서부권역,한경면,47.0,79100000.0,94150
2020,4,제주시 서부권역,한경면,47.0,79100000.0,103141
2020,5,제주시 서부권역,한경면,47.0,79100000.0,179857
2020,6,제주시 서부권역,한경면,47.0,79100000.0,187518
2020,7,제주시 서부권역,한경면,47.0,79100000.0,216928
2020,8,제주시 서부권역,한경면,47.0,79100000.0,311466
2020,9,제주시 서부권역,한경면,47.0,79100000.0,174394
2020,10,제주시 서부권역,한경면,47.0,79100000.0,251780
2020,11,제주시 서부권역,한경면,47.0,79100000.0,251099
2020,12,제주시 서부권역,한경면,47.0,79100000.0,131088
2021,1,제주시 서부권역,한경면,47.0,79100000.0,107564
2021,2,제주시 서부권역,한경면,47.0,79100000.0,162951
2021,3,제주시 서부권역,한경면,47.0,79100000.0,197772
2021,4,제주시 서부권역,한경면,47.0,79100000.0,274748
2021,5,제주시 서부권역,한경면,47.0,79100000.0,305539
2021,6,제주시 서부권역,한경면,47.0,79100000.0,290934
2021,7,제주시 서부권역,한경면,47.0,79100000.0,320755
2021,8,제주시 서부권역,한경면,47.0,79100000.0,326085
2021,9,제주시 서부권역,한경면,47.0,79100000.0,234428
2021,10,제주시 서부권역,한경면,47.0,79100000.0,333265
2021,11,제주시 서부권역,한경면,47.0,79100000.0,328821
2021,12,제주시 서부권역,한경면,47.0,79100000.0,131088
2022,1,제주시 서부권역,한경면,47.0,79100000.0,330163
2022,2,제주시 서부권역,한경면,47.0,79100000.0,309408
2022,3,제주시 서부권역,한경면,47.0,79100000.0,247088
2022,4,제주시 서부권역,한경면,47.0,79100000.0,321015
2022,5,제주시 서부권역,한경면,47.0,79100000.0,363213
2022,6,제주시 서부권역,한경면,47.0,79100000.0,376673
2022,7,제주시 서부권역,한경면,47.0,79100000.0,362597
2022,8,제주시 서부권역,한경면,47.0,79100000.0,453147
2022,9,제주시 서부권역,한경면,47.0,79100000.0,297767
2022,10,제주시 서부권역,한경면,47.0,79100000.0,388665
2022,11,제주시 서부권역,한경면,47.0,79100000.0,276704
2019,1,제주시 서부권역,한림읍,64.0,91090000.0,340362
2019,2,제주시 서부권역,한림읍,64.0,91090000.0,326548
2019,3,제주시 서부권역,한림읍,64.0,91090000.0,364498
2019,4,제주시 서부권역,한림읍,64.0,91090000.0,433707
2019,5,제주시 서부권역,한림읍,64.0,91090000.0,480002
2019,6,제주시 서부권역,한림읍,64.0,91090000.0,480513
2019,7,제주시 서부권역,한림읍,64.0,91090000.0,538675
2019,8,제주시 서부권역,한림읍,64.0,91090000.0,674888
2019,9,제주시 서부권역,한림읍,64.0,91090000.0,418277
2019,10,제주시 서부권역,한림읍,64.0,91090000.0,499353
2019,11,제주시 서부권역,한림읍,64.0,91090000.0,398810
2019,12,제주시 서부권역,한림읍,64.0,91090000.0,380678
2020,1,제주시 서부권역,한림읍,64.0,91090000.0,408817
2020,2,제주시 서부권역,한림읍,64.0,91090000.0,1515
2020,3,제주시 서부권역,한림읍,64.0,91090000.0,233113
2020,4,제주시 서부권역,한림읍,64.0,91090000.0,232104
2020,5,제주시 서부권역,한림읍,64.0,91090000.0,402649
2020,6,제주시 서부권역,한림읍,64.0,91090000.0,422955
2020,7,제주시 서부권역,한림읍,64.0,91090000.0,509821
2020,8,제주시 서부권역,한림읍,64.0,91090000.0,726495
2020,9,제주시 서부권역,한림읍,64.0,91090000.0,398878
2020,10,제주시 서부권역,한림읍,64.0,91090000.0,532551
2020,11,제주시 서부권역,한림읍,64.0,91090000.0,518469
2020,12,제주시 서부권역,한림읍,64.0,91090000.0,293807
2021,1,제주시 서부권역,한림읍,64.0,91090000.0,245540
2021,2,제주시 서부권역,한림읍,64.0,91090000.0,393821
2021,3,제주시 서부권역,한림읍,64.0,91090000.0,451208
2021,4,제주시 서부권역,한림읍,64.0,91090000.0,616059
2021,5,제주시 서부권역,한림읍,64.0,91090000.0,702164
2021,6,제주시 서부권역,한림읍,64.0,91090000.0,698522
2021,7,제주시 서부권역,한림읍,64.0,91090000.0,761896
2021,8,제주시 서부권역,한림읍,64.0,91090000.0,732001
2021,9,제주시 서부권역,한림읍,64.0,91090000.0,517264
2021,10,제주시 서부권역,한림읍,64.0,91090000.0,698064
2021,11,제주시 서부권역,한림읍,64.0,91090000.0,619909
2021,12,제주시 서부권역,한림읍,64.0,91090000.0,293807
2022,1,제주시 서부권역,한림읍,64.0,91090000.0,677661
2022,2,제주시 서부권역,한림읍,64.0,91090000.0,631831
2022,3,제주시 서부권역,한림읍,64.0,91090000.0,466556
2022,4,제주시 서부권역,한림읍,64.0,91090000.0,615909
2022,5,제주시 서부권역,한림읍,64.0,91090000.0,735140
