년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,방문인구,국적,외국인유동인구수,내국인개별여행객
2020-03,서귀포시,송산동,비알콜 음료점업,남성,3747.0,31752000.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,비알콜 음료점업,여성,3808.0,30468960.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,서귀포시,송산동,비알콜 음료점업,남성,3747.0,31752000.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,서양식 음식점업,남성,3152.0,83991015.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,서양식 음식점업,여성,3313.0,62350730.0,529521.45,357087.0070000001,중국,1133.32,468096
2020-03,서귀포시,송산동,서양식 음식점업,남성,3152.0,83991015.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,서양식 음식점업,여성,3313.0,62350730.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,서귀포시,송산동,일식 음식점업,남성,2250.0,136301700.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,일식 음식점업,여성,1444.0,73738000.0,529521.45,357087.0070000001,중국,1133.32,468096
2020-03,서귀포시,송산동,일식 음식점업,남성,2250.0,136301700.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,일식 음식점업,여성,1444.0,73738000.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,서귀포시,송산동,중식 음식점업,남성,2055.0,55845100.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,중식 음식점업,여성,993.0,27747800.0,529521.45,357087.0070000001,중국,1133.32,468096
2020-03,서귀포시,송산동,중식 음식점업,남성,2055.0,55845100.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,중식 음식점업,여성,993.0,27747800.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,4380.0,55992550.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,4339.0,55824076.0,529521.45,357087.0070000001,중국,1133.32,468096
2020-03,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,4380.0,55992550.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,4339.0,55824076.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,서귀포시,송산동,한식 음식점업,남성,23355.0,969306126.0,659458.948,647801.245,중국,1133.32,468096
2020-03,서귀포시,송산동,한식 음식점업,여성,13596.0,481814763.0,529521.45,357087.0070000001,중국,1133.32,468096
2020-03,서귀포시,송산동,한식 음식점업,남성,23355.0,969306126.0,659458.948,647801.245,중국 외,1750.45,468096
2020-03,서귀포시,송산동,한식 음식점업,여성,13596.0,481814763.0,529521.45,357087.0070000001,중국 외,1750.45,468096
2020-03,제주시,아라동,기타 외국식 음식점업,여성,466.0,12294700.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,기타 외국식 음식점업,남성,754.0,16550600.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,기타 외국식 음식점업,여성,466.0,12294700.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,기타 외국식 음식점업,남성,754.0,16550600.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,비알콜 음료점업,여성,5405.0,45099220.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,비알콜 음료점업,남성,4653.0,36124570.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,비알콜 음료점업,여성,5405.0,45099220.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,비알콜 음료점업,남성,4653.0,36124570.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,서양식 음식점업,여성,5198.0,101751920.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,서양식 음식점업,남성,5033.0,93816190.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,서양식 음식점업,여성,5198.0,101751920.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,서양식 음식점업,남성,5033.0,93816190.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,일식 음식점업,여성,746.0,35337340.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,일식 음식점업,남성,991.0,56311560.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,일식 음식점업,여성,746.0,35337340.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,일식 음식점업,남성,991.0,56311560.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,중식 음식점업,여성,702.0,19267200.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,중식 음식점업,남성,1230.0,32470500.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,중식 음식점업,여성,702.0,19267200.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,중식 음식점업,남성,1230.0,32470500.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1840.0,27509290.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,2248.0,32321480.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1840.0,27509290.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,2248.0,32321480.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,제주시,아라동,한식 음식점업,여성,9012.0,297042290.0,14643682.78,3933957.001,중국,7549.87,468096
2020-03,제주시,아라동,한식 음식점업,남성,14620.0,526608826.0,12520571.56,4461719.734,중국,7549.87,468096
2020-03,제주시,아라동,한식 음식점업,여성,9012.0,297042290.0,14643682.78,3933957.001,중국 외,3873.93,468096
2020-03,제주시,아라동,한식 음식점업,남성,14620.0,526608826.0,12520571.56,4461719.734,중국 외,3873.93,468096
2020-03,서귀포시,안덕면,기타 외국식 음식점업,남성,207.0,9082400.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,기타 외국식 음식점업,여성,128.0,5975100.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,기타 외국식 음식점업,남성,207.0,9082400.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,기타 외국식 음식점업,여성,128.0,5975100.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,비알콜 음료점업,남성,508.0,7497900.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,비알콜 음료점업,여성,527.0,7548880.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,비알콜 음료점업,남성,508.0,7497900.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,비알콜 음료점업,여성,527.0,7548880.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,서양식 음식점업,남성,2271.0,55068270.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,서양식 음식점업,여성,2681.0,63325610.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,서양식 음식점업,남성,2271.0,55068270.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,서양식 음식점업,여성,2681.0,63325610.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,일식 음식점업,남성,57.0,2574500.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,일식 음식점업,여성,50.0,1973000.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,일식 음식점업,남성,57.0,2574500.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,일식 음식점업,여성,50.0,1973000.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,중식 음식점업,남성,464.0,13271000.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,중식 음식점업,여성,188.0,5535500.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,중식 음식점업,남성,464.0,13271000.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,중식 음식점업,여성,188.0,5535500.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,84.0,2291600.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,103.0,2642000.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,84.0,2291600.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,103.0,2642000.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,한식 음식점업,여성,3451.0,139979118.0,4916284.911,2140257.37,중국,9341.57,468096
2020-03,서귀포시,안덕면,한식 음식점업,남성,6224.0,274599318.0,5110532.981000002,2659972.935,중국,9341.57,468096
2020-03,서귀포시,안덕면,한식 음식점업,여성,3451.0,139979118.0,4916284.911,2140257.37,중국 외,9004.78,468096
2020-03,서귀포시,안덕면,한식 음식점업,남성,6224.0,274599318.0,5110532.981000002,2659972.935,중국 외,9004.78,468096
2020-03,제주시,애월읍,기타 외국식 음식점업,남성,633.0,14322000.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,기타 외국식 음식점업,여성,311.0,7234000.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,기타 외국식 음식점업,남성,633.0,14322000.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,기타 외국식 음식점업,여성,311.0,7234000.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,비알콜 음료점업,남성,1395.0,17413730.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,비알콜 음료점업,여성,1401.0,17093990.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,비알콜 음료점업,남성,1395.0,17413730.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,비알콜 음료점업,여성,1401.0,17093990.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,서양식 음식점업,남성,5003.0,118177570.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,서양식 음식점업,여성,5867.0,132783730.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,서양식 음식점업,남성,5003.0,118177570.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,서양식 음식점업,여성,5867.0,132783730.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,일식 음식점업,여성,378.0,17750300.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,일식 음식점업,남성,559.0,30070700.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,일식 음식점업,여성,378.0,17750300.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,일식 음식점업,남성,559.0,30070700.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,중식 음식점업,여성,504.0,13575000.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,중식 음식점업,남성,1011.0,25449500.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,중식 음식점업,여성,504.0,13575000.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,중식 음식점업,남성,1011.0,25449500.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1069.0,17114250.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,967.0,15613350.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1069.0,17114250.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,967.0,15613350.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,애월읍,한식 음식점업,여성,9320.0,308395652.0,12269165.72,5200274.705,중국,75597.62,468096
2020-03,제주시,애월읍,한식 음식점업,남성,14805.0,542926508.0,12268727.61,6647893.562000001,중국,75597.62,468096
2020-03,제주시,애월읍,한식 음식점업,여성,9320.0,308395652.0,12269165.72,5200274.705,중국 외,60597.05,468096
2020-03,제주시,애월읍,한식 음식점업,남성,14805.0,542926508.0,12268727.61,6647893.562000001,중국 외,60597.05,468096
2020-03,제주시,연동,기타 외국식 음식점업,남성,539.0,24516700.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,기타 외국식 음식점업,여성,359.0,13173200.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,기타 외국식 음식점업,남성,539.0,24516700.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,기타 외국식 음식점업,여성,359.0,13173200.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,비알콜 음료점업,남성,5236.0,57276640.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,비알콜 음료점업,여성,5631.0,56936440.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,비알콜 음료점업,남성,5236.0,57276640.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,비알콜 음료점업,여성,5631.0,56936440.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,서양식 음식점업,남성,3177.0,130729514.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,서양식 음식점업,여성,3535.0,70484222.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,서양식 음식점업,남성,3177.0,130729514.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,서양식 음식점업,여성,3535.0,70484222.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,일식 음식점업,남성,1591.0,103563100.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,일식 음식점업,여성,949.0,47956600.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,일식 음식점업,남성,1591.0,103563100.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,일식 음식점업,여성,949.0,47956600.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,중식 음식점업,여성,1190.0,34934200.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,중식 음식점업,남성,2304.0,67763060.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,중식 음식점업,여성,1190.0,34934200.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,중식 음식점업,남성,2304.0,67763060.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1089.0,15421585.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1357.0,20407170.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1089.0,15421585.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1357.0,20407170.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,제주시,연동,한식 음식점업,여성,16916.0,611035847.0,16349297.23,5553362.02,중국,47116.86,468096
2020-03,제주시,연동,한식 음식점업,남성,30356.0,1302728835.0,14985182.07,6541788.665,중국,47116.86,468096
2020-03,제주시,연동,한식 음식점업,여성,16916.0,611035847.0,16349297.23,5553362.02,중국 외,13217.949999999999,468096
2020-03,제주시,연동,한식 음식점업,남성,30356.0,1302728835.0,14985182.07,6541788.665,중국 외,13217.949999999999,468096
2020-03,서귀포시,영천동,비알콜 음료점업,여성,274.0,1507100.0,1311652.037,926307.268,중국,5537.21,468096
2020-03,서귀포시,영천동,비알콜 음료점업,남성,483.0,2306300.0,1407938.156,1398322.2140000002,중국,5537.21,468096
2020-03,서귀포시,영천동,비알콜 음료점업,여성,274.0,1507100.0,1311652.037,926307.268,중국 외,8508.42,468096
2020-03,서귀포시,영천동,비알콜 음료점업,남성,483.0,2306300.0,1407938.156,1398322.2140000002,중국 외,8508.42,468096
2020-03,서귀포시,영천동,서양식 음식점업,여성,280.0,5399500.0,1311652.037,926307.268,중국,5537.21,468096
2020-03,서귀포시,영천동,서양식 음식점업,남성,262.0,4510300.0,1407938.156,1398322.2140000002,중국,5537.21,468096
2020-03,서귀포시,영천동,서양식 음식점업,여성,280.0,5399500.0,1311652.037,926307.268,중국 외,8508.42,468096
2020-03,서귀포시,영천동,서양식 음식점업,남성,262.0,4510300.0,1407938.156,1398322.2140000002,중국 외,8508.42,468096
2020-03,서귀포시,영천동,중식 음식점업,남성,304.0,8637500.0,1407938.156,1398322.2140000002,중국,5537.21,468096
2020-03,서귀포시,영천동,중식 음식점업,여성,101.0,3043000.0,1311652.037,926307.268,중국,5537.21,468096
2020-03,서귀포시,영천동,중식 음식점업,남성,304.0,8637500.0,1407938.156,1398322.2140000002,중국 외,8508.42,468096
2020-03,서귀포시,영천동,중식 음식점업,여성,101.0,3043000.0,1311652.037,926307.268,중국 외,8508.42,468096
2020-03,서귀포시,영천동,한식 음식점업,남성,2480.0,92560000.0,1407938.156,1398322.2140000002,중국,5537.21,468096
2020-03,서귀포시,영천동,한식 음식점업,여성,1282.0,45507300.0,1311652.037,926307.268,중국,5537.21,468096
2020-03,서귀포시,영천동,한식 음식점업,남성,2480.0,92560000.0,1407938.156,1398322.2140000002,중국 외,8508.42,468096
2020-03,서귀포시,영천동,한식 음식점업,여성,1282.0,45507300.0,1311652.037,926307.268,중국 외,8508.42,468096
2020-03,서귀포시,예래동,기타 외국식 음식점업,남성,81.0,2040000.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,기타 외국식 음식점업,여성,21.0,457000.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,기타 외국식 음식점업,남성,81.0,2040000.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,기타 외국식 음식점업,여성,21.0,457000.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,비알콜 음료점업,남성,32.0,233800.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,비알콜 음료점업,여성,35.0,247200.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,비알콜 음료점업,남성,32.0,233800.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,비알콜 음료점업,여성,35.0,247200.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,서양식 음식점업,남성,2026.0,51985030.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,서양식 음식점업,여성,1934.0,46922403.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,서양식 음식점업,남성,2026.0,51985030.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,서양식 음식점업,여성,1934.0,46922403.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,일식 음식점업,남성,3.0,348000.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,일식 음식점업,여성,4.0,566000.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,일식 음식점업,남성,3.0,348000.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,일식 음식점업,여성,4.0,566000.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,중식 음식점업,남성,69.0,1472400.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,중식 음식점업,여성,26.0,498000.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,중식 음식점업,남성,69.0,1472400.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,중식 음식점업,여성,26.0,498000.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1579.0,18013244.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1053.0,11925861.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1579.0,18013244.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1053.0,11925861.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,서귀포시,예래동,한식 음식점업,남성,3526.0,179940050.0,1212806.169,1426469.639,중국,3016.63,468096
2020-03,서귀포시,예래동,한식 음식점업,여성,2136.0,104761450.0,1101756.945,1328997.206,중국,3016.63,468096
2020-03,서귀포시,예래동,한식 음식점업,남성,3526.0,179940050.0,1212806.169,1426469.639,중국 외,1350.68,468096
2020-03,서귀포시,예래동,한식 음식점업,여성,2136.0,104761450.0,1101756.945,1328997.206,중국 외,1350.68,468096
2020-03,제주시,오라동,기타 외국식 음식점업,남성,84.0,1230000.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,기타 외국식 음식점업,여성,17.0,264000.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,기타 외국식 음식점업,남성,84.0,1230000.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,기타 외국식 음식점업,여성,17.0,264000.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,오라동,비알콜 음료점업,남성,1830.0,18954000.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,비알콜 음료점업,여성,1964.0,21386580.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,비알콜 음료점업,남성,1830.0,18954000.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,비알콜 음료점업,여성,1964.0,21386580.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,오라동,서양식 음식점업,남성,691.0,12860530.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,서양식 음식점업,여성,1138.0,18512285.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,서양식 음식점업,남성,691.0,12860530.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,서양식 음식점업,여성,1138.0,18512285.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,오라동,일식 음식점업,남성,59.0,9643200.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,일식 음식점업,여성,19.0,3502900.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,일식 음식점업,남성,59.0,9643200.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,일식 음식점업,여성,19.0,3502900.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,오라동,중식 음식점업,남성,166.0,4329000.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,중식 음식점업,여성,73.0,1970000.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,중식 음식점업,남성,166.0,4329000.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,중식 음식점업,여성,73.0,1970000.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,오라동,한식 음식점업,남성,7649.0,211615890.0,5011900.916,3942293.766,중국,1438.98,468096
2020-03,제주시,오라동,한식 음식점업,여성,3672.0,106645000.0,5061519.359,3324081.085,중국,1438.98,468096
2020-03,제주시,오라동,한식 음식점업,남성,7649.0,211615890.0,5011900.916,3942293.766,중국 외,4822.76,468096
2020-03,제주시,오라동,한식 음식점업,여성,3672.0,106645000.0,5061519.359,3324081.085,중국 외,4822.76,468096
2020-03,제주시,외도동,기타 외국식 음식점업,남성,423.0,8703500.0,4169357.31,1656252.3180000002,중국,1598.91,468096
2020-03,제주시,외도동,기타 외국식 음식점업,여성,195.0,4281000.0,4515827.274,1501124.657,중국,1598.91,468096
2020-03,제주시,외도동,기타 외국식 음식점업,남성,423.0,8703500.0,4169357.31,1656252.3180000002,중국 외,1156.55,468096
2020-03,제주시,외도동,기타 외국식 음식점업,여성,195.0,4281000.0,4515827.274,1501124.657,중국 외,1156.55,468096
2020-03,제주시,외도동,비알콜 음료점업,남성,1438.0,10240700.0,4169357.31,1656252.3180000002,중국,1598.91,468096
2020-03,제주시,외도동,비알콜 음료점업,여성,1487.0,11742042.0,4515827.274,1501124.657,중국,1598.91,468096
2020-03,제주시,외도동,비알콜 음료점업,남성,1438.0,10240700.0,4169357.31,1656252.3180000002,중국 외,1156.55,468096
2020-03,제주시,외도동,비알콜 음료점업,여성,1487.0,11742042.0,4515827.274,1501124.657,중국 외,1156.55,468096
2020-03,제주시,외도동,서양식 음식점업,남성,1019.0,24832500.0,4169357.31,1656252.3180000002,중국,1598.91,468096
2020-03,제주시,외도동,서양식 음식점업,여성,1047.0,23713630.0,4515827.274,1501124.657,중국,1598.91,468096
2020-03,제주시,외도동,서양식 음식점업,남성,1019.0,24832500.0,4169357.31,1656252.3180000002,중국 외,1156.55,468096
2020-03,제주시,외도동,서양식 음식점업,여성,1047.0,23713630.0,4515827.274,1501124.657,중국 외,1156.55,468096
2020-03,제주시,외도동,일식 음식점업,여성,100.0,4786000.0,4515827.274,1501124.657,중국,1598.91,468096
2020-03,제주시,외도동,일식 음식점업,남성,165.0,10170300.0,4169357.31,1656252.3180000002,중국,1598.91,468096
2020-03,제주시,외도동,일식 음식점업,여성,100.0,4786000.0,4515827.274,1501124.657,중국 외,1156.55,468096
2020-03,제주시,외도동,일식 음식점업,남성,165.0,10170300.0,4169357.31,1656252.3180000002,중국 외,1156.55,468096
2020-03,제주시,외도동,중식 음식점업,여성,381.0,9899130.0,4515827.274,1501124.657,중국,1598.91,468096
