"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"충청북도 충주시 대소원면(4313033500)","9,161","5,472","          1.67","5,188","3,973","          1.31"
"충청북도 충주시 신니면(4313035000)","2,827","1,587","          1.78","1,452","1,375","          1.06"
"충청북도 충주시 노은면(4313036000)","2,228","1,252","          1.78","1,144","1,084","          1.06"
"충청북도 충주시 앙성면(4313037000)","3,954","2,327","          1.70","2,029","1,925","          1.05"
"충청북도 충주시 중앙탑면(4313038500)","13,670","6,072","          2.25","7,051","6,619","          1.07"
"충청북도 충주시 금가면(4313039000)","3,843","1,834","          2.10","2,059","1,784","          1.15"
"충청북도 충주시 동량면(4313040000)","3,573","1,891","          1.89","1,810","1,763","          1.03"
"충청북도 충주시 산척면(4313041000)","2,215","1,220","          1.82","1,139","1,076","          1.06"
"충청북도 충주시 엄정면(4313042000)","3,053","1,650","          1.85","1,550","1,503","          1.03"
"충청북도 충주시 소태면(4313043000)","1,917","1,047","          1.83","986","931","          1.06"
"충청북도 충주시 성내.충인동(4313051500)","2,557","1,483","          1.72","1,259","1,298","          0.97"
"충청북도 충주시 교현.안림동(4313053500)","23,061","10,129","          2.28","11,461","11,600","          0.99"
"충청북도 충주시 교현2동(4313054000)","6,601","3,592","          1.84","3,352","3,249","          1.03"
"충청북도 충주시 용산동(4313055000)","14,628","6,199","          2.36","7,200","7,428","          0.97"
"충청북도 충주시 지현동(4313056000)","5,174","2,514","          2.06","2,567","2,607","          0.98"
"충청북도 충주시 문화동(4313057100)","9,175","4,707","          1.95","4,618","4,557","          1.01"
"충청북도 충주시 호암.직동(4313058000)","21,151","9,113","          2.32","10,523","10,628","          0.99"
"충청북도 충주시 달천동(4313060500)","3,761","2,351","          1.60","2,037","1,724","          1.18"
"충청북도 충주시 봉방동(4313061000)","8,935","4,673","          1.91","4,654","4,281","          1.09"
"충청북도 충주시 칠금.금릉동(4313062500)","14,210","6,281","          2.26","7,008","7,202","          0.97"
"충청북도 충주시 연수동(4313063000)","36,257","17,254","          2.10","18,035","18,222","          0.99"
"충청북도 충주시 목행.용탄동(4313064000)","6,562","2,904","          2.26","3,428","3,134","          1.09"
"충청북도 제천시 (4315000000)","130,628","65,274","          2.00","65,656","64,972","          1.01"
"충청북도 제천시 봉양읍(4315025000)","6,717","3,676","          1.83","3,425","3,292","          1.04"
"충청북도 제천시 금성면(4315031000)","1,834","1,051","          1.75","976","858","          1.14"
"충청북도 제천시 청풍면(4315032000)","1,255","776","          1.62","648","607","          1.07"
"충청북도 제천시 수산면(4315033000)","1,998","1,223","          1.63","1,044","954","          1.09"
"충청북도 제천시 덕산면(4315034000)","2,133","1,192","          1.79","1,089","1,044","          1.04"
"충청북도 제천시 한수면(4315035000)","677","402","          1.68","345","332","          1.04"
"충청북도 제천시 백운면(4315036000)","3,288","1,900","          1.73","1,699","1,589","          1.07"
"충청북도 제천시 송학면(4315038000)","4,663","2,579","          1.81","2,466","2,197","          1.12"
"충청북도 제천시 교동(4315051000)","18,256","7,811","          2.34","8,979","9,277","          0.97"
"충청북도 제천시 의림지동(4315051800)","9,927","4,492","          2.21","4,941","4,986","          0.99"
"충청북도 제천시 중앙동(4315052800)","5,625","3,070","          1.83","2,783","2,842","          0.98"
"충청북도 제천시 남현동(4315053700)","4,799","2,541","          1.89","2,387","2,412","          0.99"
"충청북도 제천시 영서동(4315054700)","9,975","4,898","          2.04","4,990","4,985","          1.00"
"충청북도 제천시 용두동(4315056000)","18,282","9,320","          1.96","9,094","9,188","          0.99"
"충청북도 제천시 신백동(4315057700)","10,821","5,204","          2.08","5,423","5,398","          1.00"
"충청북도 제천시 청전동(4315059000)","15,364","8,121","          1.89","7,754","7,610","          1.02"
"충청북도 제천시 화산동(4315060500)","15,014","7,018","          2.14","7,613","7,401","          1.03"
"충청북도 보은군 (4372000000)","31,453","16,954","          1.86","15,884","15,569","          1.02"
"충청북도 보은군 보은읍(4372025000)","14,531","7,138","          2.04","7,234","7,297","          0.99"
"충청북도 보은군 속리산면(4372031500)","1,810","1,065","          1.70","926","884","          1.05"
"충청북도 보은군 장안면(4372032500)","1,428","774","          1.84","749","679","          1.10"
"충청북도 보은군 마로면(4372033000)","2,121","1,218","          1.74","1,035","1,086","          0.95"
"충청북도 보은군 탄부면(4372034000)","1,586","930","          1.71","777","809","          0.96"
"충청북도 보은군 삼승면(4372035000)","2,291","1,315","          1.74","1,168","1,123","          1.04"
"충청북도 보은군 수한면(4372036000)","1,856","1,047","          1.77","950","906","          1.05"
"충청북도 보은군 회남면(4372037000)","728","478","          1.52","405","323","          1.25"
"충청북도 보은군 회인면(4372038500)","1,716","1,031","          1.66","862","854","          1.01"
"충청북도 보은군 내북면(4372039000)","1,640","979","          1.68","840","800","          1.05"
"충청북도 보은군 산외면(4372040000)","1,746","979","          1.78","938","808","          1.16"
"충청북도 옥천군 (4373000000)","49,452","25,396","          1.95","24,948","24,504","          1.02"
"충청북도 옥천군 옥천읍(4373025000)","28,607","13,105","          2.18","14,314","14,293","          1.00"
"충청북도 옥천군 동이면(4373031000)","3,184","1,832","          1.74","1,648","1,536","          1.07"
"충청북도 옥천군 안남면(4373032000)","1,402","801","          1.75","713","689","          1.03"
"충청북도 옥천군 안내면(4373033000)","1,922","1,144","          1.68","976","946","          1.03"
"충청북도 옥천군 청성면(4373034000)","2,319","1,442","          1.61","1,155","1,164","          0.99"
"충청북도 옥천군 청산면(4373035000)","2,903","1,761","          1.65","1,422","1,481","          0.96"
"충청북도 옥천군 이원면(4373036000)","4,014","2,300","          1.75","2,056","1,958","          1.05"
"충청북도 옥천군 군서면(4373037000)","2,156","1,272","          1.69","1,128","1,028","          1.10"
"충청북도 옥천군 군북면(4373038000)","2,945","1,739","          1.69","1,536","1,409","          1.09"
"충청북도 영동군 (4374000000)","44,896","23,804","          1.89","22,485","22,411","          1.00"
"충청북도 영동군 영동읍(4374025000)","19,734","9,419","          2.10","9,807","9,927","          0.99"
"충청북도 영동군 용산면(4374031000)","3,286","1,917","          1.71","1,691","1,595","          1.06"
"충청북도 영동군 황간면(4374032000)","4,039","2,169","          1.86","2,051","1,988","          1.03"
"충청북도 영동군 추풍령면(4374033500)","2,229","1,265","          1.76","1,106","1,123","          0.98"
"충청북도 영동군 매곡면(4374034000)","1,874","1,077","          1.74","948","926","          1.02"
"충청북도 영동군 상촌면(4374035000)","2,218","1,318","          1.68","1,089","1,129","          0.96"
"충청북도 영동군 양강면(4374036000)","3,069","1,614","          1.90","1,554","1,515","          1.03"
"충청북도 영동군 용화면(4374037000)","960","591","          1.62","493","467","          1.06"
"충청북도 영동군 학산면(4374038000)","2,659","1,595","          1.67","1,343","1,316","          1.02"
"충청북도 영동군 양산면(4374039000)","1,792","1,040","          1.72","881","911","          0.97"
"충청북도 영동군 심천면(4374040000)","3,036","1,799","          1.69","1,522","1,514","          1.01"
"충청북도 증평군 (4374500000)","37,312","18,628","          2.00","19,410","17,902","          1.08"
"충청북도 증평군 증평읍(4374525000)","35,537","17,630","          2.02","18,466","17,071","          1.08"
"충청북도 증평군 도안면(4374531000)","1,775","998","          1.78","944","831","          1.14"
"충청북도 진천군 (4375000000)","86,076","42,363","          2.03","45,453","40,623","          1.12"
"충청북도 진천군 진천읍(4375025000)","29,901","14,596","          2.05","15,474","14,427","          1.07"
"충청북도 진천군 덕산읍(4375025300)","30,074","13,343","          2.25","15,959","14,115","          1.13"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","          0.00","0","0","          0.00"
"충청북도 진천군 초평면(4375032000)","3,045","1,657","          1.84","1,599","1,446","          1.11"
"충청북도 진천군 문백면(4375033000)","3,419","1,929","          1.77","1,800","1,619","          1.11"
"충청북도 진천군 백곡면(4375034000)","2,059","1,254","          1.64","1,060","999","          1.06"
"충청북도 진천군 이월면(4375035000)","6,307","3,569","          1.77","3,366","2,941","          1.14"
"충청북도 진천군 광혜원면(4375037000)","11,271","6,015","          1.87","6,195","5,076","          1.22"
"충청북도 괴산군 (4376000000)","36,961","21,309","          1.73","19,049","17,912","          1.06"
"충청북도 괴산군 괴산읍(4376025000)","9,433","5,009","          1.88","4,815","4,618","          1.04"
"충청북도 괴산군 감물면(4376031000)","2,080","1,157","          1.80","1,083","997","          1.09"
"충청북도 괴산군 장연면(4376032000)","1,896","1,156","          1.64","964","932","          1.03"
"충청북도 괴산군 연풍면(4376033000)","2,273","1,371","          1.66","1,198","1,075","          1.11"
"충청북도 괴산군 칠성면(4376034000)","3,094","1,831","          1.69","1,573","1,521","          1.03"
"충청북도 괴산군 문광면(4376035000)","2,186","1,269","          1.72","1,127","1,059","          1.06"
"충청북도 괴산군 청천면(4376036000)","5,179","3,145","          1.65","2,687","2,492","          1.08"
"충청북도 괴산군 청안면(4376037000)","3,428","2,056","          1.67","1,763","1,665","          1.06"
"충청북도 괴산군 사리면(4376039000)","2,629","1,524","          1.73","1,360","1,269","          1.07"
"충청북도 괴산군 소수면(4376040000)","2,089","1,236","          1.69","1,083","1,006","          1.08"
"충청북도 괴산군 불정면(4376041000)","2,674","1,555","          1.72","1,396","1,278","          1.09"
"충청북도 음성군 (4377000000)","92,018","48,340","          1.90","48,830","43,188","          1.13"
"충청북도 음성군 음성읍(4377025000)","16,844","8,864","          1.90","8,638","8,206","          1.05"
"충청북도 음성군 금왕읍(4377025300)","19,482","10,244","          1.90","10,481","9,001","          1.16"
"충청북도 음성군 소이면(4377031000)","2,859","1,692","          1.69","1,478","1,381","          1.07"
"충청북도 음성군 원남면(4377032000)","2,991","1,790","          1.67","1,557","1,434","          1.09"
"충청북도 음성군 맹동면(4377033000)","13,209","6,155","          2.15","6,924","6,285","          1.10"
"충청북도 음성군 대소면(4377034000)","15,571","7,879","          1.98","8,558","7,013","          1.22"
"충청북도 음성군 삼성면(4377035000)","6,616","3,819","          1.73","3,680","2,936","          1.25"
"충청북도 음성군 생극면(4377036000)","4,516","2,596","          1.74","2,434","2,082","          1.17"
"충청북도 음성군 감곡면(4377037000)","9,930","5,301","          1.87","5,080","4,850","          1.05"
"충청북도 단양군 (4380000000)","27,773","15,089","          1.84","14,121","13,652","          1.03"
"충청북도 단양군 단양읍(4380025000)","10,127","5,005","          2.02","5,101","5,026","          1.01"
"충청북도 단양군 매포읍(4380025300)","5,107","2,639","          1.94","2,647","2,460","          1.08"
"충청북도 단양군 대강면(4380031000)","2,396","1,441","          1.66","1,203","1,193","          1.01"
"충청북도 단양군 가곡면(4380032000)","2,043","1,165","          1.75","1,087","956","          1.14"
"충청북도 단양군 영춘면(4380033000)","3,125","1,836","          1.70","1,489","1,636","          0.91"
"충청북도 단양군 어상천면(4380034000)","1,843","1,066","          1.73","1,010","833","          1.21"
"충청북도 단양군 적성면(4380035000)","1,511","936","          1.61","784","727","          1.08"
"충청북도 단양군 단성면(4380036000)","1,621","1,001","          1.62","800","821","          0.97"
"충청남도  (4400000000)","2,122,913","1,020,071","          2.08","1,086,686","1,036,227","          1.05"
"충청남도 천안시 (4413000000)","656,955","303,038","          2.17","336,403","320,552","          1.05"
"충청남도 천안시 동남구 (4413100000)","255,892","119,369","          2.14","129,748","126,144","          1.03"
"충청남도 천안시 동남구 목천읍(4413125000)","23,925","11,401","          2.10","12,254","11,671","          1.05"
"충청남도 천안시 동남구 풍세면(4413131000)","4,014","2,169","          1.85","2,190","1,824","          1.20"
"충청남도 천안시 동남구 광덕면(4413132000)","4,210","2,333","          1.80","2,144","2,066","          1.04"
"충청남도 천안시 동남구 북면(4413133000)","4,320","2,500","          1.73","2,265","2,055","          1.10"
"충청남도 천안시 동남구 성남면(4413134000)","3,042","1,610","          1.89","1,580","1,462","          1.08"
"충청남도 천안시 동남구 수신면(4413135000)","2,219","1,309","          1.70","1,219","1,000","          1.22"
"충청남도 천안시 동남구 병천면(4413136000)","6,323","3,686","          1.72","3,448","2,875","          1.20"
"충청남도 천안시 동남구 동면(4413137000)","2,008","1,161","          1.73","1,085","923","          1.18"
"충청남도 천안시 동남구 중앙동(4413151000)","5,280","3,153","          1.67","2,763","2,517","          1.10"
"충청남도 천안시 동남구 문성동(4413152000)","7,646","3,825","          2.00","3,885","3,761","          1.03"
"충청남도 천안시 동남구 원성1동(4413153000)","8,379","4,169","          2.01","4,365","4,014","          1.09"
"충청남도 천안시 동남구 원성2동(4413154000)","9,029","4,860","          1.86","4,629","4,400","          1.05"
