연도,월,관광지명,한국인,외국인
2011,11,일출랜드,45487,537
2011,11,정방폭포,56053,6891
2011,11,제주민속촌박물관,28788,4416
2011,11,제주조각공원,1441,14
2011,11,제주추사관,7374,9
2011,11,중문주상절리대,112636,14143
2011,11,천제연폭포,60384,12028
2011,11,천지연폭포,128528,17860
2011,11,카멜리아힐,0,0
2011,11,테디베어뮤지엄,30492,7623
2011,11,퍼시픽랜드,29767,0
2011,11,아쿠아플라넷,0,0
2011,11,화락원,0,0
2011,12,(주)제주미니미니랜드,12250,644
2011,12,국립제주박물관,26695,863
2011,12,도립미술관,0,0
2011,12,만장굴관광지,50457,23514
2011,12,목석원,0,0
2011,12,민속자연사박물관,84337,16133
2011,12,비자림,13480,27
2011,12,산굼부리,31039,2717
2011,12,삼성혈,4037,5331
2011,12,삼양선사유적지,2286,6
2011,12,생각하는 정원,12898,600
2011,12,절물자연휴양림,27478,0
2011,12,제주도립 김창열미술관,0,0
2011,12,제주돌문화공원,19082,207
2011,12,제주러브랜드,48812,4370
2011,12,제주목관아지,5216,1149
2011,12,제주별빛누리공원,7224,97
2011,12,제주항일기념관,0,3991
2011,12,한라산국립공원,69894,0
2011,12,한림공원,39705,2200
2011,12,항몽 유적지,5781,43
2011,12,해녀 박물관,12996,3677
2011,12,감귤박물관,8623,77
2011,12,기당미술관,924,0
2011,12,마라해양도립공원,20000,0
2011,12,박물관은살아있다,0,0
2011,12,산방산,43824,3552
2011,12,서귀포도립해양공원,20000,0
2011,12,서귀포자연휴양림,15407,0
2011,12,서복전시관,12938,1259
2011,12,성산일출봉,111005,71824
2011,12,소리섬박물관,0,0
2011,12,소인국테마파크,32855,0
2011,12,신영영화박물관,4829,0
2011,12,아프리카박물관,7064,0
2011,12,여미지식물원,40905,0
2011,12,이중섭미술관,10702,0
2011,12,익스트림 아일랜드,0,0
2011,12,일출랜드,26140,486
2011,12,정방폭포,32725,5380
2011,12,제주민속촌박물관,19996,4905
2011,12,제주조각공원,813,3
2011,12,제주추사관,5479,7
2011,12,중문주상절리대,81562,13820
2011,12,천제연폭포,63797,14135
2011,12,천지연폭포,95179,15826
2011,12,카멜리아힐,0,0
2011,12,테디베어뮤지엄,35667,8917
2011,12,퍼시픽랜드,28463,0
2011,12,아쿠아플라넷,0,0
2011,12,화락원,0,0
2012,01,(주)제주미니미니랜드,12478,656
2012,01,국립제주박물관,30931,521
2012,01,도립미술관,0,0
2012,01,만장굴관광지,44499,7609
2012,01,목석원,0,0
2012,01,민속자연사박물관,25604,8136
2012,01,비자림,13084,18
2012,01,산굼부리,18180,970
2012,01,삼성혈,5191,4496
2012,01,삼양선사유적지,2836,4
2012,01,생각하는 정원,13500,347
2012,01,절물자연휴양림,22572,0
2012,01,제주도립 김창열미술관,0,0
2012,01,제주돌문화공원,9624,82
2012,01,제주러브랜드,33698,2107
2012,01,제주목관아지,5068,391
2012,01,제주별빛누리공원,3506,2
2012,01,제주항일기념관,4049,8
2012,01,한라산국립공원,114183,0
2012,01,한림공원,38543,1400
2012,01,항몽 유적지,4015,16
2012,01,해녀 박물관,7245,1847
2012,01,감귤박물관,5616,32
2012,01,기당미술관,606,0
2012,01,마라해양도립공원,21194,0
2012,01,박물관은살아있다,0,0
2012,01,산방산,47919,2145
2012,01,서귀포도립해양공원,14170,0
2012,01,서귀포자연휴양림,3598,10
2012,01,서복전시관,10820,1230
2012,01,성산일출봉,121771,54790
2012,01,소리섬박물관,0,0
2012,01,소인국테마파크,3386,170
2012,01,신영영화박물관,0,0
2012,01,아프리카박물관,7900,0
2012,01,여미지식물원,45949,0
2012,01,이중섭미술관,11037,183
2012,01,익스트림 아일랜드,0,0
2012,01,일출랜드,25958,1950
2012,01,정방폭포,55620,2417
2012,01,제주민속촌박물관,25371,2509
2012,01,제주조각공원,901,4
2012,01,제주추사관,4257,0
2012,01,중문주상절리대,77079,10142
2012,01,천제연폭포,42299,6905
2012,01,천지연폭포,76842,12775
2012,01,카멜리아힐,0,0
2012,01,테디베어뮤지엄,33998,7090
2012,01,퍼시픽랜드,35598,0
2012,01,아쿠아플라넷,0,0
2012,01,화락원,0,0
2012,02,(주)제주미니미니랜드,11927,628
2012,02,국립제주박물관,27646,568
2012,02,도립미술관,0,0
2012,02,만장굴관광지,48691,7482
2012,02,목석원,0,0
2012,02,민속자연사박물관,32150,5871
2012,02,비자림,11515,25
2012,02,산굼부리,27000,1200
2012,02,삼성혈,4132,5204
2012,02,삼양선사유적지,2545,1
2012,02,생각하는 정원,14650,250
2012,02,절물자연휴양림,23599,0
2012,02,제주도립 김창열미술관,0,0
2012,02,제주돌문화공원,8092,78
2012,02,제주러브랜드,36678,2214
2012,02,제주목관아지,13337,320
2012,02,제주별빛누리공원,2372,10
2012,02,제주항일기념관,8397,68
2012,02,한라산국립공원,88505,0
2012,02,한림공원,42386,1218
2012,02,항몽 유적지,3573,1
2012,02,해녀 박물관,9972,485
2012,02,감귤박물관,5665,39
2012,02,기당미술관,599,0
2012,02,마라해양도립공원,21945,0
2012,02,박물관은살아있다,0,0
2012,02,산방산,43566,1394
2012,02,서귀포도립해양공원,15729,0
2012,02,서귀포자연휴양림,3196,0
2012,02,서복전시관,9043,385
2012,02,성산일출봉,104222,32712
2012,02,소리섬박물관,0,0
2012,02,소인국테마파크,11199,200
2012,02,신영영화박물관,0,0
2012,02,아프리카박물관,7571,0
2012,02,여미지식물원,57746,0
2012,02,이중섭미술관,11550,125
2012,02,익스트림 아일랜드,0,0
2012,02,일출랜드,28179,3427
2012,02,정방폭포,57667,1037
2012,02,제주민속촌박물관,22223,1545
2012,02,제주조각공원,747,0
2012,02,제주추사관,3799,6
2012,02,중문주상절리대,86062,6416
2012,02,천제연폭포,38168,5765
2012,02,천지연폭포,83711,7005
2012,02,카멜리아힐,0,0
2012,02,테디베어뮤지엄,35977,4203
2012,02,퍼시픽랜드,38331,0
2012,02,아쿠아플라넷,0,0
2012,02,화락원,0,0
2012,03,(주)제주미니미니랜드,13241,700
2012,03,국립제주박물관,37489,1431
2012,03,도립미술관,0,0
2012,03,만장굴관광지,41928,9415
2012,03,목석원,0,0
2012,03,민속자연사박물관,60934,6728
2012,03,비자림,15548,114
2012,03,산굼부리,31388,1360
2012,03,삼성혈,4459,6286
2012,03,삼양선사유적지,2241,10
2012,03,생각하는 정원,16131,1233
2012,03,절물자연휴양림,40579,0
2012,03,제주도립 김창열미술관,0,0
2012,03,제주돌문화공원,14648,193
2012,03,제주러브랜드,66198,3797
2012,03,제주목관아지,7741,673
2012,03,제주별빛누리공원,2940,6
2012,03,제주항일기념관,9439,31
2012,03,한라산국립공원,67343,0
2012,03,한림공원,61154,1616
2012,03,항몽 유적지,8219,55
2012,03,해녀 박물관,12693,1562
2012,03,감귤박물관,4271,17
2012,03,기당미술관,638,5
2012,03,마라해양도립공원,29696,0
2012,03,박물관은살아있다,0,0
2012,03,산방산,66779,2209
2012,03,서귀포도립해양공원,14461,0
2012,03,서귀포자연휴양림,3661,5
2012,03,서복전시관,7337,825
2012,03,성산일출봉,128240,55194
2012,03,소리섬박물관,0,0
2012,03,소인국테마파크,7691,320
2012,03,신영영화박물관,0,0
2012,03,아프리카박물관,5361,0
2012,03,여미지식물원,57752,0
2012,03,이중섭미술관,9021,206
2012,03,익스트림 아일랜드,0,0
2012,03,일출랜드,51491,4485
2012,03,정방폭포,60617,2580
2012,03,제주민속촌박물관,27685,2839
2012,03,제주조각공원,1142,10
2012,03,제주추사관,4920,11
2012,03,중문주상절리대,112129,10537
2012,03,천제연폭포,44976,6704
2012,03,천지연폭포,109719,13302
2012,03,카멜리아힐,0,0
2012,03,테디베어뮤지엄,26663,7472
2012,03,퍼시픽랜드,35648,0
2012,03,아쿠아플라넷,0,0
2012,03,화락원,0,0
2012,04,(주)제주미니미니랜드,20730,1091
2012,04,국립제주박물관,39689,773
2012,04,도립미술관,0,0
2012,04,만장굴관광지,54617,10091
2012,04,목석원,0,0
2012,04,민속자연사박물관,98802,13706
2012,04,비자림,26991,218
2012,04,산굼부리,49284,914
2012,04,삼성혈,7377,7012
2012,04,삼양선사유적지,4964,10
2012,04,생각하는 정원,19545,1605
2012,04,절물자연휴양림,59185,0
2012,04,제주도립 김창열미술관,0,0
2012,04,제주돌문화공원,25011,429
2012,04,제주러브랜드,64530,27000
2012,04,제주목관아지,12147,646
2012,04,제주별빛누리공원,5648,21
2012,04,제주항일기념관,8131,49
2012,04,한라산국립공원,95921,0
2012,04,한림공원,114666,2938
2012,04,항몽 유적지,20235,4
2012,04,해녀 박물관,25443,2509
2012,04,감귤박물관,6938,44
2012,04,기당미술관,752,9
2012,04,마라해양도립공원,41894,0
2012,04,박물관은살아있다,0,0
2012,04,산방산,97268,2679
2012,04,서귀포도립해양공원,18833,0
2012,04,서귀포자연휴양림,6727,9
2012,04,서복전시관,7130,1575
2012,04,성산일출봉,224604,111520
2012,04,소리섬박물관,0,0
2012,04,소인국테마파크,11163,1017
2012,04,신영영화박물관,0,0
2012,04,아프리카박물관,6571,0
2012,04,여미지식물원,78515,0
2012,04,이중섭미술관,11280,197
2012,04,익스트림 아일랜드,0,0
2012,04,일출랜드,80119,6078
2012,04,정방폭포,76919,3902
2012,04,제주민속촌박물관,46053,4388
2012,04,제주조각공원,2963,50
2012,04,제주추사관,6861,10
2012,04,중문주상절리대,174235,18998
2012,04,천제연폭포,58502,11170
2012,04,천지연폭포,165555,26748
2012,04,카멜리아힐,0,0
2012,04,테디베어뮤지엄,37601,13085
2012,04,퍼시픽랜드,51927,0
2012,04,아쿠아플라넷,0,0
2012,04,화락원,0,0
2012,05,(주)제주미니미니랜드,30657,1503
2012,05,국립제주박물관,45752,2362
2012,05,도립미술관,0,0
2012,05,만장굴관광지,65515,12603
2012,05,목석원,0,0
2012,05,민속자연사박물관,81808,13665
2012,05,비자림,48465,208
2012,05,산굼부리,62464,936
2012,05,삼성혈,9221,8035
2012,05,삼양선사유적지,2951,3
2012,05,생각하는 정원,21379,1055
2012,05,절물자연휴양림,74457,0
2012,05,제주도립 김창열미술관,0,0
2012,05,제주돌문화공원,33501,590
2012,05,제주러브랜드,56000,16127
2012,05,제주목관아지,18454,617
2012,05,제주별빛누리공원,6564,20
2012,05,제주항일기념관,4969,19
2012,05,한라산국립공원,140080,0
2012,05,한림공원,120061,3437
2012,05,항몽 유적지,16052,12
2012,05,해녀 박물관,12944,2148
2012,05,감귤박물관,6378,93
2012,05,기당미술관,1220,22
2012,05,마라해양도립공원,55243,0
2012,05,박물관은살아있다,0,0
2012,05,산방산,117046,3211
2012,05,서귀포도립해양공원,20921,0
2012,05,서귀포자연휴양림,18881,22
2012,05,서복전시관,7662,2497
2012,05,성산일출봉,250413,95108
2012,05,소리섬박물관,0,0
2012,05,소인국테마파크,15797,500
2012,05,신영영화박물관,0,0
2012,05,아프리카박물관,6658,0
2012,05,여미지식물원,64394,0
2012,05,이중섭미술관,10887,457
2012,05,익스트림 아일랜드,0,0
2012,05,일출랜드,87292,5325
2012,05,정방폭포,97153,4024
2012,05,제주민속촌박물관,57299,4847
2012,05,제주조각공원,2223,38
2012,05,제주추사관,8798,12
2012,05,중문주상절리대,210742,19506
2012,05,천제연폭포,64582,12319
2012,05,천지연폭포,196326,25141
2012,05,카멜리아힐,0,0
2012,05,테디베어뮤지엄,40636,11005
2012,05,퍼시픽랜드,55794,0
2012,05,아쿠아플라넷,0,0
2012,05,화락원,0,0
2012,06,(주)제주미니미니랜드,17978,946
2012,06,국립제주박물관,33862,1485
2012,06,도립미술관,0,0
2012,06,만장굴관광지,57262,12616
2012,06,목석원,0,0
2012,06,민속자연사박물관,44174,17808
2012,06,비자림,33650,140
2012,06,산굼부리,28242,811
2012,06,삼성혈,5822,6757
2012,06,삼양선사유적지,2863,25
2012,06,생각하는 정원,15722,2349
2012,06,절물자연휴양림,60533,0
2012,06,제주도립 김창열미술관,0,0
2012,06,제주돌문화공원,23180,438
2012,06,제주러브랜드,43102,13762
2012,06,제주목관아지,13268,696
2012,06,제주별빛누리공원,7139,35
2012,06,제주항일기념관,8590,55
2012,06,한라산국립공원,98905,0
2012,06,한림공원,66912,1986
2012,06,항몽 유적지,11094,30
2012,06,해녀 박물관,14420,2593
2012,06,감귤박물관,5092,134
2012,06,기당미술관,1095,17
2012,06,마라해양도립공원,27596,0
2012,06,박물관은살아있다,0,0
2012,06,산방산,45954,3167
2012,06,서귀포도립해양공원,15739,0
2012,06,서귀포자연휴양림,10861,8
2012,06,서복전시관,6497,3144
2012,06,성산일출봉,156756,105065
2012,06,소리섬박물관,0,0
2012,06,소인국테마파크,14538,463
2012,06,신영영화박물관,0,0
2012,06,아프리카박물관,5805,0
2012,06,여미지식물원,43314,0
2012,06,이중섭미술관,9273,237
2012,06,익스트림 아일랜드,0,0
2012,06,일출랜드,38258,2985
2012,06,정방폭포,82130,4735
2012,06,제주민속촌박물관,34717,5096
2012,06,제주조각공원,1320,21
2012,06,제주추사관,3307,21
2012,06,중문주상절리대,122801,25194
2012,06,천제연폭포,53390,12763
2012,06,천지연폭포,123821,31223
2012,06,카멜리아힐,0,0
2012,06,테디베어뮤지엄,34420,15397
2012,06,퍼시픽랜드,41502,0
2012,06,아쿠아플라넷,0,0
2012,06,화락원,0,0
2012,07,(주)제주미니미니랜드,16757,881
2012,07,국립제주박물관,19509,1858
2012,07,도립미술관,0,0
2012,07,만장굴관광지,71353,11984
2012,07,목석원,0,0
2012,07,민속자연사박물관,24993,22144
2012,07,비자림,35644,132
2012,07,산굼부리,20667,954
2012,07,삼성혈,5169,5500
2012,07,삼양선사유적지,1736,14
2012,07,생각하는 정원,10102,3105
2012,07,절물자연휴양림,53059,0
2012,07,제주도립 김창열미술관,0,0
2012,07,제주돌문화공원,15999,218
2012,07,제주러브랜드,38772,6233
2012,07,제주목관아지,13767,458
2012,07,제주별빛누리공원,5132,173
2012,07,제주항일기념관,7326,215
2012,07,한라산국립공원,66119,0
2012,07,한림공원,50110,3175
2012,07,항몽 유적지,11073,25
2012,07,해녀 박물관,12618,3984
2012,07,감귤박물관,4830,160
2012,07,기당미술관,1000,16
2012,07,마라해양도립공원,23756,0
2012,07,박물관은살아있다,0,0
2012,07,산방산,40194,3259
2012,07,서귀포도립해양공원,13549,0
2012,07,서귀포자연휴양림,16339,22
2012,07,서복전시관,6161,3501
2012,07,성산일출봉,112163,144396
2012,07,소리섬박물관,0,0
2012,07,소인국테마파크,13462,854
2012,07,신영영화박물관,0,0
2012,07,아프리카박물관,7666,0
2012,07,여미지식물원,28252,0
2012,07,이중섭미술관,12477,420
2012,07,익스트림 아일랜드,0,0
2012,07,일출랜드,26106,2188
2012,07,정방폭포,79369,4292
2012,07,제주민속촌박물관,22634,3028
2012,07,제주조각공원,881,44
2012,07,제주추사관,2820,3
2012,07,중문주상절리대,89482,33589
2012,07,천제연폭포,51059,13227
2012,07,천지연폭포,106802,45592
2012,07,카멜리아힐,0,0
2012,07,테디베어뮤지엄,42608,18013
2012,07,퍼시픽랜드,39226,0
2012,07,아쿠아플라넷,0,0
2012,07,화락원,0,0
2012,08,(주)제주미니미니랜드,19788,1041
2012,08,국립제주박물관,40802,1570
2012,08,도립미술관,0,0
2012,08,만장굴관광지,94638,9451
2012,08,목석원,0,0
2012,08,민속자연사박물관,62888,25383
2012,08,비자림,39421,148
2012,08,산굼부리,26645,1040
2012,08,삼성혈,6801,3747
2012,08,삼양선사유적지,1898,14
2012,08,생각하는 정원,16947,2057
2012,08,절물자연휴양림,62848,0
2012,08,제주도립 김창열미술관,0,0
2012,08,제주돌문화공원,46780,1070
2012,08,제주러브랜드,41817,9004
2012,08,제주목관아지,10667,438
2012,08,제주별빛누리공원,7503,668
2012,08,제주항일기념관,4325,68
2012,08,한라산국립공원,74704,0
2012,08,한림공원,61412,2970
2012,08,항몽 유적지,11801,3
2012,08,해녀 박물관,11066,5352
2012,08,감귤박물관,19001,141
2012,08,기당미술관,1124,14
2012,08,마라해양도립공원,18601,0
2012,08,박물관은살아있다,0,0
2012,08,산방산,19937,1548
2012,08,서귀포도립해양공원,15153,0
2012,08,서귀포자연휴양림,25646,9
2012,08,서복전시관,6164,3551
2012,08,성산일출봉,157543,150763
2012,08,소리섬박물관,0,0
2012,08,소인국테마파크,17576,1205
2012,08,신영영화박물관,0,0
2012,08,아프리카박물관,11699,0
2012,08,여미지식물원,34472,0
2012,08,이중섭미술관,16054,496
2012,08,익스트림 아일랜드,0,0
2012,08,일출랜드,31429,2313
2012,08,정방폭포,85872,4779
2012,08,제주민속촌박물관,26863,3252
2012,08,제주조각공원,1468,121
2012,08,제주추사관,3575,12
2012,08,중문주상절리대,111197,34545
2012,08,천제연폭포,65841,13541
2012,08,천지연폭포,144889,47243
2012,08,카멜리아힐,0,0
2012,08,테디베어뮤지엄,50496,20526
2012,08,퍼시픽랜드,47096,0
2012,08,아쿠아플라넷,0,0
2012,08,화락원,0,0
2012,09,(주)제주미니미니랜드,15979,840
2012,09,국립제주박물관,40724,971
2012,09,도립미술관,0,0
2012,09,만장굴관광지,43778,10008
2012,09,목석원,0,0
2012,09,민속자연사박물관,85121,20546
2012,09,비자림,22401,281
2012,09,산굼부리,37893,1228
2012,09,삼성혈,4293,4467
2012,09,삼양선사유적지,2325,35
2012,09,생각하는 정원,11126,2025
2012,09,절물자연휴양림,39591,0
2012,09,제주도립 김창열미술관,0,0
2012,09,제주돌문화공원,69924,1530
2012,09,제주러브랜드,29881,10979
2012,09,제주목관아지,12149,431
2012,09,제주별빛누리공원,5097,490
2012,09,제주항일기념관,6837,83
2012,09,한라산국립공원,69778,0
2012,09,한림공원,48384,2539
2012,09,항몽 유적지,7996,9
2012,09,해녀 박물관,22592,5019
2012,09,감귤박물관,10798,146
2012,09,기당미술관,712,11
2012,09,마라해양도립공원,25111,0
2012,09,박물관은살아있다,0,0
2012,09,산방산,41627,273
2012,09,서귀포도립해양공원,10407,0
2012,09,서귀포자연휴양림,20012,11
2012,09,서복전시관,5001,2427
2012,09,성산일출봉,135919,103152
2012,09,소리섬박물관,0,0
2012,09,소인국테마파크,10664,1039
2012,09,신영영화박물관,0,0
2012,09,아프리카박물관,4813,0
2012,09,여미지식물원,26573,0
2012,09,이중섭미술관,9112,332
2012,09,익스트림 아일랜드,0,0
2012,09,일출랜드,29896,2160
2012,09,정방폭포,40551,2824
2012,09,제주민속촌박물관,24056,3563
2012,09,제주조각공원,1424,19
2012,09,제주추사관,3952,0
2012,09,중문주상절리대,107465,23783
2012,09,천제연폭포,47674,11769
2012,09,천지연폭포,122311,33941
2012,09,카멜리아힐,0,0
2012,09,테디베어뮤지엄,25820,11708
2012,09,퍼시픽랜드,31000,0
2012,09,아쿠아플라넷,0,0
2012,09,화락원,0,0
2012,1,(주)제주미니미니랜드,19033,1001
2012,1,국립제주박물관,41310,1083
2012,1,도립미술관,0,0
2012,1,만장굴관광지,51317,10449
2012,1,목석원,0,0
2012,1,민속자연사박물관,83012,17949
2012,1,비자림,39675,466
2012,1,산굼부리,108316,1713
2012,1,삼성혈,6359,4727
2012,1,삼양선사유적지,3381,18
2012,1,생각하는 정원,19791,3411
2012,1,절물자연휴양림,65005,0
2012,1,제주도립 김창열미술관,0,0
2012,1,제주돌문화공원,55393,887
2012,1,제주러브랜드,37632,20160
2012,1,제주목관아지,12586,594
2012,1,제주별빛누리공원,7150,460
2012,1,제주항일기념관,10037,235
2012,1,한라산국립공원,149825,0
2012,1,한림공원,86104,2766
2012,1,항몽 유적지,11891,36
2012,1,해녀 박물관,27525,3626
2012,1,감귤박물관,6342,117
2012,1,기당미술관,875,11
2012,1,마라해양도립공원,21985,0
2012,1,박물관은살아있다,0,0
2012,1,산방산,47605,506
2012,1,서귀포도립해양공원,14173,0
2012,1,서귀포자연휴양림,10681,0
2012,1,서복전시관,6232,1908
2012,1,성산일출봉,181009,118394
2012,1,소리섬박물관,0,0
2012,1,소인국테마파크,12632,964
2012,1,신영영화박물관,0,0
2012,1,아프리카박물관,6184,0
2012,1,여미지식물원,44471,0
2012,1,이중섭미술관,8939,190
2012,1,익스트림 아일랜드,0,0
2012,1,일출랜드,52511,3889
2012,1,정방폭포,75271,5110
2012,1,제주민속촌박물관,41675,4785
2012,1,제주조각공원,2156,25
2012,1,제주추사관,7068,20
2012,1,중문주상절리대,150375,28685
2012,1,천제연폭포,54177,14742
2012,1,천지연폭포,144691,33426
2012,1,카멜리아힐,0,0
2012,1,테디베어뮤지엄,32305,14054
2012,1,퍼시픽랜드,40558,0
2012,1,아쿠아플라넷,0,0
2012,1,화락원,0,0
2012,11,(주)제주미니미니랜드,11876,625
2012,11,국립제주박물관,25612,2037
2012,11,도립미술관,0,0
2012,11,만장굴관광지,38732,7368
2012,11,목석원,0,0
2012,11,민속자연사박물관,68068,8536
2012,11,비자림,24709,141
2012,11,산굼부리,37840,870
2012,11,삼성혈,5377,4199
2012,11,삼양선사유적지,2905,2
2012,11,생각하는 정원,14278,892
2012,11,절물자연휴양림,41619,0
2012,11,제주도립 김창열미술관,0,0
2012,11,제주돌문화공원,40984,251
2012,11,제주러브랜드,47114,7770
2012,11,제주목관아지,8307,435
2012,11,제주별빛누리공원,5804,10
2012,11,제주항일기념관,9823,106
2012,11,한라산국립공원,95442,0
2012,11,한림공원,52229,1852
2012,11,항몽 유적지,8091,5
2012,11,해녀 박물관,14907,886
2012,11,감귤박물관,6848,54
2012,11,기당미술관,827,0
2012,11,마라해양도립공원,14077,0
2012,11,박물관은살아있다,0,0
2012,11,산방산,55199,900
2012,11,서귀포도립해양공원,9208,0
2012,11,서귀포자연휴양림,4785,6
2012,11,서복전시관,1777,530
2012,11,성산일출봉,126329,72458
2012,11,소리섬박물관,0,0
2012,11,소인국테마파크,9082,1335
2012,11,신영영화박물관,0,0
2012,11,아프리카박물관,5698,0
2012,11,여미지식물원,38196,0
2012,11,이중섭미술관,7052,4
2012,11,익스트림 아일랜드,0,0
2012,11,일출랜드,38693,2585
2012,11,정방폭포,48539,3329
2012,11,제주민속촌박물관,24422,4108
2012,11,제주조각공원,1019,0
2012,11,제주추사관,5138,30
2012,11,중문주상절리대,104778,16606
2012,11,천제연폭포,37699,8514
2012,11,천지연폭포,100929,18530
2012,11,카멜리아힐,0,0
2012,11,테디베어뮤지엄,25986,19073
2012,11,퍼시픽랜드,31795,0
2012,11,아쿠아플라넷,0,0
2012,11,화락원,0,0
2012,12,(주)제주미니미니랜드,16803,358
2012,12,국립제주박물관,24019,1476
2012,12,도립미술관,0,0
2012,12,만장굴관광지,31674,6556
2012,12,목석원,0,0
2012,12,민속자연사박물관,55081,10848
2012,12,비자림,14363,148
2012,12,산굼부리,20758,495
2012,12,삼성혈,3709,1901
2012,12,삼양선사유적지,2467,2
2012,12,생각하는 정원,10225,488
2012,12,절물자연휴양림,15332,0
2012,12,제주도립 김창열미술관,0,0
2012,12,제주돌문화공원,14920,109
2012,12,제주러브랜드,29131,7244
2012,12,제주목관아지,8370,279
2012,12,제주별빛누리공원,2789,175
2012,12,제주항일기념관,6411,42
2012,12,한라산국립공원,73481,0
2012,12,한림공원,25420,729
2012,12,항몽 유적지,7861,0
2012,12,해녀 박물관,14206,3240
2012,12,감귤박물관,6228,92
2012,12,기당미술관,702,0
2012,12,마라해양도립공원,3253,0
2012,12,박물관은살아있다,0,0
2012,12,산방산,31315,316
2012,12,서귀포도립해양공원,2828,0
2012,12,서귀포자연휴양림,2695,1
2012,12,서복전시관,1352,373
2012,12,성산일출봉,114046,67834
2012,12,소리섬박물관,0,0
2012,12,소인국테마파크,10399,676
2012,12,신영영화박물관,0,0
2012,12,아프리카박물관,6936,0
2012,12,여미지식물원,35793,0
2012,12,이중섭미술관,7797,0
2012,12,익스트림 아일랜드,0,0
2012,12,일출랜드,18299,1274
2012,12,정방폭포,34147,2288
2012,12,제주민속촌박물관,16743,6838
2012,12,제주조각공원,533,0
2012,12,제주추사관,4536,7
2012,12,중문주상절리대,64996,14878
2012,12,천제연폭포,28911,7223
2012,12,천지연폭포,61941,12933
2012,12,카멜리아힐,0,0
2012,12,테디베어뮤지엄,29940,8025
2012,12,퍼시픽랜드,24021,0
2012,12,아쿠아플라넷,0,0
2012,12,화락원,0,0
2013,01,(주)제주미니미니랜드,0,0
2013,01,국립제주박물관,30632,357
2013,01,도립미술관,0,0
2013,01,만장굴관광지,37093,6159
2013,01,목석원,0,0
2013,01,민속자연사박물관,39195,15736
2013,01,비자림,16544,61
2013,01,산굼부리,0,0
2013,01,삼성혈,0,0
2013,01,삼양선사유적지,2708,2
2013,01,생각하는 정원,0,0
2013,01,절물자연휴양림,18773,0
2013,01,제주도립 김창열미술관,0,0
2013,01,제주돌문화공원,10524,97
2013,01,제주러브랜드,0,0
2013,01,제주목관아지,5311,342
2013,01,제주별빛누리공원,3193,39
2013,01,제주항일기념관,7738,58
2013,01,한라산국립공원,123558,0
2013,01,한림공원,0,0
2013,01,항몽 유적지,3910,1
2013,01,해녀 박물관,6480,3035
2013,01,감귤박물관,5617,47
2013,01,기당미술관,730,0
2013,01,마라해양도립공원,14987,0
2013,01,박물관은살아있다,0,0
2013,01,산방산,40593,140
2013,01,서귀포도립해양공원,15468,0
2013,01,서귀포자연휴양림,3560,5
2013,01,서복전시관,1355,192
2013,01,성산일출봉,149284,52081
2013,01,소리섬박물관,0,0
2013,01,소인국테마파크,33218,16523
2013,01,신영영화박물관,0,0
2013,01,아프리카박물관,0,0
2013,01,여미지식물원,33941,1200
2013,01,이중섭미술관,10634,0
2013,01,익스트림 아일랜드,0,0
2013,01,일출랜드,20863,1153
2013,01,정방폭포,38438,2289
2013,01,제주민속촌박물관,0,0
2013,01,제주조각공원,733,0
2013,01,제주추사관,5453,1
2013,01,중문주상절리대,64596,10953
2013,01,천제연폭포,30725,3920
2013,01,천지연폭포,67186,7774
2013,01,카멜리아힐,0,0
2013,01,테디베어뮤지엄,31702,0
2013,01,퍼시픽랜드,0,0
2013,01,아쿠아플라넷,0,0
2013,01,화락원,0,0
2013,02,(주)제주미니미니랜드,0,0
2013,02,국립제주박물관,14731,675
2013,02,도립미술관,0,0
2013,02,만장굴관광지,33633,5848
2013,02,목석원,0,0
2013,02,민속자연사박물관,18750,10923
2013,02,비자림,15272,74
2013,02,산굼부리,0,0
2013,02,삼성혈,0,0
2013,02,삼양선사유적지,2788,3
2013,02,생각하는 정원,0,0
2013,02,절물자연휴양림,16926,0
2013,02,제주도립 김창열미술관,0,0
2013,02,제주돌문화공원,9728,70
2013,02,제주러브랜드,0,0
2013,02,제주목관아지,12710,750
2013,02,제주별빛누리공원,2851,133
2013,02,제주항일기념관,9231,122
2013,02,한라산국립공원,71900,0
2013,02,한림공원,0,0
2013,02,항몽 유적지,2026,0
2013,02,해녀 박물관,5055,2399
2013,02,감귤박물관,3981,78
2013,02,기당미술관,827,0
2013,02,마라해양도립공원,9266,0
2013,02,박물관은살아있다,0,0
2013,02,산방산,29524,389
2013,02,서귀포도립해양공원,9986,0
2013,02,서귀포자연휴양림,3889,7
2013,02,서복전시관,1315,272
2013,02,성산일출봉,84120,70995
2013,02,소리섬박물관,0,0
2013,02,소인국테마파크,33218,16523
2013,02,신영영화박물관,0,0
2013,02,아프리카박물관,0,0
2013,02,여미지식물원,31615,1200
2013,02,이중섭미술관,8607,5
2013,02,익스트림 아일랜드,0,0
2013,02,일출랜드,16103,914
2013,02,정방폭포,34945,3084
2013,02,제주민속촌박물관,0,0
2013,02,제주조각공원,718,0
2013,02,제주추사관,3795,0
2013,02,중문주상절리대,58418,16995
2013,02,천제연폭포,26935,6493
2013,02,천지연폭포,57947,14186
2013,02,카멜리아힐,0,0
2013,02,테디베어뮤지엄,33537,0
2013,02,퍼시픽랜드,0,0
2013,02,아쿠아플라넷,0,0
2013,02,화락원,0,0
