연도,월,관광지명,한국인,외국인
2014,02,삼성혈,0,0
2014,02,삼양선사유적지,2989,3
2014,02,생각하는 정원,0,0
2014,02,절물자연휴양림,23900,0
2014,02,제주도립 김창열미술관,0,0
2014,02,제주돌문화공원,5715,204
2014,02,제주러브랜드,0,0
2014,02,제주목관아지,12979,649
2014,02,제주별빛누리공원,3840,47
2014,02,제주항일기념관,10245,24
2014,02,한라산국립공원,97261,0
2014,02,한림공원,0,0
2014,02,항몽 유적지,2674,54
2014,02,해녀 박물관,8603,1047
2014,02,감귤박물관,5212,145
2014,02,기당미술관,662,1
2014,02,마라해양도립공원,17205,0
2014,02,박물관은살아있다,0,0
2014,02,산방산,34628,732
2014,02,서귀포도립해양공원,13444,0
2014,02,서귀포자연휴양림,4424,0
2014,02,서복전시관,4507,599
2014,02,성산일출봉,106219,74404
2014,02,소리섬박물관,0,0
2014,02,소인국테마파크,0,0
2014,02,신영영화박물관,0,0
2014,02,아프리카박물관,0,0
2014,02,여미지식물원,0,0
2014,02,이중섭미술관,22190,0
2014,02,익스트림 아일랜드,0,0
2014,02,일출랜드,18618,1001
2014,02,정방폭포,43868,1580
2014,02,제주민속촌박물관,0,0
2014,02,제주조각공원,1621,0
2014,02,제주추사관,5860,9
2014,02,중문주상절리대,78241,19176
2014,02,천제연폭포,42649,11530
2014,02,천지연폭포,83158,15939
2014,02,카멜리아힐,0,0
2014,02,테디베어뮤지엄,21816,11954
2014,02,퍼시픽랜드,0,0
2014,02,아쿠아플라넷,90994,0
2014,02,화락원,0,0
2014,03,(주)제주미니미니랜드,0,0
2014,03,국립제주박물관,17684,362
2014,03,도립미술관,5584,63
2014,03,만장굴관광지,33860,7552
2014,03,목석원,0,0
2014,03,민속자연사박물관,43702,20725
2014,03,비자림,35073,698
2014,03,산굼부리,0,0
2014,03,삼성혈,0,0
2014,03,삼양선사유적지,3136,14
2014,03,생각하는 정원,0,0
2014,03,절물자연휴양림,41400,0
2014,03,제주도립 김창열미술관,0,0
2014,03,제주돌문화공원,8717,302
2014,03,제주러브랜드,0,0
2014,03,제주목관아지,8976,687
2014,03,제주별빛누리공원,5434,73
2014,03,제주항일기념관,12306,32
2014,03,한라산국립공원,74497,0
2014,03,한림공원,0,0
2014,03,항몽 유적지,4726,48
2014,03,해녀 박물관,8077,1319
2014,03,감귤박물관,4616,159
2014,03,기당미술관,569,0
2014,03,마라해양도립공원,24124,0
2014,03,박물관은살아있다,0,0
2014,03,산방산,62544,1167
2014,03,서귀포도립해양공원,15103,0
2014,03,서귀포자연휴양림,5297,3
2014,03,서복전시관,3101,308
2014,03,성산일출봉,126322,95459
2014,03,소리섬박물관,0,0
2014,03,소인국테마파크,0,0
2014,03,신영영화박물관,0,0
2014,03,아프리카박물관,0,0
2014,03,여미지식물원,0,0
2014,03,이중섭미술관,17475,1
2014,03,익스트림 아일랜드,0,0
2014,03,일출랜드,44980,1825
2014,03,정방폭포,52732,2001
2014,03,제주민속촌박물관,0,0
2014,03,제주조각공원,2586,0
2014,03,제주추사관,6299,0
2014,03,중문주상절리대,99761,23687
2014,03,천제연폭포,45815,14231
2014,03,천지연폭포,105005,19554
2014,03,카멜리아힐,0,0
2014,03,테디베어뮤지엄,16874,13041
2014,03,퍼시픽랜드,0,0
2014,03,아쿠아플라넷,85675,0
2014,03,화락원,0,0
2014,04,(주)제주미니미니랜드,0,0
2014,04,국립제주박물관,28353,1493
2014,04,도립미술관,6458,186
2014,04,만장굴관광지,46539,11885
2014,04,목석원,0,0
2014,04,민속자연사박물관,59881,30608
2014,04,비자림,48074,671
2014,04,산굼부리,0,0
2014,04,삼성혈,0,0
2014,04,삼양선사유적지,3687,8
2014,04,생각하는 정원,0,0
2014,04,절물자연휴양림,57589,0
2014,04,제주도립 김창열미술관,0,0
2014,04,제주돌문화공원,12966,391
2014,04,제주러브랜드,0,0
2014,04,제주목관아지,12803,1014
2014,04,제주별빛누리공원,5194,147
2014,04,제주항일기념관,10625,51
2014,04,한라산국립공원,96976,0
2014,04,한림공원,0,0
2014,04,항몽 유적지,9623,74
2014,04,해녀 박물관,9060,2355
2014,04,감귤박물관,4943,286
2014,04,기당미술관,783,0
2014,04,마라해양도립공원,42704,0
2014,04,박물관은살아있다,0,0
2014,04,산방산,83162,584
2014,04,서귀포도립해양공원,20959,0
2014,04,서귀포자연휴양림,10795,21
2014,04,서복전시관,2579,368
2014,04,성산일출봉,189050,166015
2014,04,소리섬박물관,0,0
2014,04,소인국테마파크,0,0
2014,04,신영영화박물관,0,0
2014,04,아프리카박물관,0,0
2014,04,여미지식물원,0,0
2014,04,이중섭미술관,18982,0
2014,04,익스트림 아일랜드,0,0
2014,04,일출랜드,66808,2711
2014,04,정방폭포,68820,3837
2014,04,제주민속촌박물관,0,0
2014,04,제주조각공원,1246,0
2014,04,제주추사관,8265,8
2014,04,중문주상절리대,150329,48152
2014,04,천제연폭포,57080,24736
2014,04,천지연폭포,159043,43111
2014,04,카멜리아힐,0,0
2014,04,테디베어뮤지엄,16874,13041
2014,04,퍼시픽랜드,0,0
2014,04,아쿠아플라넷,112590,0
2014,04,화락원,0,0
2014,05,(주)제주미니미니랜드,0,0
2014,05,국립제주박물관,27494,1731
2014,05,도립미술관,5960,121
2014,05,만장굴관광지,43790,10758
2014,05,목석원,0,0
2014,05,민속자연사박물관,20216,31793
2014,05,비자림,53109,541
2014,05,산굼부리,0,0
2014,05,삼성혈,0,0
2014,05,삼양선사유적지,3478,12
2014,05,생각하는 정원,0,0
2014,05,절물자연휴양림,54888,0
2014,05,제주도립 김창열미술관,0,0
2014,05,제주돌문화공원,7811,506
2014,05,제주러브랜드,0,0
2014,05,제주목관아지,18522,1100
2014,05,제주별빛누리공원,7481,47
2014,05,제주항일기념관,10596,30
2014,05,한라산국립공원,105826,0
2014,05,한림공원,0,0
2014,05,항몽 유적지,4096,54
2014,05,해녀 박물관,6837,2354
2014,05,감귤박물관,4044,86
2014,05,기당미술관,640,2
2014,05,마라해양도립공원,29756,0
2014,05,박물관은살아있다,0,0
2014,05,산방산,60880,1797
2014,05,서귀포도립해양공원,17363,0
2014,05,서귀포자연휴양림,12329,11
2014,05,서복전시관,2097,285
2014,05,성산일출봉,122714,171531
2014,05,소리섬박물관,0,0
2014,05,소인국테마파크,0,0
2014,05,신영영화박물관,0,0
2014,05,아프리카박물관,0,0
2014,05,여미지식물원,0,0
2014,05,이중섭미술관,16832,56
2014,05,익스트림 아일랜드,0,0
2014,05,일출랜드,29242,1250
2014,05,정방폭포,63906,3510
2014,05,제주민속촌박물관,0,0
2014,05,제주조각공원,906,0
2014,05,제주추사관,6058,1
2014,05,중문주상절리대,92300,49936
2014,05,천제연폭포,49343,23715
2014,05,천지연폭포,115275,39819
2014,05,카멜리아힐,0,0
2014,05,테디베어뮤지엄,19910,20662
2014,05,퍼시픽랜드,0,0
2014,05,아쿠아플라넷,106102,0
2014,05,화락원,0,0
2014,06,(주)제주미니미니랜드,0,0
2014,06,국립제주박물관,18451,1764
2014,06,도립미술관,6902,96
2014,06,만장굴관광지,48442,10260
2014,06,목석원,0,0
2014,06,민속자연사박물관,17417,41555
2014,06,비자림,49316,386
2014,06,산굼부리,0,0
2014,06,삼성혈,0,0
2014,06,삼양선사유적지,3593,9
2014,06,생각하는 정원,0,0
2014,06,절물자연휴양림,53833,0
2014,06,제주도립 김창열미술관,0,0
2014,06,제주돌문화공원,8692,697
2014,06,제주러브랜드,0,0
2014,06,제주목관아지,13224,1002
2014,06,제주별빛누리공원,5698,84
2014,06,제주항일기념관,10853,17
2014,06,한라산국립공원,93486,0
2014,06,한림공원,0,0
2014,06,항몽 유적지,4500,59
2014,06,해녀 박물관,5985,1271
2014,06,감귤박물관,4086,82
2014,06,기당미술관,641,1
2014,06,마라해양도립공원,25797,0
2014,06,박물관은살아있다,0,0
2014,06,산방산,47472,2613
2014,06,서귀포도립해양공원,15933,0
2014,06,서귀포자연휴양림,11003,18
2014,06,서복전시관,1919,610
2014,06,성산일출봉,136592,163979
2014,06,소리섬박물관,0,0
2014,06,소인국테마파크,0,0
2014,06,신영영화박물관,0,0
2014,06,아프리카박물관,0,0
2014,06,여미지식물원,0,0
2014,06,이중섭미술관,18532,14
2014,06,익스트림 아일랜드,0,0
2014,06,일출랜드,21485,965
2014,06,정방폭포,60579,5903
2014,06,제주민속촌박물관,0,0
2014,06,제주조각공원,685,0
2014,06,제주추사관,5081,0
2014,06,중문주상절리대,85905,44015
2014,06,천제연폭포,47085,25318
2014,06,천지연폭포,107336,36377
2014,06,카멜리아힐,0,0
2014,06,테디베어뮤지엄,18968,19011
2014,06,퍼시픽랜드,0,0
2014,06,아쿠아플라넷,105148,0
2014,06,화락원,0,0
2014,07,(주)제주미니미니랜드,0,0
2014,07,국립제주박물관,22840,1484
2014,07,도립미술관,9906,173
2014,07,만장굴관광지,60459,8067
2014,07,목석원,0,0
2014,07,민속자연사박물관,17959,42990
2014,07,비자림,52667,822
2014,07,산굼부리,0,0
2014,07,삼성혈,0,0
2014,07,삼양선사유적지,3043,40
2014,07,생각하는 정원,0,0
2014,07,절물자연휴양림,48927,0
2014,07,제주도립 김창열미술관,0,0
2014,07,제주돌문화공원,7330,363
2014,07,제주러브랜드,0,0
2014,07,제주목관아지,13725,934
2014,07,제주별빛누리공원,5569,107
2014,07,제주항일기념관,10318,19
2014,07,한라산국립공원,67778,0
2014,07,한림공원,0,0
2014,07,항몽 유적지,4371,77
2014,07,해녀 박물관,5946,1890
2014,07,감귤박물관,2600,91
2014,07,기당미술관,995,20
2014,07,마라해양도립공원,21812,0
2014,07,박물관은살아있다,0,0
2014,07,산방산,32456,1706
2014,07,서귀포도립해양공원,13599,0
2014,07,서귀포자연휴양림,14673,15
2014,07,서복전시관,1602,686
2014,07,성산일출봉,110571,227701
2014,07,소리섬박물관,0,0
2014,07,소인국테마파크,0,0
2014,07,신영영화박물관,0,0
2014,07,아프리카박물관,0,0
2014,07,여미지식물원,0,0
2014,07,이중섭미술관,25599,15
2014,07,익스트림 아일랜드,0,0
2014,07,일출랜드,15269,1034
2014,07,정방폭포,62299,5708
2014,07,제주민속촌박물관,0,0
2014,07,제주조각공원,0,0
2014,07,제주추사관,5226,0
2014,07,중문주상절리대,78978,60952
2014,07,천제연폭포,45658,28815
2014,07,천지연폭포,107041,46595
2014,07,카멜리아힐,0,0
2014,07,테디베어뮤지엄,0,0
2014,07,퍼시픽랜드,0,0
2014,07,아쿠아플라넷,117529,0
2014,07,화락원,0,0
2014,08,(주)제주미니미니랜드,0,0
2014,08,국립제주박물관,38880,1370
2014,08,도립미술관,9611,193
2014,08,만장굴관광지,77413,8084
2014,08,목석원,0,0
2014,08,민속자연사박물관,29037,45341
2014,08,비자림,63977,691
2014,08,산굼부리,0,0
2014,08,삼성혈,0,0
2014,08,삼양선사유적지,2821,26
2014,08,생각하는 정원,0,0
2014,08,절물자연휴양림,53250,0
2014,08,제주도립 김창열미술관,0,0
2014,08,제주돌문화공원,29295,611
2014,08,제주러브랜드,0,0
2014,08,제주목관아지,9231,1471
2014,08,제주별빛누리공원,7722,85
2014,08,제주항일기념관,11358,58
2014,08,한라산국립공원,77866,0
2014,08,한림공원,0,0
2014,08,항몽 유적지,5248,93
2014,08,해녀 박물관,7361,1874
2014,08,감귤박물관,3879,44
2014,08,기당미술관,663,0
2014,08,마라해양도립공원,29301,0
2014,08,박물관은살아있다,0,0
2014,08,산방산,32305,1540
2014,08,서귀포도립해양공원,16112,0
2014,08,서귀포자연휴양림,15657,6
2014,08,서복전시관,1757,552
2014,08,성산일출봉,127533,235803
2014,08,소리섬박물관,0,0
2014,08,소인국테마파크,0,0
2014,08,신영영화박물관,0,0
2014,08,아프리카박물관,0,0
2014,08,여미지식물원,0,0
2014,08,이중섭미술관,28967,23
2014,08,익스트림 아일랜드,0,0
2014,08,일출랜드,20695,1362
2014,08,정방폭포,79005,4860
2014,08,제주민속촌박물관,0,0
2014,08,제주조각공원,0,0
2014,08,제주추사관,6229,16
2014,08,중문주상절리대,109614,67156
2014,08,천제연폭포,66249,29166
2014,08,천지연폭포,153284,45413
2014,08,카멜리아힐,0,0
2014,08,테디베어뮤지엄,0,0
2014,08,퍼시픽랜드,0,0
2014,08,아쿠아플라넷,148844,0
2014,08,화락원,0,0
2014,09,(주)제주미니미니랜드,0,0
2014,09,국립제주박물관,22004,1012
2014,09,도립미술관,6186,366
2014,09,만장굴관광지,52491,9370
2014,09,목석원,0,0
2014,09,민속자연사박물관,28103,42504
2014,09,비자림,56753,418
2014,09,산굼부리,0,0
2014,09,삼성혈,0,0
2014,09,삼양선사유적지,2913,17
2014,09,생각하는 정원,0,0
2014,09,절물자연휴양림,57000,0
2014,09,제주도립 김창열미술관,0,0
2014,09,제주돌문화공원,17030,421
2014,09,제주러브랜드,0,0
2014,09,제주목관아지,10589,1115
2014,09,제주별빛누리공원,8307,111
2014,09,제주항일기념관,10168,40
2014,09,한라산국립공원,95064,0
2014,09,한림공원,0,0
2014,09,항몽 유적지,5414,37
2014,09,해녀 박물관,5752,1698
2014,09,감귤박물관,2967,48
2014,09,기당미술관,373,8
2014,09,마라해양도립공원,21262,0
2014,09,박물관은살아있다,0,0
2014,09,산방산,33279,2321
2014,09,서귀포도립해양공원,16049,0
2014,09,서귀포자연휴양림,13447,12
2014,09,서복전시관,1287,381
2014,09,성산일출봉,127885,167900
2014,09,소리섬박물관,0,0
2014,09,소인국테마파크,0,0
2014,09,신영영화박물관,0,0
2014,09,아프리카박물관,0,0
2014,09,여미지식물원,0,0
2014,09,이중섭미술관,17854,9
2014,09,익스트림 아일랜드,0,0
2014,09,일출랜드,25681,1071
2014,09,정방폭포,61225,4068
2014,09,제주민속촌박물관,0,0
2014,09,제주조각공원,0,0
2014,09,제주추사관,5833,0
2014,09,중문주상절리대,103659,47989
2014,09,천제연폭포,50192,23759
2014,09,천지연폭포,118349,31727
2014,09,카멜리아힐,0,0
2014,09,테디베어뮤지엄,0,0
2014,09,퍼시픽랜드,0,0
2014,09,아쿠아플라넷,101627,0
2014,09,화락원,0,0
2014,1,(주)제주미니미니랜드,0,0
2014,1,국립제주박물관,43071,1367
2014,1,도립미술관,10464,186
2014,1,만장굴관광지,53624,10455
2014,1,목석원,0,0
2014,1,민속자연사박물관,54010,37443
2014,1,비자림,57143,417
2014,1,산굼부리,0,0
2014,1,삼성혈,0,0
2014,1,삼양선사유적지,2730,40
2014,1,생각하는 정원,0,0
2014,1,절물자연휴양림,65712,0
2014,1,제주도립 김창열미술관,0,0
2014,1,제주돌문화공원,55972,840
2014,1,제주러브랜드,0,0
2014,1,제주목관아지,15327,1358
2014,1,제주별빛누리공원,9731,54
2014,1,제주항일기념관,12615,24
2014,1,한라산국립공원,133509,0
2014,1,한림공원,0,0
2014,1,항몽 유적지,6336,58
2014,1,해녀 박물관,33030,5492
2014,1,감귤박물관,4025,297
2014,1,기당미술관,522,15
2014,1,마라해양도립공원,34273,0
2014,1,박물관은살아있다,0,0
2014,1,산방산,50586,1453
2014,1,서귀포도립해양공원,17725,0
2014,1,서귀포자연휴양림,42836,55
2014,1,서복전시관,2581,455
2014,1,성산일출봉,167955,176329
2014,1,소리섬박물관,0,0
2014,1,소인국테마파크,0,0
2014,1,신영영화박물관,0,0
2014,1,아프리카박물관,0,0
2014,1,여미지식물원,0,0
2014,1,이중섭미술관,21365,4
2014,1,익스트림 아일랜드,0,0
2014,1,일출랜드,44947,0
2014,1,정방폭포,68822,3587
2014,1,제주민속촌박물관,0,0
2014,1,제주조각공원,0,0
2014,1,제주추사관,9880,0
2014,1,중문주상절리대,153554,47607
2014,1,천제연폭포,57944,25537
2014,1,천지연폭포,142727,35049
2014,1,카멜리아힐,0,0
2014,1,테디베어뮤지엄,0,0
2014,1,퍼시픽랜드,0,0
2014,1,아쿠아플라넷,105329,0
2014,1,화락원,0,0
2014,11,(주)제주미니미니랜드,0,0
2014,11,국립제주박물관,42865,648
2014,11,도립미술관,8074,142
2014,11,만장굴관광지,35997,7842
2014,11,목석원,0,0
2014,11,민속자연사박물관,60950,26177
2014,11,비자림,43246,309
2014,11,산굼부리,0,0
2014,11,삼성혈,0,0
2014,11,삼양선사유적지,2238,16
2014,11,생각하는 정원,0,0
2014,11,절물자연휴양림,43773,0
2014,11,제주도립 김창열미술관,0,0
2014,11,제주돌문화공원,30644,416
2014,11,제주러브랜드,0,0
2014,11,제주목관아지,8330,758
2014,11,제주별빛누리공원,6302,58
2014,11,제주항일기념관,11476,25
2014,11,한라산국립공원,105697,0
2014,11,한림공원,0,0
2014,11,항몽 유적지,3163,26
2014,11,해녀 박물관,5492,1216
2014,11,감귤박물관,5301,92
2014,11,기당미술관,695,13
2014,11,마라해양도립공원,32494,0
2014,11,박물관은살아있다,0,0
2014,11,산방산,23779,524
2014,11,서귀포도립해양공원,15640,0
2014,11,서귀포자연휴양림,14256,48
2014,11,서복전시관,2651,230
2014,11,성산일출봉,117826,136195
2014,11,소리섬박물관,0,0
2014,11,소인국테마파크,0,0
2014,11,신영영화박물관,0,0
2014,11,아프리카박물관,0,0
2014,11,여미지식물원,0,0
2014,11,이중섭미술관,16733,1
2014,11,익스트림 아일랜드,0,0
2014,11,일출랜드,30928,0
2014,11,정방폭포,51932,3176
2014,11,제주민속촌박물관,0,0
2014,11,제주조각공원,0,0
2014,11,제주추사관,7249,6
2014,11,중문주상절리대,125743,25327
2014,11,천제연폭포,42031,16319
2014,11,천지연폭포,105575,22281
2014,11,카멜리아힐,0,0
2014,11,테디베어뮤지엄,0,0
2014,11,퍼시픽랜드,0,0
2014,11,아쿠아플라넷,108029,0
2014,11,화락원,0,0
2014,12,(주)제주미니미니랜드,0,0
2014,12,국립제주박물관,21607,894
2014,12,도립미술관,6895,203
2014,12,만장굴관광지,35794,6059
2014,12,목석원,0,0
2014,12,민속자연사박물관,45780,25235
2014,12,비자림,26256,158
2014,12,산굼부리,0,0
2014,12,삼성혈,0,0
2014,12,삼양선사유적지,2209,3
2014,12,생각하는 정원,0,0
2014,12,절물자연휴양림,19198,0
2014,12,제주도립 김창열미술관,0,0
2014,12,제주돌문화공원,16453,200
2014,12,제주러브랜드,0,0
2014,12,제주목관아지,5071,544
2014,12,제주별빛누리공원,5264,69
2014,12,제주항일기념관,7190,42
2014,12,한라산국립공원,82064,0
2014,12,한림공원,0,0
2014,12,항몽 유적지,2058,9
2014,12,해녀 박물관,0,0
2014,12,감귤박물관,3267,9
2014,12,기당미술관,1661,17
2014,12,마라해양도립공원,19896,0
2014,12,박물관은살아있다,0,0
2014,12,산방산,9275,501
2014,12,서귀포도립해양공원,10063,0
2014,12,서귀포자연휴양림,3058,14
2014,12,서복전시관,1783,217
2014,12,성산일출봉,113774,113477
2014,12,소리섬박물관,0,0
2014,12,소인국테마파크,0,0
2014,12,신영영화박물관,0,0
2014,12,아프리카박물관,0,0
2014,12,여미지식물원,0,0
2014,12,이중섭미술관,16323,19
2014,12,익스트림 아일랜드,0,0
2014,12,일출랜드,16304,0
2014,12,정방폭포,34249,2033
2014,12,제주민속촌박물관,0,0
2014,12,제주조각공원,0,0
2014,12,제주추사관,6445,100
2014,12,중문주상절리대,94506,17789
2014,12,천제연폭포,32125,14182
2014,12,천지연폭포,67837,13509
2014,12,카멜리아힐,0,0
2014,12,테디베어뮤지엄,0,0
2014,12,퍼시픽랜드,0,0
2014,12,아쿠아플라넷,71598,0
2014,12,화락원,0,0
2015,01,(주)제주미니미니랜드,0,0
2015,01,국립제주박물관,35260,279
2015,01,도립미술관,9522,135
2015,01,만장굴관광지,51849,2446
2015,01,목석원,0,0
2015,01,민속자연사박물관,23298,26161
2015,01,비자림,38412,86
2015,01,산굼부리,0,0
2015,01,삼성혈,0,0
2015,01,삼양선사유적지,2856,3
2015,01,생각하는 정원,0,0
2015,01,절물자연휴양림,28561,0
2015,01,제주도립 김창열미술관,0,0
2015,01,제주돌문화공원,9436,165
2015,01,제주러브랜드,0,0
2015,01,제주목관아지,5851,592
2015,01,제주별빛누리공원,6529,49
2015,01,제주항일기념관,9523,15
2015,01,한라산국립공원,132372,18076
2015,01,한림공원,0,0
2015,01,항몽 유적지,2296,15
2015,01,해녀 박물관,0,0
2015,01,감귤박물관,6182,0
2015,01,기당미술관,654,2
2015,01,마라해양도립공원,33141,0
2015,01,박물관은살아있다,0,0
2015,01,산방산,29928,214
2015,01,서귀포도립해양공원,14088,0
2015,01,서귀포자연휴양림,4922,0
2015,01,서복전시관,2586,119
2015,01,성산일출봉,131569,74914
2015,01,소리섬박물관,0,0
2015,01,소인국테마파크,0,0
2015,01,신영영화박물관,0,0
2015,01,아프리카박물관,0,0
2015,01,여미지식물원,0,0
2015,01,이중섭미술관,25374,59
2015,01,익스트림 아일랜드,0,0
2015,01,일출랜드,19382,953
2015,01,정방폭포,49901,1910
2015,01,제주민속촌박물관,0,0
2015,01,제주조각공원,0,0
2015,01,제주추사관,5690,0
2015,01,중문주상절리대,109214,13993
2015,01,천제연폭포,44000,10095
2015,01,천지연폭포,96180,8568
2015,01,카멜리아힐,0,0
2015,01,테디베어뮤지엄,0,0
2015,01,퍼시픽랜드,0,0
2015,01,아쿠아플라넷,91058,1961
2015,01,화락원,0,0
2015,02,(주)제주미니미니랜드,0,0
2015,02,국립제주박물관,30870,466
2015,02,도립미술관,6170,120
2015,02,만장굴관광지,43006,3038
2015,02,목석원,0,0
2015,02,민속자연사박물관,20557,25831
2015,02,비자림,31526,149
2015,02,산굼부리,0,0
2015,02,삼성혈,0,0
2015,02,삼양선사유적지,2895,3
2015,02,생각하는 정원,0,0
2015,02,절물자연휴양림,22181,0
2015,02,제주도립 김창열미술관,0,0
2015,02,제주돌문화공원,7825,164
2015,02,제주러브랜드,0,0
2015,02,제주목관아지,8736,1117
2015,02,제주별빛누리공원,5162,72
2015,02,제주항일기념관,8495,21
2015,02,한라산국립공원,83797,19417
2015,02,한림공원,0,0
2015,02,항몽 유적지,1831,29
2015,02,해녀 박물관,0,0
2015,02,감귤박물관,4749,0
2015,02,기당미술관,569,5
2015,02,마라해양도립공원,28809,0
2015,02,박물관은살아있다,0,0
2015,02,산방산,37213,300
2015,02,서귀포도립해양공원,11030,0
2015,02,서귀포자연휴양림,4161,0
2015,02,서복전시관,2012,172
2015,02,성산일출봉,114212,121038
2015,02,소리섬박물관,0,0
2015,02,소인국테마파크,0,0
2015,02,신영영화박물관,0,0
2015,02,아프리카박물관,0,0
2015,02,여미지식물원,0,0
2015,02,이중섭미술관,19091,44
2015,02,익스트림 아일랜드,0,0
2015,02,일출랜드,14008,599
2015,02,정방폭포,41244,2276
2015,02,제주민속촌박물관,0,0
2015,02,제주조각공원,0,0
2015,02,제주추사관,4666,0
2015,02,중문주상절리대,91444,18091
2015,02,천제연폭포,37674,12254
2015,02,천지연폭포,85312,12535
2015,02,카멜리아힐,0,0
2015,02,테디베어뮤지엄,0,0
2015,02,퍼시픽랜드,0,0
2015,02,아쿠아플라넷,82064,4280
2015,02,화락원,0,0
2015,03,(주)제주미니미니랜드,0,0
2015,03,국립제주박물관,21959,491
2015,03,도립미술관,5078,259
2015,03,만장굴관광지,36225,5103
2015,03,목석원,0,0
2015,03,민속자연사박물관,33556,34264
2015,03,비자림,43271,170
2015,03,산굼부리,0,0
2015,03,삼성혈,0,0
2015,03,삼양선사유적지,3995,16
2015,03,생각하는 정원,0,0
2015,03,절물자연휴양림,42559,0
2015,03,제주도립 김창열미술관,0,0
2015,03,제주돌문화공원,10067,344
2015,03,제주러브랜드,0,0
2015,03,제주목관아지,8897,1070
2015,03,제주별빛누리공원,6359,66
2015,03,제주항일기념관,14152,18
2015,03,한라산국립공원,62780,24397
2015,03,한림공원,0,0
2015,03,항몽 유적지,4045,31
2015,03,해녀 박물관,4803,262
2015,03,감귤박물관,4369,8
2015,03,기당미술관,793,3
2015,03,마라해양도립공원,41343,0
2015,03,박물관은살아있다,0,0
2015,03,산방산,55261,1226
2015,03,서귀포도립해양공원,15802,0
2015,03,서귀포자연휴양림,7394,3
2015,03,서복전시관,3087,66
2015,03,성산일출봉,128152,115232
2015,03,소리섬박물관,0,0
2015,03,소인국테마파크,0,0
2015,03,신영영화박물관,0,0
2015,03,아프리카박물관,0,0
2015,03,여미지식물원,0,0
2015,03,이중섭미술관,14555,13
2015,03,익스트림 아일랜드,0,0
2015,03,일출랜드,31669,1359
2015,03,정방폭포,51738,2881
2015,03,제주민속촌박물관,0,0
2015,03,제주조각공원,0,0
2015,03,제주추사관,4719,10
2015,03,중문주상절리대,102450,21260
2015,03,천제연폭포,44723,13909
2015,03,천지연폭포,111544,18240
2015,03,카멜리아힐,0,0
2015,03,테디베어뮤지엄,0,0
2015,03,퍼시픽랜드,0,0
2015,03,아쿠아플라넷,74649,2745
2015,03,화락원,0,0
2015,04,(주)제주미니미니랜드,0,0
2015,04,국립제주박물관,32732,609
2015,04,도립미술관,7170,184
2015,04,만장굴관광지,50608,7933
2015,04,목석원,0,0
2015,04,민속자연사박물관,59881,30608
2015,04,비자림,58448,143
2015,04,산굼부리,0,0
2015,04,삼성혈,0,0
2015,04,삼양선사유적지,4052,28
2015,04,생각하는 정원,0,0
2015,04,절물자연휴양림,58126,0
2015,04,제주도립 김창열미술관,0,0
2015,04,제주돌문화공원,16582,1078
2015,04,제주러브랜드,0,0
2015,04,제주목관아지,12881,1386
2015,04,제주별빛누리공원,6627,46
2015,04,제주항일기념관,14103,14
2015,04,한라산국립공원,90967,30213
2015,04,한림공원,0,0
2015,04,항몽 유적지,5137,22
2015,04,해녀 박물관,9364,1591
2015,04,감귤박물관,6109,95
2015,04,기당미술관,0,0
2015,04,마라해양도립공원,51218,0
2015,04,박물관은살아있다,0,0
2015,04,산방산,59231,657
2015,04,서귀포도립해양공원,20275,0
2015,04,서귀포자연휴양림,10299,32
2015,04,서복전시관,3336,193
2015,04,성산일출봉,169543,171321
2015,04,소리섬박물관,0,0
2015,04,소인국테마파크,0,0
2015,04,신영영화박물관,0,0
2015,04,아프리카박물관,0,0
2015,04,여미지식물원,0,0
2015,04,이중섭미술관,18740,87
2015,04,익스트림 아일랜드,0,0
2015,04,일출랜드,51711,3068
2015,04,정방폭포,67370,3445
2015,04,제주민속촌박물관,0,0
2015,04,제주조각공원,0,0
2015,04,제주추사관,7264,0
2015,04,중문주상절리대,150962,31812
2015,04,천제연폭포,56155,18444
2015,04,천지연폭포,152318,28590
2015,04,카멜리아힐,0,0
2015,04,테디베어뮤지엄,0,0
2015,04,퍼시픽랜드,0,0
2015,04,아쿠아플라넷,106946,4757
2015,04,화락원,0,0
2015,05,(주)제주미니미니랜드,0,0
2015,05,국립제주박물관,36713,811
2015,05,도립미술관,11560,270
2015,05,만장굴관광지,63091,8659
2015,05,목석원,0,0
2015,05,민속자연사박물관,20216,31793
2015,05,비자림,76823,335
2015,05,산굼부리,0,0
2015,05,삼성혈,0,0
2015,05,삼양선사유적지,3743,11
2015,05,생각하는 정원,0,0
2015,05,절물자연휴양림,73267,0
2015,05,제주도립 김창열미술관,0,0
2015,05,제주돌문화공원,38502,1987
2015,05,제주러브랜드,0,0
2015,05,제주목관아지,20800,1401
2015,05,제주별빛누리공원,12166,118
2015,05,제주항일기념관,13605,17
2015,05,한라산국립공원,129088,31526
2015,05,한림공원,0,0
2015,05,항몽 유적지,9071,37
2015,05,해녀 박물관,8639,1603
2015,05,감귤박물관,6451,13
2015,05,기당미술관,586,0
2015,05,마라해양도립공원,55600,0
2015,05,박물관은살아있다,0,0
2015,05,산방산,78206,519
2015,05,서귀포도립해양공원,20628,0
2015,05,서귀포자연휴양림,15787,28
2015,05,서복전시관,3627,298
2015,05,성산일출봉,206562,157029
2015,05,소리섬박물관,0,0
2015,05,소인국테마파크,0,0
2015,05,신영영화박물관,0,0
